date_time,United%20States%20Virgin%20Islands_maxtempC,United%20States%20Virgin%20Islands_mintempC,United%20States%20Virgin%20Islands_totalSnow_cm,United%20States%20Virgin%20Islands_sunHour,United%20States%20Virgin%20Islands_uvIndex,United%20States%20Virgin%20Islands_moon_illumination,United%20States%20Virgin%20Islands_moonrise,United%20States%20Virgin%20Islands_moonset,United%20States%20Virgin%20Islands_sunrise,United%20States%20Virgin%20Islands_sunset,United%20States%20Virgin%20Islands_DewPointC,United%20States%20Virgin%20Islands_FeelsLikeC,United%20States%20Virgin%20Islands_HeatIndexC,United%20States%20Virgin%20Islands_WindChillC,United%20States%20Virgin%20Islands_WindGustKmph,United%20States%20Virgin%20Islands_cloudcover,United%20States%20Virgin%20Islands_humidity,United%20States%20Virgin%20Islands_precipMM,United%20States%20Virgin%20Islands_pressure,United%20States%20Virgin%20Islands_tempC,United%20States%20Virgin%20Islands_visibility,United%20States%20Virgin%20Islands_winddirDegree,United%20States%20Virgin%20Islands_windspeedKmph,United%20States%20Virgin%20Islands_location
2020-10-02,29,23,0.0,6.0,6,100,06:52 PM,06:40 AM,06:09 AM,06:06 PM,24,32,32,28,44,67,79,5.3,1013,29,10,101,31,United%20States%20Virgin%20Islands
2020-10-03,28,26,0.0,6.0,6,89,07:27 PM,07:28 AM,06:09 AM,06:05 PM,22,30,30,27,37,75,75,13.1,1014,28,9,117,26,United%20States%20Virgin%20Islands
2020-10-04,28,23,0.0,6.0,6,82,08:02 PM,08:15 AM,06:10 AM,06:04 PM,23,30,30,27,35,67,74,10.4,1013,28,8,80,24,United%20States%20Virgin%20Islands
2020-10-05,28,23,0.0,6.0,6,74,08:40 PM,09:05 AM,06:10 AM,06:03 PM,24,31,31,27,37,67,79,3.8,1013,28,10,87,27,United%20States%20Virgin%20Islands
2020-10-06,28,23,0.0,6.0,6,67,09:22 PM,09:56 AM,06:10 AM,06:02 PM,23,30,30,27,31,75,76,3.0,1013,28,10,85,22,United%20States%20Virgin%20Islands
2020-10-07,29,27,0.0,8.8,6,60,10:07 PM,10:48 AM,06:10 AM,06:02 PM,23,31,31,28,24,57,74,1.8,1014,29,9,106,17,United%20States%20Virgin%20Islands
2020-10-08,28,28,0.0,7.4,6,53,10:57 PM,11:41 AM,06:10 AM,06:01 PM,24,32,32,28,29,66,79,5.6,1014,28,9,106,20,United%20States%20Virgin%20Islands
2020-10-09,29,28,0.0,5.9,6,45,11:51 PM,12:34 PM,06:11 AM,06:00 PM,24,32,32,28,20,71,78,0.8,1014,29,10,86,14,United%20States%20Virgin%20Islands
2020-10-10,29,28,0.0,4.3,6,38,No moonrise,01:28 PM,06:11 AM,05:59 PM,24,33,33,28,24,69,78,10.3,1014,29,9,94,17,United%20States%20Virgin%20Islands
2020-10-11,29,22,0.0,5.8,6,31,12:48 AM,02:18 PM,06:11 AM,05:59 PM,24,31,31,27,30,64,78,7.4,1013,29,9,109,21,United%20States%20Virgin%20Islands
2020-10-12,29,28,0.0,4.3,6,23,01:48 AM,03:08 PM,06:11 AM,05:58 PM,24,32,32,28,31,75,79,4.6,1013,29,9,100,23,United%20States%20Virgin%20Islands
2020-10-13,29,28,0.0,4.3,6,16,02:48 AM,03:54 PM,06:12 AM,05:57 PM,24,33,33,28,29,69,77,10.0,1012,29,9,113,20,United%20States%20Virgin%20Islands
2020-10-14,29,28,0.0,8.7,6,9,03:50 AM,04:38 PM,06:12 AM,05:56 PM,23,32,32,29,23,53,73,7.4,1012,29,9,97,17,United%20States%20Virgin%20Islands
2020-10-15,29,28,0.0,7.2,6,2,04:51 AM,05:23 PM,06:12 AM,05:56 PM,24,33,33,28,48,67,78,31.5,1012,29,7,106,28,United%20States%20Virgin%20Islands
2020-10-16,29,23,0.0,4.3,6,0,05:54 AM,06:07 PM,06:13 AM,05:55 PM,24,32,32,28,46,75,77,7.6,1013,29,10,110,33,United%20States%20Virgin%20Islands
2020-10-17,29,28,0.0,4.3,6,0,06:57 AM,06:53 PM,06:13 AM,05:54 PM,24,33,33,28,37,78,78,6.1,1013,29,9,90,27,United%20States%20Virgin%20Islands
2020-10-18,28,22,0.0,5.8,6,5,08:01 AM,07:43 PM,06:13 AM,05:54 PM,23,30,30,27,25,69,75,1.7,1011,28,10,61,19,United%20States%20Virgin%20Islands
2020-10-19,28,25,0.0,7.2,6,13,09:07 AM,08:35 PM,06:13 AM,05:53 PM,21,30,30,27,13,54,67,0.7,1009,28,10,289,10,United%20States%20Virgin%20Islands
2020-10-20,28,27,0.0,8.7,7,20,10:11 AM,09:31 PM,06:14 AM,05:52 PM,22,31,31,28,20,31,69,0.0,1010,28,10,272,15,United%20States%20Virgin%20Islands
2020-10-21,28,24,0.0,8.7,7,27,11:14 AM,10:28 PM,06:14 AM,05:52 PM,21,30,30,27,14,33,68,0.1,1012,28,10,213,10,United%20States%20Virgin%20Islands
2020-10-22,28,28,0.0,7.2,6,35,12:11 PM,11:27 PM,06:14 AM,05:51 PM,23,31,31,28,23,43,73,0.2,1014,28,10,141,16,United%20States%20Virgin%20Islands
2020-10-23,29,28,0.0,4.3,6,42,01:04 PM,No moonset,06:15 AM,05:51 PM,25,33,33,28,34,63,81,0.7,1014,29,10,104,24,United%20States%20Virgin%20Islands
2020-10-24,29,28,0.0,4.3,6,49,01:51 PM,12:24 AM,06:15 AM,05:50 PM,24,33,33,28,41,75,78,2.2,1014,29,10,101,29,United%20States%20Virgin%20Islands
2020-10-25,29,28,0.0,4.3,6,56,02:33 PM,01:19 AM,06:15 AM,05:49 PM,24,33,33,28,41,68,78,1.6,1014,29,10,86,31,United%20States%20Virgin%20Islands
2020-10-26,29,27,0.0,7.2,6,64,03:11 PM,02:11 AM,06:16 AM,05:49 PM,24,32,32,28,45,65,77,5.0,1014,29,10,79,34,United%20States%20Virgin%20Islands
2020-10-27,28,23,0.0,7.2,6,71,03:47 PM,03:01 AM,06:16 AM,05:48 PM,24,31,31,27,50,52,77,6.4,1013,28,10,85,37,United%20States%20Virgin%20Islands
2020-10-28,28,23,0.0,4.2,6,78,04:20 PM,03:49 AM,06:17 AM,05:48 PM,23,29,29,26,46,71,76,17.4,1011,28,9,78,30,United%20States%20Virgin%20Islands
2020-10-29,28,24,0.0,4.2,6,85,04:54 PM,04:37 AM,06:17 AM,05:47 PM,24,31,31,27,51,74,77,13.4,1012,28,9,105,35,United%20States%20Virgin%20Islands
2020-10-30,29,24,0.0,4.2,6,93,05:28 PM,05:24 AM,06:17 AM,05:47 PM,24,31,31,27,46,70,77,6.0,1013,29,10,105,34,United%20States%20Virgin%20Islands
2020-10-31,28,28,0.0,4.2,6,97,06:03 PM,06:12 AM,06:18 AM,05:46 PM,23,32,32,28,48,61,75,0.7,1014,28,10,92,36,United%20States%20Virgin%20Islands
2020-11-01,28,26,0.0,4.2,6,89,06:40 PM,07:01 AM,06:18 AM,05:46 PM,23,31,31,27,42,79,76,3.2,1014,28,10,89,32,United%20States%20Virgin%20Islands
2020-11-02,29,23,0.0,4.2,6,81,07:20 PM,07:52 AM,06:19 AM,05:45 PM,24,31,31,28,41,75,77,3.4,1013,29,10,109,31,United%20States%20Virgin%20Islands
2020-11-03,28,23,0.0,5.7,6,74,08:04 PM,08:43 AM,06:19 AM,05:45 PM,23,30,30,27,35,71,75,5.6,1013,28,9,104,25,United%20States%20Virgin%20Islands
2020-11-04,28,21,0.0,7.2,6,66,08:52 PM,09:37 AM,06:20 AM,05:45 PM,23,30,30,27,38,42,76,0.8,1015,28,10,82,29,United%20States%20Virgin%20Islands
2020-11-05,28,22,0.0,4.2,6,58,09:44 PM,10:30 AM,06:20 AM,05:44 PM,23,30,30,26,39,74,76,6.5,1013,28,10,83,29,United%20States%20Virgin%20Islands
2020-11-06,28,26,0.0,4.2,6,51,10:39 PM,11:22 AM,06:20 AM,05:44 PM,23,31,31,27,39,73,78,13.8,1011,28,9,89,27,United%20States%20Virgin%20Islands
2020-11-07,28,22,0.0,5.7,6,43,11:37 PM,12:13 PM,06:21 AM,05:43 PM,23,30,30,27,33,69,77,7.0,1012,28,10,102,24,United%20States%20Virgin%20Islands
2020-11-08,27,21,0.0,4.2,6,36,No moonrise,01:01 PM,06:21 AM,05:43 PM,23,29,29,26,40,71,79,3.7,1013,27,10,103,27,United%20States%20Virgin%20Islands
2020-11-09,27,20,0.0,4.2,6,28,12:35 AM,01:47 PM,06:22 AM,05:43 PM,23,29,29,26,47,70,78,27.4,1013,27,8,91,29,United%20States%20Virgin%20Islands
2020-11-10,27,23,0.0,4.2,6,21,01:34 AM,02:30 PM,06:22 AM,05:42 PM,23,29,29,26,57,81,81,45.7,1013,27,7,102,32,United%20States%20Virgin%20Islands
2020-11-11,26,20,0.0,4.2,6,13,02:33 AM,03:13 PM,06:23 AM,05:42 PM,23,28,28,25,70,97,86,197.3,1013,26,5,95,37,United%20States%20Virgin%20Islands
2020-11-12,27,20,0.0,7.2,6,6,03:33 AM,03:56 PM,06:23 AM,05:42 PM,22,28,28,26,50,66,76,5.4,1013,27,10,89,33,United%20States%20Virgin%20Islands
2020-11-13,27,22,0.0,5.7,6,0,04:34 AM,04:40 PM,06:24 AM,05:42 PM,22,29,29,26,44,71,76,1.2,1013,27,10,86,31,United%20States%20Virgin%20Islands
2020-11-14,27,26,0.0,4.2,6,0,05:38 AM,05:27 PM,06:25 AM,05:41 PM,22,29,29,27,38,76,76,1.6,1013,27,9,74,27,United%20States%20Virgin%20Islands
2020-11-15,27,21,0.0,4.2,6,0,06:43 AM,06:18 PM,06:25 AM,05:41 PM,23,28,28,25,34,73,78,1.7,1013,27,9,69,25,United%20States%20Virgin%20Islands
2020-11-16,27,20,0.0,4.2,6,2,07:50 AM,07:14 PM,06:26 AM,05:41 PM,22,28,28,25,38,75,78,2.4,1013,27,10,79,27,United%20States%20Virgin%20Islands
2020-11-17,27,23,0.0,7.2,6,9,08:55 AM,08:12 PM,06:26 AM,05:41 PM,23,29,29,26,37,60,77,6.4,1013,27,9,101,25,United%20States%20Virgin%20Islands
2020-11-18,27,23,0.0,8.7,6,17,09:58 AM,09:13 PM,06:27 AM,05:41 PM,23,29,29,26,30,55,79,2.2,1014,27,10,89,20,United%20States%20Virgin%20Islands
2020-11-19,28,23,0.0,4.2,6,24,10:55 AM,10:13 PM,06:27 AM,05:41 PM,24,31,31,27,30,67,78,3.6,1014,28,10,97,22,United%20States%20Virgin%20Islands
2020-11-20,28,21,0.0,4.2,6,32,11:46 AM,11:11 PM,06:28 AM,05:41 PM,23,30,30,26,38,63,79,7.0,1014,28,9,101,27,United%20States%20Virgin%20Islands
2020-11-21,27,26,0.0,5.7,6,39,12:31 PM,No moonset,06:28 AM,05:41 PM,22,30,30,27,41,61,76,8.4,1014,27,9,105,28,United%20States%20Virgin%20Islands
2020-11-22,27,21,0.0,5.7,6,47,01:11 PM,12:05 AM,06:29 AM,05:41 PM,22,28,28,25,40,68,76,7.3,1014,27,10,101,27,United%20States%20Virgin%20Islands
2020-11-23,28,22,0.0,4.2,6,54,01:48 PM,12:56 AM,06:30 AM,05:41 PM,23,29,29,26,39,62,77,0.6,1014,28,10,109,30,United%20States%20Virgin%20Islands
2020-11-24,27,26,0.0,5.7,6,62,02:22 PM,01:46 AM,06:30 AM,05:41 PM,22,30,30,27,25,62,76,0.6,1014,27,10,97,19,United%20States%20Virgin%20Islands
2020-11-25,27,26,0.0,4.2,6,70,02:55 PM,02:33 AM,06:31 AM,05:41 PM,22,29,29,27,29,73,77,5.7,1015,27,9,68,21,United%20States%20Virgin%20Islands
2020-11-26,27,26,0.0,8.7,6,77,03:29 PM,03:21 AM,06:31 AM,05:41 PM,22,29,29,27,31,58,76,1.2,1014,27,10,66,24,United%20States%20Virgin%20Islands
2020-11-27,27,20,0.0,5.7,6,85,04:03 PM,04:08 AM,06:32 AM,05:41 PM,21,28,28,26,25,55,73,0.2,1013,27,10,58,19,United%20States%20Virgin%20Islands
2020-11-28,27,26,0.0,5.7,6,92,04:39 PM,04:57 AM,06:33 AM,05:41 PM,22,29,29,26,28,65,76,1.4,1013,27,10,67,21,United%20States%20Virgin%20Islands
2020-11-29,26,25,0.0,8.7,7,100,05:19 PM,05:47 AM,06:33 AM,05:41 PM,19,28,28,26,24,9,65,0.0,1015,26,10,60,19,United%20States%20Virgin%20Islands
2020-11-30,27,25,0.0,8.7,7,100,06:02 PM,06:39 AM,06:34 AM,05:41 PM,20,28,28,26,30,31,72,0.0,1015,27,10,70,23,United%20States%20Virgin%20Islands
2020-12-01,27,22,0.0,5.7,6,89,06:49 PM,07:32 AM,06:34 AM,05:41 PM,21,28,28,26,29,61,74,0.6,1014,27,10,69,23,United%20States%20Virgin%20Islands
2020-12-02,27,23,0.0,5.7,6,82,07:41 PM,08:26 AM,06:35 AM,05:41 PM,21,28,28,26,30,70,73,3.6,1014,27,9,72,23,United%20States%20Virgin%20Islands
2020-12-03,25,24,0.0,4.1,6,75,08:35 PM,09:19 AM,06:36 AM,05:41 PM,20,27,27,25,37,61,72,6.3,1015,25,9,65,26,United%20States%20Virgin%20Islands
2020-12-04,26,20,0.0,4.1,6,67,09:32 PM,10:10 AM,06:36 AM,05:42 PM,20,26,26,24,36,65,74,2.6,1016,26,10,70,26,United%20States%20Virgin%20Islands
2020-12-05,26,19,0.0,8.7,6,60,10:28 PM,10:59 AM,06:37 AM,05:42 PM,20,27,27,25,29,32,70,1.0,1016,26,10,75,22,United%20States%20Virgin%20Islands
2020-12-06,26,25,0.0,7.2,6,53,11:26 PM,11:44 AM,06:38 AM,05:42 PM,21,28,28,26,28,60,75,1.4,1015,26,10,78,21,United%20States%20Virgin%20Islands
2020-12-07,26,21,0.0,7.2,6,46,No moonrise,12:27 PM,06:38 AM,05:42 PM,21,27,27,25,33,60,76,2.0,1014,26,10,99,23,United%20States%20Virgin%20Islands
2020-12-08,26,20,0.0,7.2,6,38,12:23 AM,01:08 PM,06:39 AM,05:43 PM,21,27,27,25,24,66,74,6.5,1015,26,9,137,16,United%20States%20Virgin%20Islands
2020-12-09,27,19,0.0,5.7,6,31,01:21 AM,01:49 PM,06:39 AM,05:43 PM,20,27,27,25,17,39,69,1.3,1016,27,10,127,12,United%20States%20Virgin%20Islands
2020-12-10,27,19,0.0,8.7,6,24,02:18 AM,02:31 PM,06:40 AM,05:43 PM,21,27,27,25,27,49,74,0.6,1015,27,10,75,20,United%20States%20Virgin%20Islands
2020-12-11,27,25,0.0,4.1,6,17,03:19 AM,03:15 PM,06:41 AM,05:44 PM,22,29,29,26,36,64,79,2.0,1015,27,10,66,27,United%20States%20Virgin%20Islands
2020-12-12,27,26,0.0,4.1,6,9,04:21 AM,04:03 PM,06:41 AM,05:44 PM,23,29,29,26,35,75,79,2.8,1015,27,10,74,26,United%20States%20Virgin%20Islands
2020-12-13,27,26,0.0,7.2,6,2,05:26 AM,04:55 PM,06:42 AM,05:44 PM,22,29,29,26,25,64,78,1.6,1015,27,10,64,18,United%20States%20Virgin%20Islands
2020-12-14,27,25,0.0,4.1,6,0,06:32 AM,05:53 PM,06:42 AM,05:45 PM,22,28,28,26,24,79,76,0.7,1015,27,10,62,17,United%20States%20Virgin%20Islands
2020-12-15,27,25,0.0,7.2,6,0,07:38 AM,06:53 PM,06:43 AM,05:45 PM,21,28,28,26,25,55,73,4.1,1013,27,9,58,18,United%20States%20Virgin%20Islands
2020-12-16,27,26,0.0,4.1,6,5,08:38 AM,07:55 PM,06:43 AM,05:46 PM,21,29,29,26,19,67,73,1.1,1013,27,10,77,14,United%20States%20Virgin%20Islands
2020-12-17,27,22,0.0,7.2,6,12,09:34 AM,08:56 PM,06:44 AM,05:46 PM,22,28,28,26,28,64,77,1.1,1015,27,10,97,22,United%20States%20Virgin%20Islands
2020-12-18,27,21,0.0,4.1,6,20,10:23 AM,09:53 PM,06:44 AM,05:46 PM,23,28,28,25,36,68,80,8.3,1016,27,9,82,25,United%20States%20Virgin%20Islands
2020-12-19,26,21,0.0,7.2,6,27,11:07 AM,10:47 PM,06:45 AM,05:47 PM,22,28,28,26,37,64,79,0.9,1015,26,10,73,26,United%20States%20Virgin%20Islands
2020-12-20,26,22,0.0,5.7,6,34,11:46 AM,11:39 PM,06:46 AM,05:47 PM,22,28,28,25,41,67,78,1.7,1015,26,10,74,29,United%20States%20Virgin%20Islands
2020-12-21,27,21,0.0,4.1,6,41,12:21 PM,No moonset,06:46 AM,05:48 PM,22,28,28,25,38,67,77,2.6,1016,27,10,87,28,United%20States%20Virgin%20Islands
2020-12-22,27,26,0.0,7.2,6,49,12:55 PM,12:27 AM,06:47 AM,05:48 PM,22,29,29,26,38,66,79,2.4,1016,27,10,84,29,United%20States%20Virgin%20Islands
2020-12-23,26,20,0.0,8.7,7,56,01:29 PM,01:15 AM,06:47 AM,05:49 PM,22,27,27,25,33,40,77,0.6,1016,26,10,67,25,United%20States%20Virgin%20Islands
2020-12-24,27,21,0.0,4.1,6,63,02:02 PM,02:02 AM,06:47 AM,05:49 PM,22,28,28,25,63,75,77,20.9,1015,27,9,77,41,United%20States%20Virgin%20Islands
2020-12-25,27,20,0.0,4.1,6,70,02:38 PM,02:50 AM,06:48 AM,05:50 PM,21,27,27,25,45,76,74,1.3,1014,27,10,87,34,United%20States%20Virgin%20Islands
2020-12-26,25,20,0.0,7.2,6,78,03:16 PM,03:40 AM,06:48 AM,05:51 PM,20,26,26,25,27,55,73,0.3,1012,25,10,78,19,United%20States%20Virgin%20Islands
2020-12-27,25,22,0.0,8.7,6,85,03:58 PM,04:31 AM,06:49 AM,05:51 PM,20,27,27,25,28,46,75,1.4,1013,25,10,84,20,United%20States%20Virgin%20Islands
2020-12-28,26,24,0.0,4.1,6,92,04:43 PM,05:25 AM,06:49 AM,05:52 PM,21,27,27,25,26,71,76,3.7,1014,26,10,90,18,United%20States%20Virgin%20Islands
2020-12-29,26,23,0.0,4.1,6,100,05:34 PM,06:19 AM,06:50 AM,05:52 PM,21,27,27,25,17,75,72,1.4,1013,26,10,53,13,United%20States%20Virgin%20Islands
2020-12-30,26,23,0.0,4.1,6,100,06:28 PM,07:13 AM,06:50 AM,05:53 PM,21,27,27,25,36,68,75,4.3,1013,26,10,45,27,United%20States%20Virgin%20Islands
2020-12-31,27,20,0.0,5.7,6,89,07:26 PM,08:06 AM,06:50 AM,05:53 PM,21,28,28,25,60,75,74,4.5,1016,27,9,70,46,United%20States%20Virgin%20Islands
2021-01-01,25,22,0.0,4.1,6,79,08:23 PM,08:56 AM,06:51 AM,05:54 PM,20,27,27,25,54,65,74,1.6,1019,25,10,65,43,United%20States%20Virgin%20Islands
2021-01-02,25,22,0.0,4.1,5,71,09:22 PM,09:44 AM,06:51 AM,05:55 PM,20,26,26,24,48,77,72,3.0,1019,25,10,65,38,United%20States%20Virgin%20Islands
2021-01-03,26,25,0.0,4.1,6,64,10:18 PM,10:27 AM,06:51 AM,05:55 PM,20,27,27,25,43,78,72,2.2,1017,26,10,68,34,United%20States%20Virgin%20Islands
2021-01-04,26,25,0.0,4.1,6,57,11:15 PM,11:09 AM,06:52 AM,05:56 PM,21,27,27,25,33,76,76,2.1,1015,26,10,56,26,United%20States%20Virgin%20Islands
2021-01-05,25,23,0.0,7.2,6,50,No moonrise,11:49 AM,06:52 AM,05:56 PM,20,27,27,25,32,59,74,5.1,1014,25,10,86,23,United%20States%20Virgin%20Islands
2021-01-06,25,22,0.0,7.2,6,42,12:12 AM,12:29 PM,06:52 AM,05:57 PM,19,27,27,25,22,46,69,0.0,1014,25,10,86,16,United%20States%20Virgin%20Islands
2021-01-07,25,20,0.0,4.1,6,35,01:09 AM,01:10 PM,06:52 AM,05:58 PM,20,26,26,24,29,66,75,2.6,1016,25,10,76,20,United%20States%20Virgin%20Islands
2021-01-08,26,24,0.0,5.7,6,28,02:08 AM,01:55 PM,06:53 AM,05:58 PM,21,27,27,25,31,59,75,4.0,1016,26,10,92,24,United%20States%20Virgin%20Islands
2021-01-09,26,20,0.0,5.7,6,20,03:10 AM,02:43 PM,06:53 AM,05:59 PM,21,28,28,25,31,72,76,1.6,1016,26,10,103,23,United%20States%20Virgin%20Islands
2021-01-10,27,26,0.0,5.7,6,13,04:14 AM,03:37 PM,06:53 AM,06:00 PM,22,29,29,26,29,59,79,0.7,1017,27,10,86,23,United%20States%20Virgin%20Islands
2021-01-11,26,21,0.0,8.7,6,6,05:18 AM,04:35 PM,06:53 AM,06:00 PM,22,28,28,25,39,60,78,1.6,1019,26,10,77,31,United%20States%20Virgin%20Islands
2021-01-12,26,23,0.0,5.7,6,0,06:20 AM,05:36 PM,06:53 AM,06:01 PM,22,28,28,25,43,72,77,1.5,1018,26,10,72,33,United%20States%20Virgin%20Islands
2021-01-13,26,20,0.0,11.5,6,0,07:19 AM,06:37 PM,06:53 AM,06:01 PM,22,27,27,24,39,48,78,0.5,1017,26,10,81,30,United%20States%20Virgin%20Islands
2021-01-14,26,20,0.0,10.1,6,1,08:11 AM,07:38 PM,06:54 AM,06:02 PM,21,27,27,24,33,47,77,0.5,1015,26,10,96,25,United%20States%20Virgin%20Islands
2021-01-15,26,25,0.0,7.2,6,8,08:58 AM,08:34 PM,06:54 AM,06:03 PM,22,28,28,26,29,61,81,1.5,1015,26,10,92,22,United%20States%20Virgin%20Islands
2021-01-16,26,22,0.0,8.7,6,16,09:40 AM,09:28 PM,06:54 AM,06:03 PM,21,27,27,25,31,61,78,0.3,1016,26,10,91,24,United%20States%20Virgin%20Islands
2021-01-17,26,21,0.0,8.7,6,23,10:17 AM,10:18 PM,06:54 AM,06:04 PM,22,28,28,25,34,55,79,1.4,1016,26,10,83,26,United%20States%20Virgin%20Islands
2021-01-18,26,20,0.0,10.1,6,30,10:53 AM,11:07 PM,06:54 AM,06:04 PM,22,28,28,25,37,57,78,0.8,1017,26,10,87,29,United%20States%20Virgin%20Islands
2021-01-19,26,19,0.0,8.7,6,38,11:27 AM,11:55 PM,06:54 AM,06:05 PM,22,27,27,25,38,65,79,2.4,1017,26,10,79,29,United%20States%20Virgin%20Islands
2021-01-20,26,22,0.0,7.2,6,45,12:00 PM,No moonset,06:54 AM,06:06 PM,21,27,27,25,36,62,77,2.8,1016,26,10,79,27,United%20States%20Virgin%20Islands
2021-01-21,26,22,0.0,11.5,6,52,12:35 PM,12:43 AM,06:54 AM,06:06 PM,20,27,27,25,25,56,75,1.4,1015,26,10,79,18,United%20States%20Virgin%20Islands
2021-01-22,25,25,0.0,8.7,6,59,01:12 PM,01:32 AM,06:54 AM,06:07 PM,20,27,27,25,24,51,73,0.2,1016,25,10,78,17,United%20States%20Virgin%20Islands
2021-01-23,26,20,0.0,11.5,6,67,01:52 PM,02:22 AM,06:53 AM,06:07 PM,20,26,26,24,22,43,74,0.1,1016,26,10,88,16,United%20States%20Virgin%20Islands
2021-01-24,25,25,0.0,7.2,5,74,02:35 PM,03:14 AM,06:53 AM,06:08 PM,21,27,27,25,32,70,77,0.4,1016,25,10,54,23,United%20States%20Virgin%20Islands
2021-01-25,25,21,0.0,10.1,5,81,03:24 PM,04:08 AM,06:53 AM,06:09 PM,21,26,26,24,37,48,78,1.1,1016,25,10,49,27,United%20States%20Virgin%20Islands
2021-01-26,25,19,0.0,7.2,5,88,04:17 PM,05:03 AM,06:53 AM,06:09 PM,21,26,26,23,41,61,78,5.7,1017,25,10,62,30,United%20States%20Virgin%20Islands
2021-01-27,25,20,0.0,7.2,5,96,05:14 PM,05:57 AM,06:53 AM,06:10 PM,21,26,26,24,41,66,78,0.9,1017,25,10,66,32,United%20States%20Virgin%20Islands
2021-01-28,25,20,0.0,11.6,5,100,06:13 PM,06:49 AM,06:53 AM,06:10 PM,20,26,26,24,28,41,74,0.6,1016,25,10,89,22,United%20States%20Virgin%20Islands
2021-01-29,25,24,0.0,10.1,5,90,07:13 PM,07:38 AM,06:52 AM,06:11 PM,19,26,26,25,18,26,68,0.0,1015,25,10,44,14,United%20States%20Virgin%20Islands
2021-01-30,25,20,0.0,7.2,5,82,08:11 PM,08:24 AM,06:52 AM,06:11 PM,21,26,26,24,45,62,79,10.7,1017,25,9,45,31,United%20States%20Virgin%20Islands
2021-01-31,26,21,0.0,8.7,6,79,09:10 PM,09:07 AM,06:52 AM,06:12 PM,21,26,26,24,39,69,78,5.3,1017,26,10,76,28,United%20States%20Virgin%20Islands
2021-02-01,26,22,0.0,5.8,6,63,10:07 PM,09:49 AM,06:52 AM,06:13 PM,21,27,27,25,45,80,76,1.0,1016,26,10,107,34,United%20States%20Virgin%20Islands
2021-02-02,26,23,0.0,5.8,6,55,11:05 PM,10:29 AM,06:51 AM,06:13 PM,21,28,28,25,42,72,73,1.6,1015,26,10,136,30,United%20States%20Virgin%20Islands
2021-02-03,26,23,0.0,5.8,6,48,No moonrise,11:10 AM,06:51 AM,06:14 PM,21,27,27,25,29,76,74,2.4,1015,26,10,125,21,United%20States%20Virgin%20Islands
2021-02-04,26,23,0.0,10.2,6,40,12:03 AM,11:53 AM,06:51 AM,06:14 PM,22,27,27,25,25,53,79,0.4,1016,26,10,92,19,United%20States%20Virgin%20Islands
2021-02-05,26,25,0.0,7.3,6,33,01:03 AM,12:39 PM,06:50 AM,06:15 PM,21,28,28,26,32,61,77,0.7,1017,26,10,92,24,United%20States%20Virgin%20Islands
2021-02-06,26,24,0.0,10.2,6,25,02:05 AM,01:30 PM,06:50 AM,06:15 PM,21,27,27,25,42,48,76,1.5,1018,26,10,86,33,United%20States%20Virgin%20Islands
2021-02-07,26,22,0.0,8.7,6,18,03:07 AM,02:24 PM,06:50 AM,06:16 PM,21,27,27,25,45,63,75,0.8,1018,26,10,96,33,United%20States%20Virgin%20Islands
