date_time,Hong%20Kong_maxtempC,Hong%20Kong_mintempC,Hong%20Kong_totalSnow_cm,Hong%20Kong_sunHour,Hong%20Kong_uvIndex,Hong%20Kong_moon_illumination,Hong%20Kong_moonrise,Hong%20Kong_moonset,Hong%20Kong_sunrise,Hong%20Kong_sunset,Hong%20Kong_DewPointC,Hong%20Kong_FeelsLikeC,Hong%20Kong_HeatIndexC,Hong%20Kong_WindChillC,Hong%20Kong_WindGustKmph,Hong%20Kong_cloudcover,Hong%20Kong_humidity,Hong%20Kong_precipMM,Hong%20Kong_pressure,Hong%20Kong_tempC,Hong%20Kong_visibility,Hong%20Kong_winddirDegree,Hong%20Kong_windspeedKmph,Hong%20Kong_location
2020-10-29,25,18,0.0,4.2,5,85,04:42 PM,04:17 AM,06:26 AM,05:48 PM,19,25,25,23,36,73,76,10.1,1017,25,9,64,26,Hong%20Kong
2020-10-30,25,22,0.0,8.7,5,93,05:14 PM,05:06 AM,06:26 AM,05:48 PM,19,25,25,23,20,57,78,0.0,1018,25,10,61,16,Hong%20Kong
2020-10-31,24,22,0.0,7.2,5,97,05:47 PM,05:56 AM,06:27 AM,05:47 PM,18,25,25,23,28,54,73,0.0,1017,24,10,83,21,Hong%20Kong
2020-11-01,25,21,0.0,8.7,6,89,06:21 PM,06:45 AM,06:27 AM,05:46 PM,18,25,25,23,21,18,73,0.0,1016,25,10,85,17,Hong%20Kong
2020-11-02,27,23,0.0,8.7,6,81,06:59 PM,07:37 AM,06:28 AM,05:46 PM,18,26,26,24,21,18,69,0.0,1015,27,10,38,16,Hong%20Kong
2020-11-03,24,21,0.0,5.7,5,74,07:40 PM,08:29 AM,06:28 AM,05:45 PM,16,24,24,22,22,54,66,0.1,1017,24,10,46,17,Hong%20Kong
2020-11-04,22,21,0.0,8.7,6,66,08:25 PM,09:23 AM,06:29 AM,05:45 PM,15,21,23,21,34,50,68,0.3,1018,22,10,80,26,Hong%20Kong
2020-11-05,23,20,0.0,8.7,6,58,09:15 PM,10:17 AM,06:30 AM,05:44 PM,16,23,23,22,27,19,71,0.0,1017,23,10,81,20,Hong%20Kong
2020-11-06,29,19,0.0,8.7,7,51,10:08 PM,11:10 AM,06:30 AM,05:44 PM,19,27,27,25,17,11,69,0.0,1016,29,10,73,13,Hong%20Kong
2020-11-07,27,23,0.0,8.7,6,43,11:05 PM,12:01 PM,06:31 AM,05:43 PM,16,26,26,25,29,29,56,0.0,1016,27,10,8,20,Hong%20Kong
2020-11-08,25,23,0.0,7.2,5,36,No moonrise,12:49 PM,06:31 AM,05:43 PM,15,25,25,24,25,57,60,0.0,1017,25,10,46,17,Hong%20Kong
2020-11-09,24,22,0.0,8.7,6,28,12:04 AM,01:35 PM,06:32 AM,05:42 PM,13,25,25,23,21,27,56,0.0,1018,24,10,58,16,Hong%20Kong
2020-11-10,22,21,0.0,7.2,5,21,01:04 AM,02:17 PM,06:32 AM,05:42 PM,13,21,23,21,26,56,59,0.0,1019,22,10,64,19,Hong%20Kong
2020-11-11,22,18,0.0,8.7,6,13,02:05 AM,02:59 PM,06:33 AM,05:42 PM,14,21,23,21,31,21,64,0.0,1020,22,10,77,23,Hong%20Kong
2020-11-12,24,21,0.0,8.7,6,6,03:07 AM,03:39 PM,06:34 AM,05:41 PM,14,24,24,22,21,7,61,0.0,1019,24,10,65,16,Hong%20Kong
2020-11-13,21,20,0.0,4.2,5,0,04:09 AM,04:20 PM,06:34 AM,05:41 PM,12,21,22,21,20,71,59,0.9,1018,21,7,41,15,Hong%20Kong
2020-11-14,22,16,0.0,4.1,5,0,05:14 AM,05:04 PM,06:35 AM,05:41 PM,15,20,22,20,30,81,67,1.4,1018,22,7,56,21,Hong%20Kong
2020-11-15,22,20,0.0,4.1,5,0,06:20 AM,05:52 PM,06:36 AM,05:40 PM,17,21,22,21,23,85,79,2.4,1019,22,10,67,17,Hong%20Kong
2020-11-16,24,21,0.0,7.2,5,2,07:28 AM,06:43 PM,06:36 AM,05:40 PM,19,25,25,23,18,38,79,0.0,1018,24,10,80,14,Hong%20Kong
2020-11-17,24,22,0.0,5.7,5,9,08:36 AM,07:40 PM,06:37 AM,05:40 PM,20,25,25,23,30,68,83,0.1,1015,24,10,84,23,Hong%20Kong
2020-11-18,24,20,0.0,7.2,5,17,09:41 AM,08:39 PM,06:37 AM,05:40 PM,21,25,25,23,23,64,86,0.3,1013,24,10,80,17,Hong%20Kong
2020-11-19,25,23,0.0,4.1,5,24,10:41 AM,09:40 PM,06:38 AM,05:39 PM,22,26,26,24,19,75,88,1.0,1012,25,10,79,13,Hong%20Kong
2020-11-20,26,23,0.0,8.7,6,32,11:34 AM,10:40 PM,06:39 AM,05:39 PM,22,27,27,25,22,54,87,0.6,1012,26,10,82,14,Hong%20Kong
2020-11-21,23,21,0.0,4.1,5,39,12:21 PM,11:37 PM,06:39 AM,05:39 PM,21,25,25,23,36,75,88,0.1,1014,23,10,83,27,Hong%20Kong
2020-11-22,25,22,0.0,7.2,6,47,01:02 PM,No moonset,06:40 AM,05:39 PM,21,25,25,23,23,57,85,0.0,1017,25,10,78,17,Hong%20Kong
2020-11-23,23,22,0.0,4.1,5,54,01:39 PM,12:31 AM,06:41 AM,05:39 PM,19,25,25,22,36,77,80,0.3,1019,23,10,72,26,Hong%20Kong
2020-11-24,23,21,0.0,8.7,5,62,02:12 PM,01:24 AM,06:41 AM,05:39 PM,18,22,23,22,31,35,78,0.0,1020,23,10,73,23,Hong%20Kong
2020-11-25,23,21,0.0,8.7,6,70,02:44 PM,02:13 AM,06:42 AM,05:39 PM,18,22,24,22,30,42,79,0.0,1019,23,10,78,22,Hong%20Kong
2020-11-26,26,21,0.0,8.7,6,77,03:16 PM,03:02 AM,06:43 AM,05:39 PM,19,26,26,23,23,29,79,0.0,1019,26,10,78,18,Hong%20Kong
2020-11-27,26,19,0.0,8.7,6,85,03:48 PM,03:51 AM,06:43 AM,05:39 PM,17,25,25,23,16,6,67,0.0,1021,26,10,40,14,Hong%20Kong
2020-11-28,23,18,0.0,8.7,6,92,04:22 PM,04:41 AM,06:44 AM,05:39 PM,13,21,22,21,22,10,60,0.0,1022,23,10,26,17,Hong%20Kong
2020-11-29,22,17,0.0,8.7,5,100,04:58 PM,05:32 AM,06:45 AM,05:39 PM,12,20,20,20,18,11,60,0.0,1022,22,10,32,15,Hong%20Kong
2020-11-30,17,13,0.0,4.1,4,100,05:38 PM,06:24 AM,06:45 AM,05:39 PM,11,17,18,17,19,80,63,0.3,1023,17,9,32,15,Hong%20Kong
2020-12-01,22,17,0.0,8.7,5,89,06:22 PM,07:18 AM,06:46 AM,05:39 PM,12,20,21,20,16,10,62,0.0,1022,22,10,51,13,Hong%20Kong
2020-12-02,22,19,0.0,8.7,6,82,07:11 PM,08:12 AM,06:47 AM,05:39 PM,12,20,21,20,23,19,59,0.1,1021,22,10,31,18,Hong%20Kong
2020-12-03,20,15,0.0,8.7,5,75,08:04 PM,09:07 AM,06:47 AM,05:39 PM,10,17,17,17,34,6,61,0.0,1022,20,10,18,27,Hong%20Kong
2020-12-04,18,13,0.0,8.7,5,67,09:00 PM,09:59 AM,06:48 AM,05:39 PM,7,14,15,14,35,1,58,0.0,1022,18,10,16,27,Hong%20Kong
2020-12-05,20,15,0.0,8.7,5,60,09:58 PM,10:47 AM,06:49 AM,05:39 PM,7,17,17,17,16,13,52,0.0,1022,20,10,25,13,Hong%20Kong
2020-12-06,21,17,0.0,8.7,4,53,10:57 PM,11:33 AM,06:49 AM,05:40 PM,10,19,19,19,12,44,55,0.0,1020,21,10,52,9,Hong%20Kong
2020-12-07,23,18,0.0,8.7,6,46,11:56 PM,12:15 PM,06:50 AM,05:40 PM,12,20,21,20,12,40,59,0.0,1020,23,10,46,9,Hong%20Kong
2020-12-08,21,17,0.0,8.7,5,38,No moonrise,12:56 PM,06:51 AM,05:40 PM,11,19,20,19,17,51,60,0.0,1020,21,10,39,13,Hong%20Kong
2020-12-09,20,13,0.0,4.1,4,31,12:55 AM,01:35 PM,06:51 AM,05:40 PM,12,18,19,18,13,78,63,0.0,1017,20,10,47,10,Hong%20Kong
2020-12-10,21,19,0.0,7.2,5,24,01:54 AM,02:14 PM,06:52 AM,05:41 PM,13,20,20,20,8,66,66,1.3,1017,21,9,63,6,Hong%20Kong
2020-12-11,22,20,0.0,7.2,5,17,02:55 AM,02:55 PM,06:53 AM,05:41 PM,15,21,22,21,12,59,72,0.0,1016,22,10,77,9,Hong%20Kong
2020-12-12,21,20,0.0,8.7,6,9,03:59 AM,03:39 PM,06:53 AM,05:41 PM,17,20,21,20,17,47,83,0.0,1015,21,10,83,13,Hong%20Kong
2020-12-13,21,19,0.0,8.7,5,2,05:04 AM,04:27 PM,06:54 AM,05:42 PM,17,20,20,20,24,46,84,0.0,1015,21,10,78,19,Hong%20Kong
2020-12-14,19,17,0.0,4.1,4,0,06:11 AM,05:21 PM,06:55 AM,05:42 PM,15,19,19,19,30,92,77,0.3,1018,19,10,68,22,Hong%20Kong
2020-12-15,18,14,0.0,7.2,4,0,07:19 AM,06:19 PM,06:55 AM,05:42 PM,9,16,16,16,18,64,65,0.0,1022,18,10,49,14,Hong%20Kong
2020-12-16,18,13,0.0,8.7,5,5,08:22 AM,07:21 PM,06:56 AM,05:43 PM,7,15,15,15,14,27,59,0.0,1023,18,10,39,11,Hong%20Kong
2020-12-17,18,13,0.0,8.7,5,12,09:21 AM,08:23 PM,06:56 AM,05:43 PM,8,15,16,15,14,36,60,0.0,1022,18,10,56,11,Hong%20Kong
2020-12-18,19,14,0.0,8.7,5,20,10:12 AM,09:23 PM,06:57 AM,05:44 PM,8,16,16,16,16,40,57,0.0,1021,19,10,182,13,Hong%20Kong
2020-12-19,15,13,0.0,7.2,3,27,10:56 AM,10:20 PM,06:57 AM,05:44 PM,6,12,14,12,25,47,60,0.0,1023,15,10,8,19,Hong%20Kong
2020-12-20,16,11,0.0,8.7,4,34,11:36 AM,11:15 PM,06:58 AM,05:44 PM,4,12,13,12,27,46,54,0.0,1024,16,10,12,21,Hong%20Kong
2020-12-21,18,12,0.0,8.7,5,41,12:11 PM,No moonset,06:58 AM,05:45 PM,5,14,15,14,18,23,52,0.0,1022,18,10,24,14,Hong%20Kong
2020-12-22,18,13,0.0,8.7,4,49,12:44 PM,12:06 AM,06:59 AM,05:45 PM,8,16,16,16,17,41,56,0.0,1020,18,10,47,13,Hong%20Kong
2020-12-23,20,12,0.0,4.1,4,56,01:16 PM,12:56 AM,06:59 AM,05:46 PM,13,18,18,18,17,89,70,0.4,1017,20,9,40,12,Hong%20Kong
2020-12-24,23,18,0.0,8.7,6,63,01:48 PM,01:45 AM,07:00 AM,05:47 PM,13,20,21,20,9,29,65,0.0,1016,23,10,99,7,Hong%20Kong
2020-12-25,19,17,0.0,7.1,4,70,02:21 PM,02:34 AM,07:00 AM,05:47 PM,14,18,18,18,26,56,76,0.2,1018,19,10,78,19,Hong%20Kong
2020-12-26,19,16,0.0,8.7,5,78,02:56 PM,03:25 AM,07:01 AM,05:48 PM,14,18,18,18,28,37,77,0.0,1018,19,10,85,21,Hong%20Kong
2020-12-27,24,18,0.0,8.7,6,85,03:35 PM,04:16 AM,07:01 AM,05:48 PM,16,21,22,21,13,15,75,0.0,1016,24,10,110,9,Hong%20Kong
2020-12-28,21,19,0.0,8.7,6,92,04:17 PM,05:10 AM,07:02 AM,05:49 PM,16,20,21,20,23,25,77,0.0,1014,21,10,80,17,Hong%20Kong
2020-12-29,25,19,0.0,7.1,5,100,05:05 PM,06:05 AM,07:02 AM,05:49 PM,17,21,22,21,16,41,76,0.0,1015,25,10,134,12,Hong%20Kong
2020-12-30,16,12,0.0,8.7,4,100,05:57 PM,07:00 AM,07:02 AM,05:50 PM,6,14,16,14,45,14,53,0.0,1022,16,10,16,36,Hong%20Kong
2020-12-31,16,8,0.0,8.7,4,89,06:53 PM,07:54 AM,07:03 AM,05:51 PM,-3,10,12,10,22,2,36,0.0,1026,16,10,28,18,Hong%20Kong
2021-01-01,16,10,0.0,8.7,4,79,07:52 PM,08:44 AM,07:03 AM,05:51 PM,-1,12,13,12,13,2,36,0.0,1025,16,10,48,11,Hong%20Kong
2021-01-02,18,12,0.0,8.7,5,71,08:52 PM,09:32 AM,07:03 AM,05:52 PM,1,15,16,15,16,1,38,0.0,1022,18,10,58,14,Hong%20Kong
2021-01-03,22,11,0.0,8.7,5,64,09:51 PM,10:16 AM,07:04 AM,05:52 PM,9,16,18,16,22,14,61,0.0,1022,22,10,62,17,Hong%20Kong
2021-01-04,20,15,0.0,8.7,5,57,10:49 PM,10:57 AM,07:04 AM,05:53 PM,8,18,18,18,15,27,55,0.0,1021,20,10,67,11,Hong%20Kong
2021-01-05,21,17,0.0,8.7,5,50,11:48 PM,11:36 AM,07:04 AM,05:54 PM,10,19,19,19,13,50,57,0.0,1020,21,10,40,10,Hong%20Kong
2021-01-06,18,15,0.0,8.7,5,42,No moonrise,12:13 PM,07:04 AM,05:54 PM,9,17,17,17,19,35,58,0.0,1020,18,10,62,15,Hong%20Kong
2021-01-07,16,12,0.0,8.7,4,35,12:46 AM,12:52 PM,07:05 AM,05:55 PM,6,13,14,13,27,39,59,0.1,1021,16,10,29,21,Hong%20Kong
2021-01-08,11,8,0.0,3.9,2,28,01:47 AM,01:33 PM,07:05 AM,05:56 PM,-0,6,10,6,31,69,50,0.0,1025,11,10,16,25,Hong%20Kong
2021-01-09,13,8,0.0,8.7,4,20,02:49 AM,02:17 PM,07:05 AM,05:56 PM,-7,8,10,8,20,34,30,0.0,1024,13,10,35,16,Hong%20Kong
2021-01-10,13,11,0.0,5.5,3,13,03:54 AM,03:07 PM,07:05 AM,05:57 PM,-4,10,12,10,19,70,33,0.0,1023,13,10,36,15,Hong%20Kong
2021-01-11,10,5,0.0,3.9,2,6,04:59 AM,04:02 PM,07:05 AM,05:58 PM,-2,6,9,6,36,94,47,0.7,1026,10,8,13,28,Hong%20Kong
2021-01-12,18,5,0.0,8.7,4,0,06:03 AM,05:02 PM,07:05 AM,05:58 PM,-4,11,12,11,31,17,30,0.0,1024,18,10,24,24,Hong%20Kong
2021-01-13,17,12,0.0,8.7,5,0,07:04 AM,06:03 PM,07:05 AM,05:59 PM,-0,15,15,15,13,5,35,0.0,1020,17,10,67,11,Hong%20Kong
2021-01-14,18,14,0.0,11.0,5,1,07:59 AM,07:06 PM,07:05 AM,06:00 PM,6,16,16,16,16,15,51,0.0,1018,18,10,81,12,Hong%20Kong
2021-01-15,20,14,0.0,11.0,5,8,08:47 AM,08:05 PM,07:05 AM,06:01 PM,11,18,18,18,12,7,62,0.0,1016,20,10,86,10,Hong%20Kong
2021-01-16,20,17,0.0,11.0,5,16,09:30 AM,09:02 PM,07:05 AM,06:01 PM,12,18,18,18,24,8,66,0.0,1017,20,10,75,18,Hong%20Kong
2021-01-17,18,15,0.0,11.0,5,23,10:07 AM,09:56 PM,07:05 AM,06:02 PM,7,16,16,16,39,24,57,0.0,1023,18,10,35,29,Hong%20Kong
2021-01-18,17,12,0.0,11.0,5,30,10:42 AM,10:47 PM,07:05 AM,06:03 PM,2,14,15,14,19,6,42,0.0,1023,17,10,58,15,Hong%20Kong
2021-01-19,17,14,0.0,11.0,5,38,11:15 AM,11:37 PM,07:05 AM,06:03 PM,9,15,15,15,36,24,66,0.0,1020,17,10,78,26,Hong%20Kong
2021-01-20,19,13,0.0,10.1,4,45,11:47 AM,No moonset,07:05 AM,06:04 PM,12,17,17,17,29,59,72,0.0,1018,19,10,72,21,Hong%20Kong
2021-01-21,22,16,0.0,11.0,6,52,12:19 PM,12:26 AM,07:05 AM,06:05 PM,16,20,21,20,16,23,76,0.0,1015,22,10,72,12,Hong%20Kong
2021-01-22,25,20,0.0,11.0,6,59,12:53 PM,01:16 AM,07:05 AM,06:05 PM,16,23,23,22,8,28,69,0.0,1013,25,10,149,6,Hong%20Kong
2021-01-23,23,20,0.0,11.0,6,67,01:31 PM,02:07 AM,07:05 AM,06:06 PM,17,21,22,21,12,22,78,0.0,1014,23,10,138,9,Hong%20Kong
2021-01-24,19,16,0.0,8.6,4,74,02:11 PM,03:00 AM,07:04 AM,06:07 PM,16,18,18,18,31,49,84,0.5,1017,19,10,85,23,Hong%20Kong
2021-01-25,21,14,0.0,11.0,5,81,02:56 PM,03:54 AM,07:04 AM,06:07 PM,15,18,18,18,27,27,79,0.0,1018,21,10,85,20,Hong%20Kong
2021-01-26,21,17,0.0,11.0,5,88,03:47 PM,04:49 AM,07:04 AM,06:08 PM,15,19,19,19,18,19,79,0.0,1017,21,10,87,14,Hong%20Kong
2021-01-27,19,16,0.0,11.1,4,96,04:42 PM,05:44 AM,07:04 AM,06:09 PM,15,18,18,18,28,34,81,0.0,1018,19,10,81,21,Hong%20Kong
2021-01-28,22,18,0.0,11.1,5,100,05:41 PM,06:36 AM,07:04 AM,06:09 PM,12,19,20,19,26,14,67,0.0,1021,22,10,40,19,Hong%20Kong
2021-01-29,17,13,0.0,11.1,5,90,06:41 PM,07:26 AM,07:03 AM,06:10 PM,9,15,16,15,29,17,64,0.0,1023,17,10,66,21,Hong%20Kong
2021-01-30,18,12,0.0,11.1,5,82,07:42 PM,08:12 AM,07:03 AM,06:11 PM,10,15,16,15,34,7,67,0.0,1023,18,10,82,25,Hong%20Kong
2021-01-31,19,14,0.0,11.1,5,79,08:42 PM,08:55 AM,07:03 AM,06:11 PM,13,17,17,17,30,11,75,0.0,1022,19,10,82,22,Hong%20Kong
2021-02-01,22,14,0.0,11.1,5,63,09:43 PM,09:35 AM,07:02 AM,06:12 PM,16,19,20,19,16,33,80,0.0,1020,22,10,77,13,Hong%20Kong
2021-02-02,23,18,0.0,11.1,6,55,10:42 PM,10:14 AM,07:02 AM,06:12 PM,16,20,20,20,20,12,79,0.0,1019,23,10,70,15,Hong%20Kong
2021-02-03,20,17,0.0,11.1,4,48,11:42 PM,10:53 AM,07:01 AM,06:13 PM,14,18,18,18,34,35,77,0.1,1021,20,10,87,26,Hong%20Kong
2021-02-04,21,17,0.0,11.1,5,40,No moonrise,11:33 AM,07:01 AM,06:14 PM,14,19,19,19,24,6,74,0.0,1021,21,10,80,18,Hong%20Kong
2021-02-05,22,17,0.0,10.1,4,33,12:42 AM,12:15 PM,07:00 AM,06:14 PM,16,19,20,19,27,25,78,0.0,1020,22,10,85,20,Hong%20Kong
2021-02-06,25,19,0.0,11.2,6,25,01:45 AM,01:02 PM,07:00 AM,06:15 PM,17,23,23,22,9,2,75,0.0,1018,25,10,91,8,Hong%20Kong
2021-02-07,22,20,0.0,11.2,6,18,02:48 AM,01:54 PM,07:00 AM,06:16 PM,16,21,22,21,17,1,75,0.0,1017,22,10,87,14,Hong%20Kong
