date_time,United%20States%2C%20Nevada_maxtempC,United%20States%2C%20Nevada_mintempC,United%20States%2C%20Nevada_totalSnow_cm,United%20States%2C%20Nevada_sunHour,United%20States%2C%20Nevada_uvIndex,United%20States%2C%20Nevada_moon_illumination,United%20States%2C%20Nevada_moonrise,United%20States%2C%20Nevada_moonset,United%20States%2C%20Nevada_sunrise,United%20States%2C%20Nevada_sunset,United%20States%2C%20Nevada_DewPointC,United%20States%2C%20Nevada_FeelsLikeC,United%20States%2C%20Nevada_HeatIndexC,United%20States%2C%20Nevada_WindChillC,United%20States%2C%20Nevada_WindGustKmph,United%20States%2C%20Nevada_cloudcover,United%20States%2C%20Nevada_humidity,United%20States%2C%20Nevada_precipMM,United%20States%2C%20Nevada_pressure,United%20States%2C%20Nevada_tempC,United%20States%2C%20Nevada_visibility,United%20States%2C%20Nevada_winddirDegree,United%20States%2C%20Nevada_windspeedKmph,United%20States%2C%20Nevada_location
2020-10-07,34,21,0.0,8.7,6,60,08:53 PM,10:57 AM,05:41 AM,05:14 PM,-9,28,28,28,13,26,9,0.0,1011,34,10,137,8,United%20States%2C%20Nevada
2020-10-08,33,21,0.0,11.6,7,53,09:42 PM,11:54 AM,05:42 AM,05:13 PM,-5,27,27,27,17,6,13,0.0,1009,33,10,205,11,United%20States%2C%20Nevada
2020-10-09,31,19,0.0,11.6,7,45,10:36 PM,12:47 PM,05:42 AM,05:11 PM,-2,25,25,25,16,2,19,0.0,1009,31,10,200,9,United%20States%2C%20Nevada
2020-10-10,31,19,0.0,10.2,6,38,11:38 PM,01:38 PM,05:43 AM,05:10 PM,1,24,24,25,25,31,22,0.0,1009,31,10,209,17,United%20States%2C%20Nevada
2020-10-11,30,19,0.0,11.6,7,31,No moonrise,02:23 PM,05:44 AM,05:09 PM,4,25,25,25,16,4,29,0.0,1011,30,10,212,9,United%20States%2C%20Nevada
2020-10-12,32,20,0.0,11.6,7,23,12:44 AM,03:04 PM,05:45 AM,05:07 PM,0,26,26,26,6,0,21,0.0,1015,32,10,290,4,United%20States%2C%20Nevada
2020-10-13,33,20,0.0,11.6,7,16,01:53 AM,03:42 PM,05:46 AM,05:06 PM,-3,27,27,27,5,0,16,0.0,1015,33,10,170,3,United%20States%2C%20Nevada
2020-10-14,35,20,0.0,11.6,7,9,03:04 AM,04:16 PM,05:47 AM,05:05 PM,-4,28,28,28,6,0,14,0.0,1015,35,10,278,3,United%20States%2C%20Nevada
2020-10-15,31,20,0.0,11.6,7,2,04:16 AM,04:50 PM,05:48 AM,05:03 PM,-3,25,25,25,20,0,17,0.0,1016,31,10,81,14,United%20States%2C%20Nevada
2020-10-16,29,17,0.0,11.5,6,0,05:30 AM,05:24 PM,05:48 AM,05:02 PM,-7,24,24,24,16,1,15,0.0,1016,29,10,68,10,United%20States%2C%20Nevada
2020-10-17,32,18,0.0,11.5,7,0,06:44 AM,06:00 PM,05:49 AM,05:01 PM,-7,25,25,25,6,1,13,0.0,1012,32,10,140,3,United%20States%2C%20Nevada
2020-10-18,33,19,0.0,11.1,7,5,07:59 AM,06:40 PM,05:50 AM,04:59 PM,-5,26,26,26,7,0,14,0.0,1012,33,10,166,4,United%20States%2C%20Nevada
2020-10-19,33,20,0.0,11.1,7,13,09:13 AM,07:26 PM,05:51 AM,04:58 PM,-4,26,26,27,7,0,15,0.0,1012,33,10,95,4,United%20States%2C%20Nevada
2020-10-20,32,19,0.0,11.1,7,20,10:24 AM,08:16 PM,05:52 AM,04:57 PM,-5,26,26,26,7,0,14,0.0,1009,32,10,224,4,United%20States%2C%20Nevada
2020-10-21,33,18,0.0,11.0,7,27,11:29 AM,09:13 PM,05:53 AM,04:56 PM,-6,26,26,26,11,0,13,0.0,1007,33,10,153,7,United%20States%2C%20Nevada
2020-10-22,31,19,0.0,11.0,7,35,12:24 PM,10:13 PM,05:54 AM,04:54 PM,-5,25,25,25,21,0,15,0.0,1007,31,10,210,13,United%20States%2C%20Nevada
2020-10-23,26,15,0.0,11.0,6,42,01:12 PM,11:15 PM,05:55 AM,04:53 PM,-2,21,21,21,10,2,23,0.0,1011,26,10,153,6,United%20States%2C%20Nevada
2020-10-24,27,17,0.0,11.0,5,49,01:52 PM,No moonset,05:56 AM,04:52 PM,-0,22,22,22,29,25,25,0.0,1010,27,10,209,18,United%20States%2C%20Nevada
2020-10-25,27,16,0.0,10.9,6,56,02:26 PM,12:16 AM,05:57 AM,04:51 PM,-1,21,21,21,26,2,26,0.0,1007,27,10,187,16,United%20States%2C%20Nevada
2020-10-26,14,4,0.0,10.9,3,64,02:56 PM,01:16 AM,05:57 AM,04:50 PM,-20,7,10,7,45,0,13,0.0,1021,14,10,142,33,United%20States%2C%20Nevada
2020-10-27,17,4,0.0,10.9,4,71,03:24 PM,02:14 AM,05:58 AM,04:49 PM,-20,10,11,10,11,0,11,0.0,1021,17,10,34,7,United%20States%2C%20Nevada
2020-10-28,19,7,0.0,10.9,4,78,03:49 PM,03:11 AM,05:59 AM,04:47 PM,-10,13,14,13,7,0,21,0.0,1017,19,10,118,4,United%20States%2C%20Nevada
2020-10-29,23,10,0.0,10.5,5,85,04:14 PM,04:06 AM,06:00 AM,04:46 PM,-6,16,16,16,8,0,28,0.0,1017,23,10,132,5,United%20States%2C%20Nevada
2020-10-30,24,12,0.0,8.7,5,93,04:40 PM,05:02 AM,06:01 AM,04:45 PM,-4,18,18,18,6,0,29,0.0,1016,24,10,240,3,United%20States%2C%20Nevada
2020-10-31,26,13,0.0,8.7,6,97,05:08 PM,05:58 AM,06:02 AM,04:44 PM,-4,19,20,19,6,0,26,0.0,1017,26,10,174,4,United%20States%2C%20Nevada
2020-11-01,26,14,0.0,8.7,6,89,05:38 PM,06:55 AM,06:03 AM,04:43 PM,-7,20,20,20,10,11,20,0.0,1021,26,10,126,6,United%20States%2C%20Nevada
2020-11-02,27,16,0.0,5.5,5,81,06:12 PM,07:53 AM,06:04 AM,04:42 PM,-7,21,21,21,8,47,15,1.2,1019,27,10,237,4,United%20States%2C%20Nevada
2020-11-03,27,16,0.0,8.7,6,74,06:51 PM,08:51 AM,06:05 AM,04:41 PM,4,21,21,21,4,10,35,0.1,1016,27,10,123,2,United%20States%2C%20Nevada
2020-11-04,27,16,0.0,8.7,6,66,07:37 PM,09:49 AM,06:06 AM,04:40 PM,3,22,22,22,5,1,32,0.0,1019,27,10,299,3,United%20States%2C%20Nevada
2020-11-05,27,16,0.0,8.7,6,58,08:28 PM,10:43 AM,06:07 AM,04:39 PM,-2,21,21,21,8,1,22,0.0,1018,27,10,198,4,United%20States%2C%20Nevada
2020-11-06,29,18,0.0,7.1,5,51,09:27 PM,11:34 AM,06:08 AM,04:38 PM,-5,23,23,23,28,36,17,0.0,1004,29,10,183,18,United%20States%2C%20Nevada
2020-11-07,12,10,0.0,5.5,3,43,10:29 PM,12:20 PM,06:09 AM,04:38 PM,-0,10,13,10,34,44,43,1.1,1002,12,10,216,24,United%20States%2C%20Nevada
2020-11-08,12,3,0.0,5.5,2,36,11:35 PM,01:01 PM,06:10 AM,04:37 PM,-3,5,8,5,37,40,46,0.3,1005,12,10,209,26,United%20States%2C%20Nevada
2020-11-09,12,4,0.0,8.7,3,28,No moonrise,01:38 PM,06:11 AM,04:36 PM,-8,7,8,7,12,10,36,0.0,1016,12,10,249,7,United%20States%2C%20Nevada
2020-11-10,12,5,0.0,8.7,3,21,12:43 AM,02:12 PM,06:12 AM,04:35 PM,-9,7,8,7,8,27,31,0.0,1020,12,10,166,5,United%20States%2C%20Nevada
2020-11-11,15,4,0.0,8.7,3,13,01:53 AM,02:45 PM,06:13 AM,04:34 PM,-11,9,9,9,6,18,25,0.0,1016,15,10,87,3,United%20States%2C%20Nevada
2020-11-12,17,7,0.0,8.7,4,6,03:03 AM,03:18 PM,06:14 AM,04:34 PM,-11,11,11,11,6,23,21,0.0,1015,17,10,127,3,United%20States%2C%20Nevada
2020-11-13,19,8,0.0,8.7,4,0,04:15 AM,03:52 PM,06:15 AM,04:33 PM,-8,13,13,13,11,4,23,0.0,1015,19,10,231,6,United%20States%2C%20Nevada
2020-11-14,18,9,0.0,8.7,4,0,05:30 AM,04:29 PM,06:16 AM,04:32 PM,-4,13,14,13,11,3,30,0.0,1017,18,10,171,6,United%20States%2C%20Nevada
2020-11-15,19,9,0.0,8.7,4,0,06:45 AM,05:12 PM,06:17 AM,04:32 PM,-7,14,13,14,6,0,26,0.0,1020,19,10,266,3,United%20States%2C%20Nevada
2020-11-16,22,10,0.0,8.7,5,2,08:00 AM,06:01 PM,06:18 AM,04:31 PM,-9,15,15,15,7,0,20,0.0,1020,22,10,283,4,United%20States%2C%20Nevada
2020-11-17,25,11,0.0,8.7,4,9,09:10 AM,06:57 PM,06:19 AM,04:30 PM,-7,17,17,17,11,10,20,0.0,1016,25,10,155,6,United%20States%2C%20Nevada
2020-11-18,23,15,0.0,8.7,5,17,10:13 AM,07:59 PM,06:20 AM,04:30 PM,-5,18,19,18,34,2,21,0.0,1014,23,10,209,21,United%20States%2C%20Nevada
2020-11-19,19,11,0.0,8.7,5,24,11:06 AM,09:02 PM,06:21 AM,04:29 PM,2,15,15,15,16,1,45,0.0,1017,19,10,273,9,United%20States%2C%20Nevada
2020-11-20,18,12,0.0,8.7,5,32,11:51 AM,10:05 PM,06:22 AM,04:29 PM,0,15,15,15,7,18,40,0.0,1018,18,10,137,4,United%20States%2C%20Nevada
2020-11-21,19,10,0.0,7.1,3,39,12:28 PM,11:07 PM,06:23 AM,04:28 PM,-4,14,14,14,10,25,31,0.0,1019,19,10,300,6,United%20States%2C%20Nevada
2020-11-22,18,11,0.0,8.7,3,47,01:00 PM,No moonset,06:24 AM,04:28 PM,-5,14,14,14,9,26,27,0.0,1014,18,10,137,5,United%20States%2C%20Nevada
2020-11-23,19,9,0.0,8.7,5,54,01:28 PM,12:06 AM,06:25 AM,04:27 PM,-7,14,14,14,18,2,26,0.0,1008,19,10,256,10,United%20States%2C%20Nevada
2020-11-24,14,7,0.0,8.7,4,62,01:54 PM,01:04 AM,06:26 AM,04:27 PM,-5,9,11,9,22,2,32,0.0,1016,14,10,180,13,United%20States%2C%20Nevada
2020-11-25,17,5,0.0,8.7,4,70,02:18 PM,02:00 AM,06:27 AM,04:27 PM,-7,10,10,10,6,1,31,0.0,1017,17,10,157,3,United%20States%2C%20Nevada
2020-11-26,14,7,0.0,8.7,4,77,02:44 PM,02:55 AM,06:28 AM,04:26 PM,-9,7,10,7,33,4,29,0.0,1018,14,10,290,23,United%20States%2C%20Nevada
2020-11-27,14,6,0.0,8.7,4,85,03:11 PM,03:52 AM,06:29 AM,04:26 PM,-13,7,10,7,30,4,20,0.0,1023,14,10,214,19,United%20States%2C%20Nevada
2020-11-28,13,3,0.0,8.7,3,92,03:40 PM,04:48 AM,06:30 AM,04:26 PM,-10,7,7,7,7,0,29,0.0,1025,13,10,229,4,United%20States%2C%20Nevada
2020-11-29,15,3,0.0,8.7,4,100,04:12 PM,05:46 AM,06:31 AM,04:26 PM,-9,8,8,8,10,1,32,0.0,1021,15,10,215,6,United%20States%2C%20Nevada
2020-11-30,15,6,0.0,7.0,3,100,04:50 PM,06:45 AM,06:32 AM,04:26 PM,-9,9,10,9,8,44,28,0.0,1023,15,10,168,5,United%20States%2C%20Nevada
2020-12-01,15,5,0.0,8.7,4,89,05:34 PM,07:43 AM,06:32 AM,04:25 PM,-8,9,10,9,15,0,29,0.0,1020,15,10,110,9,United%20States%2C%20Nevada
2020-12-02,12,2,0.0,8.7,3,82,06:24 PM,08:39 AM,06:33 AM,04:25 PM,-11,6,7,6,11,0,27,0.0,1021,12,10,186,6,United%20States%2C%20Nevada
2020-12-03,10,-0,0.0,8.7,3,75,07:21 PM,09:32 AM,06:34 AM,04:25 PM,-14,4,5,4,12,0,27,0.0,1029,10,10,189,6,United%20States%2C%20Nevada
2020-12-04,12,0,0.0,8.7,3,67,08:22 PM,10:19 AM,06:35 AM,04:25 PM,-13,5,5,5,7,0,30,0.0,1025,12,10,268,4,United%20States%2C%20Nevada
2020-12-05,12,1,0.0,8.7,3,60,09:26 PM,11:02 AM,06:36 AM,04:25 PM,-13,6,6,6,7,2,28,0.0,1025,12,10,287,4,United%20States%2C%20Nevada
2020-12-06,14,3,0.0,8.7,3,53,10:31 PM,11:39 AM,06:37 AM,04:25 PM,-13,8,8,8,4,19,26,0.0,1023,14,10,315,2,United%20States%2C%20Nevada
2020-12-07,16,9,0.0,5.4,3,46,11:38 PM,12:13 PM,06:38 AM,04:25 PM,-14,11,12,11,16,64,16,0.0,1020,16,10,202,9,United%20States%2C%20Nevada
2020-12-08,15,4,0.0,8.7,4,38,No moonrise,12:44 PM,06:38 AM,04:25 PM,-13,9,9,9,11,4,22,0.0,1023,15,10,228,6,United%20States%2C%20Nevada
2020-12-09,16,6,0.0,3.7,3,31,12:45 AM,01:16 PM,06:39 AM,04:25 PM,-13,11,11,11,6,82,18,0.0,1018,16,10,292,3,United%20States%2C%20Nevada
2020-12-10,17,7,0.0,8.7,3,24,01:54 AM,01:48 PM,06:40 AM,04:26 PM,-10,11,11,11,13,49,22,0.0,1010,17,10,212,7,United%20States%2C%20Nevada
2020-12-11,12,4,0.0,7.0,2,17,03:05 AM,02:22 PM,06:41 AM,04:26 PM,-8,7,8,7,14,18,36,0.0,1016,12,10,144,7,United%20States%2C%20Nevada
2020-12-12,13,4,0.0,8.7,3,9,04:18 AM,03:01 PM,06:41 AM,04:26 PM,-6,7,8,7,12,12,41,0.0,1017,13,10,182,6,United%20States%2C%20Nevada
2020-12-13,7,1,0.0,8.7,2,2,05:33 AM,03:46 PM,06:42 AM,04:26 PM,-12,3,4,3,16,28,29,0.0,1027,7,10,120,9,United%20States%2C%20Nevada
2020-12-14,10,2,0.0,8.7,3,0,06:45 AM,04:38 PM,06:43 AM,04:27 PM,-13,5,5,5,10,23,25,0.0,1019,10,10,182,5,United%20States%2C%20Nevada
2020-12-15,11,1,0.0,8.7,2,0,07:53 AM,05:38 PM,06:44 AM,04:27 PM,-7,4,6,4,13,14,43,0.0,1023,11,10,215,8,United%20States%2C%20Nevada
2020-12-16,11,0,0.0,8.7,3,5,08:52 AM,06:42 PM,06:44 AM,04:27 PM,-8,5,5,5,6,2,40,0.0,1022,11,10,287,3,United%20States%2C%20Nevada
2020-12-17,16,2,0.0,8.7,4,12,09:43 AM,07:48 PM,06:45 AM,04:28 PM,-8,9,10,9,14,20,31,0.0,1013,16,10,186,9,United%20States%2C%20Nevada
2020-12-18,12,3,0.0,8.7,3,20,10:24 AM,08:52 PM,06:45 AM,04:28 PM,-4,6,8,6,13,9,50,0.1,1022,12,10,210,8,United%20States%2C%20Nevada
2020-12-19,10,1,0.0,8.7,3,27,10:59 AM,09:54 PM,06:46 AM,04:28 PM,-6,5,5,5,7,3,46,0.0,1027,10,10,262,4,United%20States%2C%20Nevada
2020-12-20,14,2,0.0,8.7,3,34,11:29 AM,10:54 PM,06:47 AM,04:29 PM,-6,8,7,8,6,1,40,0.0,1024,14,10,287,3,United%20States%2C%20Nevada
2020-12-21,16,5,0.0,8.7,4,41,11:56 AM,11:51 PM,06:47 AM,04:29 PM,-6,10,10,10,8,0,35,0.0,1018,16,10,316,4,United%20States%2C%20Nevada
2020-12-22,16,5,0.0,8.7,4,49,12:21 PM,No moonset,06:47 AM,04:30 PM,-5,10,11,10,6,1,37,0.0,1015,16,10,191,3,United%20States%2C%20Nevada
2020-12-23,11,3,0.0,8.7,3,56,12:47 PM,12:47 AM,06:48 AM,04:31 PM,-12,5,7,5,21,0,27,0.0,1026,11,10,57,13,United%20States%2C%20Nevada
2020-12-24,9,-0,0.0,8.7,1,63,01:13 PM,01:43 AM,06:48 AM,04:31 PM,-15,3,4,3,8,32,25,0.0,1028,9,10,307,4,United%20States%2C%20Nevada
2020-12-25,11,1,0.0,8.7,3,70,01:41 PM,02:39 AM,06:49 AM,04:32 PM,-17,5,6,5,6,9,20,0.0,1022,11,10,198,3,United%20States%2C%20Nevada
2020-12-26,12,2,0.0,8.7,3,78,02:12 PM,03:37 AM,06:49 AM,04:32 PM,-14,7,7,7,5,6,23,0.0,1018,12,10,145,3,United%20States%2C%20Nevada
2020-12-27,12,5,0.0,7.0,2,85,02:48 PM,04:35 AM,06:49 AM,04:33 PM,-9,8,8,8,7,30,31,0.0,1015,12,10,167,4,United%20States%2C%20Nevada
2020-12-28,10,3,0.0,7.0,2,92,03:30 PM,05:34 AM,06:50 AM,04:34 PM,-2,4,6,4,20,35,60,0.2,1010,10,10,262,12,United%20States%2C%20Nevada
2020-12-29,10,2,0.0,8.7,3,100,04:18 PM,06:32 AM,06:50 AM,04:34 PM,-6,4,5,4,16,30,53,0.1,1019,10,10,218,9,United%20States%2C%20Nevada
2020-12-30,8,-1,0.0,8.7,1,100,05:14 PM,07:27 AM,06:50 AM,04:35 PM,-12,2,3,2,9,18,35,0.0,1025,8,10,175,5,United%20States%2C%20Nevada
2020-12-31,9,2,0.0,3.7,2,89,06:14 PM,08:17 AM,06:50 AM,04:36 PM,-9,4,5,4,8,54,37,0.3,1015,9,10,175,5,United%20States%2C%20Nevada
2021-01-01,11,4,0.0,8.7,3,79,07:19 PM,09:01 AM,06:51 AM,04:37 PM,-5,5,8,5,21,5,45,0.0,1021,11,10,188,13,United%20States%2C%20Nevada
2021-01-02,10,2,0.0,8.7,3,71,08:24 PM,09:41 AM,06:51 AM,04:38 PM,-5,6,6,6,5,12,48,0.0,1023,10,10,164,3,United%20States%2C%20Nevada
2021-01-03,11,2,0.0,8.7,3,64,09:31 PM,10:15 AM,06:51 AM,04:38 PM,-5,6,6,6,5,14,46,0.0,1022,11,10,281,3,United%20States%2C%20Nevada
2021-01-04,14,5,0.0,8.7,4,57,10:37 PM,10:47 AM,06:51 AM,04:39 PM,-5,9,9,9,9,23,38,0.0,1019,14,10,188,5,United%20States%2C%20Nevada
2021-01-05,16,5,0.0,8.7,4,50,11:44 PM,11:18 AM,06:51 AM,04:40 PM,-4,10,11,10,14,10,42,0.0,1020,16,10,126,9,United%20States%2C%20Nevada
2021-01-06,14,4,0.0,7.0,2,42,No moonrise,11:49 AM,06:51 AM,04:41 PM,-6,8,9,8,9,32,38,0.0,1021,14,10,298,5,United%20States%2C%20Nevada
2021-01-07,15,4,0.0,5.4,3,35,12:52 AM,12:20 PM,06:51 AM,04:42 PM,-6,9,9,9,7,38,36,0.0,1021,15,10,251,4,United%20States%2C%20Nevada
2021-01-08,14,5,0.0,8.7,4,28,02:01 AM,12:56 PM,06:51 AM,04:43 PM,-6,9,10,9,7,10,36,0.0,1019,14,10,115,4,United%20States%2C%20Nevada
2021-01-09,13,4,0.0,8.7,3,20,03:12 AM,01:37 PM,06:51 AM,04:44 PM,-8,6,8,6,21,1,36,0.0,1021,13,10,196,14,United%20States%2C%20Nevada
2021-01-10,10,1,0.0,8.7,3,13,04:23 AM,02:24 PM,06:51 AM,04:45 PM,-6,4,6,4,10,3,46,0.0,1026,10,10,62,6,United%20States%2C%20Nevada
2021-01-11,12,1,0.0,8.7,3,6,05:33 AM,03:20 PM,06:51 AM,04:46 PM,-8,5,7,5,12,5,41,0.0,1025,12,10,220,7,United%20States%2C%20Nevada
2021-01-12,12,1,0.0,8.7,2,0,06:35 AM,04:21 PM,06:50 AM,04:47 PM,-10,7,7,7,7,25,35,0.0,1026,12,10,252,4,United%20States%2C%20Nevada
2021-01-13,14,3,0.0,8.7,3,0,07:30 AM,05:27 PM,06:50 AM,04:47 PM,-9,8,8,8,4,6,32,0.0,1025,14,10,322,2,United%20States%2C%20Nevada
2021-01-14,17,6,0.0,8.7,4,1,08:16 AM,06:33 PM,06:50 AM,04:48 PM,-3,11,12,11,8,0,40,0.0,1024,17,10,250,5,United%20States%2C%20Nevada
2021-01-15,17,6,0.0,8.7,3,8,08:54 AM,07:38 PM,06:50 AM,04:49 PM,-6,11,12,11,9,15,34,0.0,1023,17,10,295,5,United%20States%2C%20Nevada
2021-01-16,19,7,0.0,8.7,4,16,09:27 AM,08:39 PM,06:49 AM,04:50 PM,-4,12,13,12,19,2,35,0.0,1018,19,10,129,12,United%20States%2C%20Nevada
2021-01-17,17,5,0.0,8.7,4,23,09:56 AM,09:39 PM,06:49 AM,04:52 PM,-4,11,12,11,6,4,40,0.0,1019,17,10,292,3,United%20States%2C%20Nevada
2021-01-18,17,7,0.0,8.7,3,30,10:22 AM,10:36 PM,06:49 AM,04:53 PM,-5,11,12,11,21,30,32,0.0,1011,17,10,70,15,United%20States%2C%20Nevada
2021-01-19,12,6,0.0,8.7,3,38,10:48 AM,11:32 PM,06:48 AM,04:54 PM,-8,5,9,5,44,14,30,0.0,1017,12,10,138,28,United%20States%2C%20Nevada
2021-01-20,14,5,0.0,8.7,3,45,11:14 AM,No moonset,06:48 AM,04:55 PM,-5,8,10,8,15,20,37,0.0,1022,14,10,106,8,United%20States%2C%20Nevada
2021-01-21,16,6,0.0,8.7,4,52,11:41 AM,12:28 AM,06:47 AM,04:56 PM,1,11,11,11,7,16,54,0.0,1016,16,10,235,4,United%20States%2C%20Nevada
2021-01-22,17,8,0.0,8.7,4,59,12:10 PM,01:26 AM,06:47 AM,04:57 PM,1,10,12,10,35,10,51,0.0,1010,17,10,199,23,United%20States%2C%20Nevada
2021-01-23,11,5,0.0,8.7,2,67,12:44 PM,02:23 AM,06:46 AM,04:58 PM,-1,6,8,6,19,44,56,2.1,1010,11,10,171,11,United%20States%2C%20Nevada
2021-01-24,12,3,0.0,8.7,3,74,01:23 PM,03:22 AM,06:46 AM,04:59 PM,-4,6,7,6,15,22,50,0.1,1008,12,10,217,9,United%20States%2C%20Nevada
2021-01-25,6,3,0.0,4.0,1,81,02:09 PM,04:20 AM,06:45 AM,05:00 PM,-2,2,5,2,19,75,63,8.5,1002,6,8,165,13,United%20States%2C%20Nevada
2021-01-26,7,2,0.0,8.7,2,88,03:02 PM,05:17 AM,06:44 AM,05:01 PM,-3,2,4,2,11,40,61,0.0,1011,7,10,186,8,United%20States%2C%20Nevada
2021-01-27,9,-2,0.0,8.7,2,96,04:01 PM,06:09 AM,06:44 AM,05:02 PM,-3,2,5,2,24,58,55,0.0,1021,9,10,141,17,United%20States%2C%20Nevada
2021-01-28,12,2,0.0,8.7,3,100,05:06 PM,06:56 AM,06:43 AM,05:03 PM,-5,7,8,7,14,50,40,0.0,1016,12,10,96,9,United%20States%2C%20Nevada
2021-01-29,10,6,0.0,4.0,2,90,06:13 PM,07:39 AM,06:42 AM,05:04 PM,-2,6,9,6,24,78,48,1.8,1011,10,9,202,17,United%20States%2C%20Nevada
2021-01-30,10,3,0.0,8.7,3,82,07:21 PM,08:15 AM,06:42 AM,05:05 PM,-0,6,6,6,7,4,65,0.0,1021,10,10,127,4,United%20States%2C%20Nevada
2021-01-31,12,4,0.0,8.7,3,79,08:29 PM,08:49 AM,06:41 AM,05:06 PM,-4,7,8,7,10,11,47,0.0,1024,12,10,140,6,United%20States%2C%20Nevada
2021-02-01,13,8,0.0,7.1,3,63,09:37 PM,09:21 AM,06:40 AM,05:07 PM,-5,10,10,10,7,43,33,0.0,1021,13,10,219,4,United%20States%2C%20Nevada
2021-02-02,16,6,0.0,8.7,4,55,10:44 PM,09:51 AM,06:39 AM,05:08 PM,-4,11,11,11,5,5,35,0.0,1018,16,10,218,3,United%20States%2C%20Nevada
2021-02-03,18,12,0.0,8.7,4,48,11:53 PM,10:22 AM,06:38 AM,05:09 PM,-1,14,15,14,34,6,37,0.0,1013,18,10,219,21,United%20States%2C%20Nevada
2021-02-04,13,7,0.0,8.7,4,40,No moonrise,10:56 AM,06:38 AM,05:11 PM,-10,8,10,8,23,2,24,0.0,1021,13,10,154,15,United%20States%2C%20Nevada
2021-02-05,14,5,0.0,8.7,4,33,01:03 AM,11:35 AM,06:37 AM,05:12 PM,-9,9,10,9,7,0,27,0.0,1019,14,10,121,4,United%20States%2C%20Nevada
2021-02-06,15,6,0.0,8.7,4,25,02:12 AM,12:18 PM,06:36 AM,05:13 PM,-7,10,10,10,8,0,30,0.0,1018,15,10,122,4,United%20States%2C%20Nevada
2021-02-07,17,7,0.0,8.7,4,18,03:20 AM,01:09 PM,06:35 AM,05:14 PM,-9,12,12,12,5,0,24,0.0,1013,17,10,70,3,United%20States%2C%20Nevada
