date_time,Israel_maxtempC,Israel_mintempC,Israel_totalSnow_cm,Israel_sunHour,Israel_uvIndex,Israel_moon_illumination,Israel_moonrise,Israel_moonset,Israel_sunrise,Israel_sunset,Israel_DewPointC,Israel_FeelsLikeC,Israel_HeatIndexC,Israel_WindChillC,Israel_WindGustKmph,Israel_cloudcover,Israel_humidity,Israel_precipMM,Israel_pressure,Israel_tempC,Israel_visibility,Israel_winddirDegree,Israel_windspeedKmph,Israel_location
2020-11-21,25,21,0.0,5.7,5,39,12:22 PM,No moonset,06:16 AM,05:33 PM,21,25,25,22,7,81,94,26.9,1017,25,8,119,4,Israel
2020-11-22,26,19,0.0,4.2,5,47,01:02 PM,12:01 AM,06:17 AM,05:33 PM,20,24,24,22,10,73,90,11.0,1016,26,9,277,5,Israel
2020-11-23,26,20,0.0,5.7,5,54,01:39 PM,12:51 AM,06:17 AM,05:33 PM,20,23,23,22,9,76,90,10.8,1017,26,10,259,5,Israel
2020-11-24,27,18,0.0,8.7,5,62,02:14 PM,01:40 AM,06:18 AM,05:33 PM,20,24,24,22,11,42,86,0.2,1016,27,10,152,7,Israel
2020-11-25,28,19,0.0,8.7,6,70,02:48 PM,02:27 AM,06:18 AM,05:33 PM,20,25,25,23,13,10,86,0.0,1015,28,10,112,8,Israel
2020-11-26,28,20,0.0,8.7,6,77,03:22 PM,03:14 AM,06:19 AM,05:33 PM,21,25,25,23,12,39,86,1.6,1015,28,10,109,7,Israel
2020-11-27,28,20,0.0,8.7,5,85,03:57 PM,04:01 AM,06:20 AM,05:33 PM,21,25,25,23,14,41,88,0.7,1014,28,8,104,9,Israel
2020-11-28,28,19,0.0,8.7,5,92,04:34 PM,04:49 AM,06:20 AM,05:33 PM,21,25,25,23,10,46,89,2.8,1013,28,7,95,7,Israel
2020-11-29,28,20,0.0,8.7,5,100,05:14 PM,05:39 AM,06:21 AM,05:33 PM,21,25,25,23,8,34,87,2.4,1014,28,8,128,5,Israel
2020-11-30,26,21,0.0,4.2,5,100,05:58 PM,06:30 AM,06:21 AM,05:33 PM,21,24,24,23,15,79,91,20.4,1016,26,8,249,9,Israel
2020-12-01,22,18,0.0,4.2,4,89,06:45 PM,07:23 AM,06:22 AM,05:33 PM,18,19,20,19,14,85,92,35.7,1019,22,8,198,8,Israel
2020-12-02,26,16,0.0,8.7,5,82,07:37 PM,08:17 AM,06:22 AM,05:33 PM,17,20,21,20,12,9,86,0.0,1016,26,9,110,7,Israel
2020-12-03,25,18,0.0,7.2,5,75,08:31 PM,09:10 AM,06:23 AM,05:34 PM,19,22,22,21,13,49,88,1.9,1015,25,9,230,8,Israel
2020-12-04,26,20,0.0,7.2,5,67,09:28 PM,10:01 AM,06:24 AM,05:34 PM,20,24,24,22,12,69,89,2.2,1016,26,8,264,8,Israel
2020-12-05,26,19,0.0,7.2,5,60,10:25 PM,10:50 AM,06:24 AM,05:34 PM,20,23,23,22,14,61,90,3.6,1017,26,8,278,9,Israel
2020-12-06,24,20,0.0,4.2,5,53,11:22 PM,11:36 AM,06:25 AM,05:34 PM,20,21,23,21,15,84,91,0.9,1016,24,8,257,9,Israel
2020-12-07,20,18,0.0,4.2,4,46,No moonrise,12:19 PM,06:25 AM,05:35 PM,19,20,20,20,22,93,94,18.2,1018,20,9,272,13,Israel
2020-12-08,21,18,0.0,4.2,4,38,12:18 AM,01:01 PM,06:26 AM,05:35 PM,17,19,19,19,10,90,90,2.1,1022,21,9,258,6,Israel
2020-12-09,22,16,0.0,4.2,4,31,01:15 AM,01:42 PM,06:27 AM,05:35 PM,17,19,19,19,8,85,88,5.8,1023,22,10,138,5,Israel
2020-12-10,23,15,0.0,8.7,4,24,02:12 AM,02:24 PM,06:27 AM,05:36 PM,16,19,19,19,9,31,87,0.3,1019,23,8,120,6,Israel
2020-12-11,27,15,0.0,8.7,5,17,03:12 AM,03:10 PM,06:28 AM,05:36 PM,17,20,21,20,10,6,86,0.0,1014,27,7,119,6,Israel
2020-12-12,25,17,0.0,8.7,5,9,04:14 AM,03:58 PM,06:28 AM,05:36 PM,19,21,22,21,10,32,89,0.2,1014,25,8,216,6,Israel
2020-12-13,28,19,0.0,8.7,5,2,05:19 AM,04:52 PM,06:29 AM,05:37 PM,20,24,24,23,6,33,89,0.3,1014,28,8,157,4,Israel
2020-12-14,26,19,0.0,5.7,5,0,06:24 AM,05:50 PM,06:29 AM,05:37 PM,20,24,24,22,16,42,89,3.9,1016,26,9,246,10,Israel
2020-12-15,26,18,0.0,7.2,5,0,07:29 AM,06:51 PM,06:30 AM,05:38 PM,20,23,23,22,10,41,89,0.1,1014,26,5,155,6,Israel
2020-12-16,25,18,0.0,8.7,5,5,08:30 AM,07:52 PM,06:31 AM,05:38 PM,20,23,23,22,13,35,88,0.5,1013,25,8,208,8,Israel
2020-12-17,26,19,0.0,4.2,5,12,09:25 AM,08:52 PM,06:31 AM,05:38 PM,20,23,23,22,11,74,88,7.4,1017,26,8,230,6,Israel
2020-12-18,25,19,0.0,4.2,5,20,10:14 AM,09:49 PM,06:32 AM,05:39 PM,20,22,22,21,12,77,93,6.2,1019,25,8,110,8,Israel
2020-12-19,26,19,0.0,5.7,5,27,10:58 AM,10:43 PM,06:32 AM,05:39 PM,20,23,23,21,13,61,91,0.3,1017,26,7,104,8,Israel
2020-12-20,26,17,0.0,8.7,5,34,11:37 AM,11:33 PM,06:33 AM,05:40 PM,19,22,22,22,8,19,86,0.9,1016,26,9,156,5,Israel
2020-12-21,26,19,0.0,7.2,5,41,12:13 PM,No moonset,06:33 AM,05:40 PM,19,23,23,22,8,62,84,9.0,1018,26,10,202,5,Israel
2020-12-22,27,19,0.0,8.7,5,49,12:47 PM,12:21 AM,06:34 AM,05:41 PM,20,24,24,22,10,54,88,3.1,1018,27,8,132,7,Israel
2020-12-23,27,18,0.0,8.7,5,56,01:22 PM,01:08 AM,06:34 AM,05:41 PM,20,24,24,22,12,23,88,0.7,1015,27,8,108,8,Israel
2020-12-24,27,19,0.0,7.2,5,63,01:56 PM,01:55 AM,06:35 AM,05:42 PM,20,24,24,22,17,39,87,4.2,1015,27,10,249,11,Israel
2020-12-25,17,16,0.0,4.2,4,70,02:32 PM,02:43 AM,06:35 AM,05:42 PM,16,17,17,17,22,100,96,51.0,1023,17,7,276,13,Israel
2020-12-26,20,14,0.0,5.7,4,78,03:11 PM,03:32 AM,06:36 AM,05:43 PM,14,16,17,16,11,69,87,0.4,1020,20,9,114,7,Israel
2020-12-27,22,14,0.0,5.7,4,85,03:53 PM,04:23 AM,06:36 AM,05:44 PM,15,18,19,18,6,66,84,0.0,1017,22,10,109,4,Israel
2020-12-28,24,15,0.0,8.7,5,92,04:40 PM,05:16 AM,06:36 AM,05:44 PM,16,19,20,19,7,48,85,0.1,1019,24,10,110,4,Israel
2020-12-29,25,16,0.0,8.7,5,100,05:31 PM,06:10 AM,06:37 AM,05:45 PM,18,20,20,20,16,55,87,1.5,1017,25,9,115,10,Israel
2020-12-30,28,17,0.0,8.7,5,100,06:25 PM,07:04 AM,06:37 AM,05:45 PM,18,23,23,22,14,10,83,0.0,1012,28,9,120,8,Israel
2020-12-31,27,16,0.0,8.7,6,89,07:22 PM,07:57 AM,06:38 AM,05:46 PM,15,22,22,21,11,1,72,0.0,1009,27,10,185,6,Israel
2021-01-01,26,19,0.0,8.7,6,79,08:20 PM,08:47 AM,06:38 AM,05:46 PM,19,24,24,22,9,21,83,0.0,1013,26,10,260,6,Israel
2021-01-02,25,20,0.0,4.2,5,71,09:18 PM,09:35 AM,06:38 AM,05:47 PM,21,23,23,22,11,91,92,4.9,1017,25,6,273,7,Israel
2021-01-03,26,20,0.0,5.7,5,64,10:14 PM,10:18 AM,06:39 AM,05:48 PM,21,24,24,22,12,76,92,10.1,1017,26,9,281,8,Israel
2021-01-04,27,20,0.0,4.2,5,57,11:10 PM,11:01 AM,06:39 AM,05:48 PM,21,24,24,22,7,80,92,13.9,1016,27,7,136,4,Israel
2021-01-05,26,19,0.0,5.7,5,50,No moonrise,11:42 AM,06:39 AM,05:49 PM,20,23,23,22,9,73,89,17.6,1016,26,9,113,6,Israel
2021-01-06,27,18,0.0,8.7,5,42,12:06 AM,12:22 PM,06:39 AM,05:49 PM,19,23,23,22,8,39,88,1.4,1014,27,8,118,5,Israel
2021-01-07,25,18,0.0,5.7,5,35,01:03 AM,01:05 PM,06:40 AM,05:50 PM,19,23,23,21,13,45,89,6.4,1016,25,10,243,8,Israel
2021-01-08,19,17,0.0,4.2,4,28,02:01 AM,01:50 PM,06:40 AM,05:51 PM,18,18,18,18,15,100,96,23.4,1020,19,7,264,9,Israel
2021-01-09,21,17,0.0,4.2,4,20,03:03 AM,02:39 PM,06:40 AM,05:51 PM,17,18,19,18,9,88,90,1.4,1019,21,9,159,6,Israel
2021-01-10,24,14,0.0,7.2,4,13,04:06 AM,03:34 PM,06:40 AM,05:52 PM,16,19,19,19,10,46,86,0.0,1017,24,7,103,6,Israel
2021-01-11,23,16,0.0,5.7,5,6,05:10 AM,04:32 PM,06:40 AM,05:52 PM,17,19,20,19,16,44,87,0.3,1018,23,9,253,10,Israel
2021-01-12,21,19,0.0,4.2,4,0,06:12 AM,05:33 PM,06:41 AM,05:53 PM,19,20,20,20,5,98,95,14.3,1020,21,9,234,3,Israel
2021-01-13,22,18,0.0,4.2,5,0,07:10 AM,06:34 PM,06:41 AM,05:54 PM,18,20,20,20,8,90,93,0.3,1019,22,7,267,5,Israel
2021-01-14,24,19,0.0,4.2,5,1,08:02 AM,07:34 PM,06:41 AM,05:54 PM,19,21,21,21,9,85,93,1.3,1017,24,5,192,6,Israel
2021-01-15,25,19,0.0,4.2,5,8,08:49 AM,08:30 PM,06:41 AM,05:55 PM,20,23,23,21,8,87,92,4.2,1015,25,7,146,5,Israel
2021-01-16,20,18,0.0,4.2,4,16,09:31 AM,09:23 PM,06:41 AM,05:55 PM,19,19,19,19,9,100,96,16.0,1018,20,8,158,5,Israel
2021-01-17,24,16,0.0,5.7,4,23,10:09 AM,10:12 PM,06:41 AM,05:56 PM,17,19,20,19,9,77,89,0.4,1016,24,9,117,6,Israel
2021-01-18,23,16,0.0,4.2,5,30,10:45 AM,11:01 PM,06:41 AM,05:57 PM,18,19,20,19,11,88,90,1.2,1017,23,9,114,8,Israel
2021-01-19,27,18,0.0,8.7,6,38,11:19 AM,11:48 PM,06:41 AM,05:57 PM,19,23,23,22,28,45,83,0.8,1017,27,10,106,17,Israel
2021-01-20,27,20,0.0,5.7,5,45,11:54 AM,No moonset,06:41 AM,05:58 PM,21,25,25,23,19,64,89,1.5,1018,27,9,93,12,Israel
2021-01-21,27,19,0.0,4.2,5,52,12:29 PM,12:35 AM,06:41 AM,05:58 PM,21,24,24,23,15,71,89,0.4,1017,27,6,98,10,Israel
2021-01-22,29,19,0.0,8.7,5,59,01:06 PM,01:24 AM,06:41 AM,05:59 PM,20,25,25,23,12,10,83,0.0,1013,29,8,129,7,Israel
2021-01-23,28,19,0.0,11.6,6,67,01:47 PM,02:13 AM,06:41 AM,06:00 PM,20,25,25,23,8,9,83,0.0,1014,28,10,176,5,Israel
2021-01-24,29,20,0.0,11.6,5,74,02:31 PM,03:06 AM,06:41 AM,06:00 PM,20,26,26,24,22,16,79,0.1,1013,29,9,116,13,Israel
2021-01-25,31,21,0.0,8.7,6,81,03:21 PM,03:59 AM,06:41 AM,06:01 PM,20,27,27,25,18,38,77,0.0,1011,31,10,112,11,Israel
2021-01-26,31,20,0.0,11.6,6,88,04:14 PM,04:53 AM,06:41 AM,06:01 PM,20,27,27,25,10,16,78,0.0,1010,31,10,115,6,Israel
2021-01-27,30,19,0.0,11.6,7,96,05:11 PM,05:48 AM,06:41 AM,06:02 PM,20,27,27,24,12,22,82,2.6,1014,30,10,246,7,Israel
2021-01-28,28,21,0.0,10.2,5,100,06:10 PM,06:40 AM,06:40 AM,06:02 PM,20,25,25,23,10,61,86,21.7,1019,28,8,160,6,Israel
2021-01-29,27,20,0.0,8.7,5,90,07:09 PM,07:29 AM,06:40 AM,06:03 PM,20,24,24,23,15,71,86,12.5,1019,27,9,112,10,Israel
2021-01-30,28,19,0.0,11.6,5,82,08:07 PM,08:15 AM,06:40 AM,06:03 PM,20,24,24,23,21,46,85,2.5,1015,28,8,94,14,Israel
2021-01-31,26,18,0.0,11.6,5,79,09:05 PM,08:59 AM,06:40 AM,06:04 PM,19,24,24,22,17,35,82,1.1,1014,26,10,243,10,Israel
2021-02-01,24,18,0.0,5.8,5,63,10:01 PM,09:41 AM,06:40 AM,06:04 PM,19,21,21,21,13,80,91,14.7,1020,24,9,289,7,Israel
2021-02-02,21,15,0.0,5.8,4,55,10:58 PM,10:22 AM,06:39 AM,06:05 PM,15,18,18,18,12,69,84,2.8,1022,21,10,232,7,Israel
2021-02-03,23,13,0.0,11.6,5,48,11:56 PM,11:04 AM,06:39 AM,06:05 PM,14,17,18,17,8,31,82,0.1,1019,23,10,128,5,Israel
2021-02-04,27,13,0.0,11.6,5,40,No moonrise,11:48 AM,06:39 AM,06:06 PM,14,19,20,19,10,2,79,0.0,1014,27,8,122,5,Israel
2021-02-05,29,15,0.0,11.6,6,33,12:56 AM,12:35 PM,06:38 AM,06:06 PM,16,24,24,22,9,0,74,0.0,1010,29,10,121,5,Israel
2021-02-06,29,17,0.0,11.6,6,25,01:57 AM,01:26 PM,06:38 AM,06:07 PM,17,24,24,22,8,1,75,0.0,1010,29,10,247,4,Israel
2021-02-07,28,18,0.0,10.2,5,18,02:59 AM,02:21 PM,06:38 AM,06:07 PM,19,24,24,22,10,44,81,0.3,1014,28,9,260,6,Israel
