date_time,Dominica_maxtempC,Dominica_mintempC,Dominica_totalSnow_cm,Dominica_sunHour,Dominica_uvIndex,Dominica_moon_illumination,Dominica_moonrise,Dominica_moonset,Dominica_sunrise,Dominica_sunset,Dominica_DewPointC,Dominica_FeelsLikeC,Dominica_HeatIndexC,Dominica_WindChillC,Dominica_WindGustKmph,Dominica_cloudcover,Dominica_humidity,Dominica_precipMM,Dominica_pressure,Dominica_tempC,Dominica_visibility,Dominica_winddirDegree,Dominica_windspeedKmph,Dominica_location
2020-11-15,27,26,0.0,4.2,6,0,06:25 AM,06:10 PM,06:08 AM,05:33 PM,22,29,29,26,19,72,79,2.9,1012,27,10,76,14,Dominica
2020-11-16,28,26,0.0,4.2,6,2,07:31 AM,07:06 PM,06:08 AM,05:33 PM,22,29,29,27,24,80,77,3.2,1012,28,9,87,19,Dominica
2020-11-17,28,24,0.0,5.7,6,9,08:35 AM,08:06 PM,06:09 AM,05:33 PM,22,29,29,26,26,65,77,1.4,1012,28,10,88,20,Dominica
2020-11-18,27,26,0.0,4.2,6,17,09:38 AM,09:06 PM,06:09 AM,05:33 PM,23,30,30,27,19,75,79,5.2,1013,27,10,80,15,Dominica
2020-11-19,27,24,0.0,4.2,6,24,10:35 AM,10:06 PM,06:10 AM,05:33 PM,23,30,30,26,26,78,80,4.6,1013,27,10,85,20,Dominica
2020-11-20,27,26,0.0,4.2,6,32,11:27 AM,11:02 PM,06:10 AM,05:33 PM,22,29,29,27,31,80,78,4.4,1013,27,9,84,24,Dominica
2020-11-21,27,23,0.0,4.2,6,39,12:13 PM,11:56 PM,06:11 AM,05:33 PM,22,28,28,26,38,70,77,2.7,1012,27,9,87,29,Dominica
2020-11-22,27,26,0.0,4.2,6,47,12:54 PM,No moonset,06:11 AM,05:33 PM,22,29,29,26,32,77,77,2.8,1013,27,9,89,24,Dominica
2020-11-23,27,23,0.0,4.2,6,54,01:32 PM,12:46 AM,06:12 AM,05:33 PM,22,29,29,26,30,83,77,4.4,1013,27,9,92,22,Dominica
2020-11-24,27,22,0.0,4.2,6,62,02:08 PM,01:34 AM,06:12 AM,05:33 PM,22,29,29,26,26,74,78,6.5,1013,27,10,86,19,Dominica
2020-11-25,27,26,0.0,4.2,6,70,02:42 PM,02:20 AM,06:13 AM,05:33 PM,22,29,29,26,23,82,78,5.6,1013,27,9,76,18,Dominica
2020-11-26,27,25,0.0,8.7,6,77,03:17 PM,03:06 AM,06:13 AM,05:33 PM,22,29,29,26,20,47,77,0.6,1012,27,10,66,15,Dominica
2020-11-27,27,25,0.0,8.7,6,85,03:53 PM,03:53 AM,06:14 AM,05:33 PM,21,28,28,26,17,48,76,0.7,1012,27,10,67,13,Dominica
2020-11-28,27,26,0.0,8.7,6,92,04:30 PM,04:40 AM,06:14 AM,05:33 PM,22,29,29,26,18,23,78,0.2,1012,27,10,67,14,Dominica
2020-11-29,27,26,0.0,5.7,6,100,05:11 PM,05:29 AM,06:15 AM,05:33 PM,23,29,29,26,21,77,79,3.1,1013,27,9,63,16,Dominica
2020-11-30,27,26,0.0,7.2,6,100,05:54 PM,06:20 AM,06:16 AM,05:33 PM,22,29,29,26,21,70,79,2.0,1013,27,10,65,16,Dominica
2020-12-01,27,25,0.0,8.7,6,89,06:42 PM,07:13 AM,06:16 AM,05:34 PM,21,28,28,26,19,45,75,0.5,1013,27,10,61,14,Dominica
2020-12-02,27,25,0.0,8.7,7,82,07:34 PM,08:06 AM,06:17 AM,05:34 PM,19,27,27,25,15,0,65,0.0,1013,27,10,57,12,Dominica
2020-12-03,27,25,0.0,5.7,6,75,08:28 PM,08:59 AM,06:17 AM,05:34 PM,20,27,27,26,17,32,71,0.2,1013,27,10,60,13,Dominica
2020-12-04,26,25,0.0,8.7,7,67,09:24 PM,09:51 AM,06:18 AM,05:34 PM,20,27,27,25,20,15,72,0.0,1014,26,10,71,15,Dominica
2020-12-05,27,25,0.0,8.7,7,60,10:20 PM,10:40 AM,06:18 AM,05:35 PM,20,27,27,26,18,22,73,0.4,1015,27,10,73,14,Dominica
2020-12-06,26,25,0.0,7.2,6,53,11:16 PM,11:27 AM,06:19 AM,05:35 PM,20,27,27,26,20,38,73,0.3,1014,26,10,73,16,Dominica
2020-12-07,27,25,0.0,8.7,6,46,No moonrise,12:11 PM,06:20 AM,05:35 PM,20,27,27,26,25,40,73,0.4,1014,27,10,83,19,Dominica
2020-12-08,27,25,0.0,8.7,6,38,12:12 AM,12:53 PM,06:20 AM,05:35 PM,20,27,27,26,21,41,73,0.4,1015,27,10,97,16,Dominica
2020-12-09,27,24,0.0,5.7,6,31,01:08 AM,01:36 PM,06:21 AM,05:36 PM,21,27,27,25,15,54,74,0.7,1015,27,10,63,12,Dominica
2020-12-10,27,25,0.0,8.7,7,24,02:04 AM,02:19 PM,06:21 AM,05:36 PM,20,27,27,26,18,17,71,0.0,1014,27,10,63,14,Dominica
2020-12-11,27,23,0.0,4.2,6,17,03:03 AM,03:05 PM,06:22 AM,05:37 PM,22,28,28,25,17,60,78,5.1,1013,27,10,62,13,Dominica
2020-12-12,27,25,0.0,8.7,6,9,04:04 AM,03:54 PM,06:22 AM,05:37 PM,22,29,29,26,19,61,78,2.0,1014,27,9,80,15,Dominica
2020-12-13,27,26,0.0,8.7,6,2,05:08 AM,04:47 PM,06:23 AM,05:37 PM,22,29,29,26,16,45,79,0.9,1014,27,10,82,12,Dominica
2020-12-14,27,25,0.0,8.7,6,0,06:12 AM,05:46 PM,06:23 AM,05:38 PM,22,28,28,26,15,46,78,0.8,1014,27,10,66,11,Dominica
2020-12-15,27,25,0.0,7.2,6,0,07:17 AM,06:46 PM,06:24 AM,05:38 PM,21,28,28,26,11,49,74,0.4,1012,27,10,72,9,Dominica
2020-12-16,27,25,0.0,7.2,6,5,08:18 AM,07:48 PM,06:25 AM,05:39 PM,21,28,28,26,15,41,74,0.3,1013,27,10,77,12,Dominica
2020-12-17,27,25,0.0,4.2,6,12,09:15 AM,08:48 PM,06:25 AM,05:39 PM,22,29,29,26,21,83,80,2.3,1014,27,9,74,16,Dominica
2020-12-18,27,26,0.0,4.2,6,20,10:05 AM,09:45 PM,06:26 AM,05:39 PM,22,29,29,26,24,67,79,3.7,1014,27,10,70,18,Dominica
2020-12-19,27,25,0.0,4.2,6,27,10:49 AM,10:37 PM,06:26 AM,05:40 PM,22,28,28,26,24,76,79,7.3,1013,27,10,70,18,Dominica
2020-12-20,26,26,0.0,7.2,6,34,11:30 AM,11:28 PM,06:27 AM,05:40 PM,22,28,28,26,25,68,79,3.4,1013,26,10,66,20,Dominica
2020-12-21,27,25,0.0,4.2,6,41,12:06 PM,No moonset,06:27 AM,05:41 PM,22,29,29,26,26,70,79,5.1,1015,27,9,74,20,Dominica
2020-12-22,27,24,0.0,4.2,6,49,12:42 PM,12:15 AM,06:28 AM,05:41 PM,22,28,28,26,30,75,78,5.5,1014,27,10,72,23,Dominica
2020-12-23,27,24,0.0,4.2,6,56,01:16 PM,01:01 AM,06:28 AM,05:42 PM,22,28,28,26,29,70,78,5.7,1014,27,9,72,22,Dominica
2020-12-24,26,22,0.0,4.2,6,63,01:51 PM,01:48 AM,06:29 AM,05:42 PM,22,27,27,25,36,70,79,10.1,1013,26,10,76,26,Dominica
2020-12-25,26,25,0.0,4.2,6,70,02:28 PM,02:34 AM,06:29 AM,05:43 PM,21,27,27,25,35,75,79,8.3,1012,26,9,71,25,Dominica
2020-12-26,26,24,0.0,4.2,6,78,03:07 PM,03:23 AM,06:29 AM,05:44 PM,21,27,27,25,18,60,76,1.5,1010,26,10,60,14,Dominica
2020-12-27,26,25,0.0,4.2,6,85,03:50 PM,04:13 AM,06:30 AM,05:44 PM,21,28,28,25,22,81,78,5.2,1012,26,9,74,17,Dominica
2020-12-28,26,25,0.0,4.2,6,92,04:36 PM,05:05 AM,06:30 AM,05:45 PM,22,28,28,25,21,74,80,2.8,1013,26,9,78,16,Dominica
2020-12-29,26,25,0.0,8.7,6,100,05:27 PM,05:59 AM,06:31 AM,05:45 PM,22,28,28,26,20,63,79,11.1,1012,26,9,69,13,Dominica
2020-12-30,26,25,0.0,4.2,6,100,06:21 PM,06:53 AM,06:31 AM,05:46 PM,21,27,27,25,12,77,77,3.8,1012,26,9,48,9,Dominica
2020-12-31,26,24,0.0,4.2,6,89,07:18 PM,07:47 AM,06:32 AM,05:46 PM,21,27,27,25,24,70,78,3.6,1014,26,10,59,18,Dominica
2021-01-01,26,23,0.0,4.2,6,79,08:15 PM,08:37 AM,06:32 AM,05:47 PM,20,27,27,25,42,70,75,2.7,1016,26,10,61,33,Dominica
2021-01-02,25,23,0.0,4.2,5,71,09:12 PM,09:26 AM,06:32 AM,05:47 PM,19,26,26,25,37,79,72,2.4,1016,25,10,56,30,Dominica
2021-01-03,26,24,0.0,4.2,6,64,10:08 PM,10:10 AM,06:33 AM,05:48 PM,20,27,27,25,32,80,73,2.0,1015,26,9,58,25,Dominica
2021-01-04,26,24,0.0,8.7,6,57,11:03 PM,10:53 AM,06:33 AM,05:49 PM,20,27,27,25,21,34,74,0.3,1013,26,10,61,16,Dominica
2021-01-05,26,24,0.0,7.2,6,50,11:58 PM,11:35 AM,06:33 AM,05:49 PM,21,27,27,25,20,69,78,1.5,1013,26,10,74,15,Dominica
2021-01-06,26,24,0.0,8.7,6,42,No moonrise,12:16 PM,06:34 AM,05:50 PM,20,27,27,25,21,41,77,2.2,1014,26,10,74,16,Dominica
2021-01-07,26,24,0.0,4.2,6,35,12:54 AM,12:59 PM,06:34 AM,05:50 PM,22,27,27,25,26,56,82,2.9,1014,26,10,70,20,Dominica
2021-01-08,26,23,0.0,4.2,6,28,01:52 AM,01:45 PM,06:34 AM,05:51 PM,21,27,27,25,25,80,76,1.5,1015,26,10,73,19,Dominica
2021-01-09,27,25,0.0,4.2,6,20,02:52 AM,02:35 PM,06:34 AM,05:52 PM,22,28,28,26,27,79,79,2.4,1015,27,9,79,21,Dominica
2021-01-10,26,23,0.0,4.2,6,13,03:55 AM,03:30 PM,06:34 AM,05:52 PM,22,28,28,26,30,59,78,2.4,1016,26,10,79,24,Dominica
2021-01-11,27,24,0.0,8.7,6,6,04:58 AM,04:28 PM,06:35 AM,05:53 PM,21,28,28,26,32,48,74,1.9,1017,27,10,70,25,Dominica
2021-01-12,26,23,0.0,5.7,6,0,06:00 AM,05:29 PM,06:35 AM,05:53 PM,21,27,27,25,38,72,78,4.3,1016,26,9,70,29,Dominica
2021-01-13,26,23,0.0,7.2,6,0,06:59 AM,06:30 PM,06:35 AM,05:54 PM,21,27,27,25,29,63,78,3.4,1015,26,10,73,22,Dominica
2021-01-14,26,25,0.0,4.2,6,1,07:52 AM,07:29 PM,06:35 AM,05:54 PM,22,28,28,25,30,73,79,3.8,1014,26,10,84,23,Dominica
2021-01-15,26,25,0.0,4.2,6,8,08:40 AM,08:24 PM,06:35 AM,05:55 PM,22,28,28,26,30,76,79,4.6,1014,26,10,81,23,Dominica
2021-01-16,26,21,0.0,4.2,6,16,09:23 AM,09:17 PM,06:35 AM,05:56 PM,21,27,27,25,30,78,76,2.7,1014,26,9,80,23,Dominica
2021-01-17,26,22,0.0,5.7,6,23,10:02 AM,10:06 PM,06:36 AM,05:56 PM,21,27,27,25,26,52,76,3.3,1014,26,10,75,20,Dominica
2021-01-18,26,25,0.0,5.7,6,30,10:38 AM,10:54 PM,06:36 AM,05:57 PM,22,28,28,26,32,69,79,5.2,1015,26,10,75,24,Dominica
2021-01-19,26,25,0.0,5.7,6,38,11:14 AM,11:41 PM,06:36 AM,05:57 PM,21,28,28,26,33,71,77,2.1,1016,26,9,75,26,Dominica
2021-01-20,26,23,0.0,4.2,6,45,11:49 AM,No moonset,06:36 AM,05:58 PM,21,27,27,25,30,71,77,2.5,1014,26,10,70,23,Dominica
2021-01-21,26,25,0.0,5.7,6,52,12:24 PM,12:27 AM,06:36 AM,05:58 PM,21,27,27,25,21,54,76,1.0,1014,26,10,85,16,Dominica
2021-01-22,27,25,0.0,5.7,6,59,01:03 PM,01:15 AM,06:36 AM,05:59 PM,21,28,28,25,20,57,77,1.2,1014,27,10,82,15,Dominica
2021-01-23,26,24,0.0,5.7,6,67,01:44 PM,02:04 AM,06:36 AM,05:59 PM,21,27,27,25,21,58,77,1.4,1015,26,10,82,16,Dominica
2021-01-24,26,24,0.0,7.3,6,74,02:28 PM,02:55 AM,06:36 AM,06:00 PM,20,27,27,25,21,65,75,3.9,1014,26,10,63,16,Dominica
2021-01-25,26,24,0.0,8.7,6,81,03:17 PM,03:48 AM,06:36 AM,06:00 PM,20,27,27,25,22,62,75,1.5,1014,26,10,60,17,Dominica
2021-01-26,26,24,0.0,8.7,6,88,04:10 PM,04:42 AM,06:35 AM,06:01 PM,20,27,27,25,27,58,76,3.4,1015,26,10,70,21,Dominica
2021-01-27,26,23,0.0,10.2,6,96,05:07 PM,05:37 AM,06:35 AM,06:01 PM,20,26,26,25,28,51,73,0.4,1016,26,10,73,22,Dominica
2021-01-28,26,25,0.0,7.3,6,100,06:05 PM,06:29 AM,06:35 AM,06:02 PM,20,27,27,25,25,51,74,1.7,1014,26,10,87,19,Dominica
2021-01-29,26,24,0.0,11.6,6,90,07:04 PM,07:20 AM,06:35 AM,06:02 PM,20,27,27,25,17,26,73,0.2,1014,26,10,82,13,Dominica
2021-01-30,26,24,0.0,5.8,6,82,08:01 PM,08:07 AM,06:35 AM,06:03 PM,21,27,27,25,22,75,77,2.4,1015,26,10,77,17,Dominica
2021-01-31,26,25,0.0,5.8,6,79,08:58 PM,08:51 AM,06:35 AM,06:03 PM,21,28,28,25,31,79,77,2.6,1016,26,9,75,24,Dominica
2021-02-01,26,25,0.0,5.8,6,63,09:54 PM,09:34 AM,06:35 AM,06:04 PM,20,27,27,25,39,83,74,2.3,1015,26,9,87,30,Dominica
2021-02-02,26,25,0.0,5.9,6,55,10:50 PM,10:16 AM,06:34 AM,06:04 PM,20,27,27,25,39,81,73,2.2,1014,26,9,99,30,Dominica
2021-02-03,26,25,0.0,5.9,6,48,11:47 PM,10:59 AM,06:34 AM,06:05 PM,21,27,27,25,29,81,77,3.0,1014,26,9,96,22,Dominica
2021-02-04,26,25,0.0,8.7,6,40,No moonrise,11:43 AM,06:34 AM,06:05 PM,22,28,28,26,30,67,79,4.9,1015,26,9,98,23,Dominica
2021-02-05,26,25,0.0,5.9,6,33,12:45 AM,12:30 PM,06:34 AM,06:06 PM,21,27,27,25,27,80,75,2.1,1016,26,9,82,21,Dominica
2021-02-06,26,23,0.0,10.2,6,25,01:46 AM,01:22 PM,06:33 AM,06:06 PM,20,27,27,25,33,61,75,2.0,1016,26,10,74,26,Dominica
2021-02-07,26,24,0.0,8.7,6,18,02:47 AM,02:17 PM,06:33 AM,06:06 PM,20,27,27,25,34,50,74,2.0,1016,26,10,77,27,Dominica
