date_time,United%20States%2C%20Hawaii_maxtempC,United%20States%2C%20Hawaii_mintempC,United%20States%2C%20Hawaii_totalSnow_cm,United%20States%2C%20Hawaii_sunHour,United%20States%2C%20Hawaii_uvIndex,United%20States%2C%20Hawaii_moon_illumination,United%20States%2C%20Hawaii_moonrise,United%20States%2C%20Hawaii_moonset,United%20States%2C%20Hawaii_sunrise,United%20States%2C%20Hawaii_sunset,United%20States%2C%20Hawaii_DewPointC,United%20States%2C%20Hawaii_FeelsLikeC,United%20States%2C%20Hawaii_HeatIndexC,United%20States%2C%20Hawaii_WindChillC,United%20States%2C%20Hawaii_WindGustKmph,United%20States%2C%20Hawaii_cloudcover,United%20States%2C%20Hawaii_humidity,United%20States%2C%20Hawaii_precipMM,United%20States%2C%20Hawaii_pressure,United%20States%2C%20Hawaii_tempC,United%20States%2C%20Hawaii_visibility,United%20States%2C%20Hawaii_winddirDegree,United%20States%2C%20Hawaii_windspeedKmph,United%20States%2C%20Hawaii_location
2020-10-05,27,25,0.0,11.6,7,74,08:58 PM,09:34 AM,06:23 AM,06:14 PM,21,28,28,26,32,28,74,0.0,1014,27,10,70,25,United%20States%2C%20Hawaii
2020-10-06,26,25,0.0,11.6,6,67,09:40 PM,10:26 AM,06:23 AM,06:13 PM,21,28,28,26,23,59,76,0.7,1015,26,10,78,17,United%20States%2C%20Hawaii
2020-10-07,27,26,0.0,10.2,6,60,10:26 PM,11:20 AM,06:24 AM,06:12 PM,22,28,28,26,26,50,77,0.6,1016,27,10,72,20,United%20States%2C%20Hawaii
2020-10-08,26,25,0.0,11.6,6,53,11:16 PM,12:13 PM,06:24 AM,06:11 PM,21,28,28,26,27,52,75,0.3,1016,26,10,69,21,United%20States%2C%20Hawaii
2020-10-09,26,25,0.0,11.6,6,45,No moonrise,01:07 PM,06:24 AM,06:11 PM,20,28,28,26,19,45,73,0.5,1015,26,10,103,14,United%20States%2C%20Hawaii
2020-10-10,26,25,0.0,11.6,6,38,12:11 AM,01:59 PM,06:25 AM,06:10 PM,21,28,28,26,28,52,74,0.4,1016,26,10,80,21,United%20States%2C%20Hawaii
2020-10-11,27,25,0.0,8.8,6,31,01:10 AM,02:49 PM,06:25 AM,06:09 PM,21,28,28,26,27,64,77,2.8,1016,27,10,66,20,United%20States%2C%20Hawaii
2020-10-12,27,25,0.0,5.9,6,23,02:11 AM,03:36 PM,06:25 AM,06:08 PM,22,29,29,26,16,73,76,5.6,1015,27,10,62,12,United%20States%2C%20Hawaii
2020-10-13,27,26,0.0,7.3,6,16,03:13 AM,04:20 PM,06:26 AM,06:07 PM,21,28,28,26,29,71,76,8.5,1014,27,10,84,22,United%20States%2C%20Hawaii
2020-10-14,26,25,0.0,8.8,6,9,04:16 AM,05:04 PM,06:26 AM,06:06 PM,21,28,28,26,9,67,74,2.4,1012,26,10,168,6,United%20States%2C%20Hawaii
2020-10-15,27,25,0.0,11.6,7,2,05:19 AM,05:46 PM,06:27 AM,06:06 PM,20,28,28,26,6,20,68,0.0,1012,27,10,175,5,United%20States%2C%20Hawaii
2020-10-16,27,25,0.0,10.2,6,0,06:23 AM,06:29 PM,06:27 AM,06:05 PM,20,28,28,26,13,45,71,0.3,1013,27,10,169,9,United%20States%2C%20Hawaii
2020-10-17,27,26,0.0,10.2,6,0,07:28 AM,07:15 PM,06:27 AM,06:04 PM,21,29,29,26,8,50,73,0.5,1013,27,10,138,6,United%20States%2C%20Hawaii
2020-10-18,27,26,0.0,8.7,6,5,08:34 AM,08:03 PM,06:28 AM,06:03 PM,21,29,29,26,9,47,73,0.7,1012,27,10,183,6,United%20States%2C%20Hawaii
2020-10-19,26,25,0.0,5.9,6,13,09:41 AM,08:56 PM,06:28 AM,06:03 PM,22,28,28,26,16,75,78,26.0,1012,26,8,169,9,United%20States%2C%20Hawaii
2020-10-20,26,26,0.0,5.9,6,20,10:46 AM,09:52 PM,06:28 AM,06:02 PM,22,28,28,26,16,82,78,5.4,1012,26,10,167,11,United%20States%2C%20Hawaii
2020-10-21,26,25,0.0,11.6,7,27,11:48 AM,10:50 PM,06:29 AM,06:01 PM,20,28,28,26,15,36,73,0.1,1013,26,10,80,11,United%20States%2C%20Hawaii
2020-10-22,26,25,0.0,11.6,7,35,12:44 PM,11:48 PM,06:29 AM,06:01 PM,20,27,27,26,12,29,73,0.0,1013,26,10,81,9,United%20States%2C%20Hawaii
2020-10-23,26,25,0.0,10.2,6,42,01:35 PM,No moonset,06:30 AM,06:00 PM,20,27,27,26,7,39,71,0.2,1013,26,10,144,6,United%20States%2C%20Hawaii
2020-10-24,27,25,0.0,8.7,7,49,02:19 PM,12:45 AM,06:30 AM,05:59 PM,20,28,28,26,8,16,72,0.0,1013,27,10,46,6,United%20States%2C%20Hawaii
2020-10-25,27,26,0.0,8.7,6,56,02:59 PM,01:41 AM,06:31 AM,05:59 PM,21,28,28,26,9,51,75,0.4,1014,27,10,101,7,United%20States%2C%20Hawaii
2020-10-26,26,25,0.0,5.7,6,64,03:36 PM,02:33 AM,06:31 AM,05:58 PM,22,28,28,26,15,73,79,10.7,1015,26,9,139,11,United%20States%2C%20Hawaii
2020-10-27,27,21,0.0,4.2,6,71,04:09 PM,03:24 AM,06:32 AM,05:57 PM,21,27,27,25,14,78,71,19.9,1014,27,8,204,9,United%20States%2C%20Hawaii
2020-10-28,27,26,0.0,4.2,6,78,04:42 PM,04:13 AM,06:32 AM,05:57 PM,20,28,28,26,22,81,70,11.2,1012,27,9,236,15,United%20States%2C%20Hawaii
2020-10-29,25,24,0.0,4.2,5,85,05:14 PM,05:02 AM,06:32 AM,05:56 PM,19,26,26,25,11,68,71,9.4,1011,25,9,210,8,United%20States%2C%20Hawaii
2020-10-30,26,25,0.0,8.7,7,93,05:47 PM,05:50 AM,06:33 AM,05:56 PM,19,27,27,25,27,8,67,0.0,1012,26,10,252,20,United%20States%2C%20Hawaii
2020-10-31,26,24,0.0,5.7,6,97,06:21 PM,06:39 AM,06:33 AM,05:55 PM,20,27,27,25,15,72,72,3.2,1013,26,10,253,11,United%20States%2C%20Hawaii
2020-11-01,26,25,0.0,8.7,7,89,06:58 PM,07:30 AM,06:34 AM,05:54 PM,20,27,27,25,12,26,70,0.0,1015,26,10,136,9,United%20States%2C%20Hawaii
2020-11-02,26,25,0.0,4.2,6,81,07:39 PM,08:22 AM,06:34 AM,05:54 PM,21,28,28,26,22,57,76,0.5,1017,26,10,67,16,United%20States%2C%20Hawaii
2020-11-03,26,25,0.0,4.2,6,74,08:23 PM,09:15 AM,06:35 AM,05:53 PM,23,28,28,26,28,68,83,2.9,1017,26,10,67,21,United%20States%2C%20Hawaii
2020-11-04,26,26,0.0,4.2,6,66,09:12 PM,10:09 AM,06:36 AM,05:53 PM,22,28,28,26,16,73,80,5.7,1016,26,10,129,11,United%20States%2C%20Hawaii
2020-11-05,27,25,0.0,5.7,6,58,10:04 PM,11:02 AM,06:36 AM,05:53 PM,22,28,28,26,18,53,77,0.5,1016,27,10,115,13,United%20States%2C%20Hawaii
2020-11-06,26,25,0.0,4.2,6,51,11:00 PM,11:54 AM,06:37 AM,05:52 PM,21,28,28,26,26,77,76,2.0,1017,26,9,85,19,United%20States%2C%20Hawaii
2020-11-07,26,25,0.0,8.7,6,43,11:59 PM,12:43 PM,06:37 AM,05:52 PM,22,28,28,26,31,61,80,8.5,1015,26,10,84,22,United%20States%2C%20Hawaii
2020-11-08,26,25,0.0,8.7,6,36,No moonrise,01:30 PM,06:38 AM,05:51 PM,21,27,27,25,38,51,75,1.2,1015,26,10,79,28,United%20States%2C%20Hawaii
2020-11-09,26,23,0.0,4.2,6,28,12:58 AM,02:13 PM,06:38 AM,05:51 PM,21,27,27,25,44,54,77,3.3,1016,26,10,81,33,United%20States%2C%20Hawaii
2020-11-10,26,25,0.0,8.7,7,21,01:59 AM,02:55 PM,06:39 AM,05:51 PM,21,27,27,25,46,25,74,0.0,1019,26,10,74,35,United%20States%2C%20Hawaii
2020-11-11,26,23,0.0,8.7,6,13,02:59 AM,03:37 PM,06:39 AM,05:50 PM,20,27,27,25,59,43,73,0.7,1020,26,10,70,44,United%20States%2C%20Hawaii
2020-11-12,26,25,0.0,7.2,6,6,04:01 AM,04:18 PM,06:40 AM,05:50 PM,20,27,27,25,52,39,73,0.4,1020,26,10,73,40,United%20States%2C%20Hawaii
2020-11-13,26,23,0.0,5.7,6,0,05:05 AM,05:02 PM,06:41 AM,05:50 PM,20,27,27,25,48,68,76,3.0,1020,26,10,74,36,United%20States%2C%20Hawaii
2020-11-14,26,25,0.0,4.2,6,0,06:10 AM,05:49 PM,06:41 AM,05:49 PM,20,27,27,25,32,76,75,1.8,1019,26,9,78,24,United%20States%2C%20Hawaii
2020-11-15,25,24,0.0,4.2,5,0,07:17 AM,06:39 PM,06:42 AM,05:49 PM,20,26,26,25,25,72,76,3.3,1018,25,9,68,18,United%20States%2C%20Hawaii
2020-11-16,26,24,0.0,4.1,6,2,08:25 AM,07:35 PM,06:43 AM,05:49 PM,20,27,27,25,27,78,75,2.6,1017,26,9,58,20,United%20States%2C%20Hawaii
2020-11-17,25,25,0.0,4.1,6,9,09:31 AM,08:34 PM,06:43 AM,05:49 PM,21,27,27,25,33,70,80,2.4,1017,25,10,69,24,United%20States%2C%20Hawaii
2020-11-18,26,25,0.0,5.7,6,17,10:32 AM,09:35 PM,06:44 AM,05:48 PM,22,27,27,25,38,70,81,7.1,1017,26,10,73,27,United%20States%2C%20Hawaii
2020-11-19,25,20,0.0,5.7,5,24,11:27 AM,10:35 PM,06:44 AM,05:48 PM,21,26,26,24,48,71,80,7.1,1017,25,9,63,35,United%20States%2C%20Hawaii
2020-11-20,26,24,0.0,7.2,6,32,12:15 PM,11:33 PM,06:45 AM,05:48 PM,21,27,27,25,39,67,81,4.5,1017,26,10,70,28,United%20States%2C%20Hawaii
2020-11-21,26,25,0.0,4.1,6,39,12:58 PM,No moonset,06:46 AM,05:48 PM,21,27,27,25,54,72,80,2.1,1018,26,10,73,40,United%20States%2C%20Hawaii
2020-11-22,26,20,0.0,4.1,6,47,01:36 PM,12:27 AM,06:46 AM,05:48 PM,22,27,27,25,62,80,79,3.5,1018,26,10,77,45,United%20States%2C%20Hawaii
2020-11-23,25,25,0.0,4.1,5,54,02:11 PM,01:19 AM,06:47 AM,05:48 PM,21,27,27,25,52,82,80,6.0,1017,25,10,75,38,United%20States%2C%20Hawaii
2020-11-24,25,20,0.0,4.1,5,62,02:43 PM,02:09 AM,06:48 AM,05:48 PM,21,26,26,24,51,76,80,16.0,1017,25,9,72,34,United%20States%2C%20Hawaii
2020-11-25,25,25,0.0,5.7,5,70,03:16 PM,02:58 AM,06:48 AM,05:48 PM,21,27,27,25,38,65,80,10.8,1017,25,10,73,26,United%20States%2C%20Hawaii
2020-11-26,25,24,0.0,8.7,5,77,03:48 PM,03:46 AM,06:49 AM,05:48 PM,20,26,26,24,39,60,77,0.9,1018,25,10,65,29,United%20States%2C%20Hawaii
2020-11-27,24,24,0.0,4.1,5,85,04:21 PM,04:35 AM,06:50 AM,05:48 PM,19,26,26,24,42,73,75,1.6,1018,24,10,54,32,United%20States%2C%20Hawaii
2020-11-28,24,23,0.0,7.2,5,92,04:58 PM,05:25 AM,06:50 AM,05:48 PM,18,25,25,23,38,68,74,2.2,1017,24,9,42,29,United%20States%2C%20Hawaii
2020-11-29,24,23,0.0,4.1,5,100,05:37 PM,06:17 AM,06:51 AM,05:48 PM,19,25,25,23,33,61,74,1.2,1016,24,10,53,25,United%20States%2C%20Hawaii
2020-11-30,24,23,0.0,8.7,6,100,06:20 PM,07:10 AM,06:52 AM,05:48 PM,18,25,25,24,24,42,70,0.1,1016,24,10,59,18,United%20States%2C%20Hawaii
2020-12-01,24,23,0.0,8.7,6,89,07:08 PM,08:04 AM,06:52 AM,05:48 PM,17,25,25,23,18,30,67,0.0,1016,24,10,59,13,United%20States%2C%20Hawaii
2020-12-02,24,23,0.0,8.7,6,82,08:00 PM,08:58 AM,06:53 AM,05:48 PM,18,25,25,24,18,35,70,0.0,1017,24,10,81,13,United%20States%2C%20Hawaii
2020-12-03,25,24,0.0,4.1,5,75,08:56 PM,09:51 AM,06:54 AM,05:48 PM,21,26,26,24,20,57,80,0.6,1018,25,10,38,14,United%20States%2C%20Hawaii
2020-12-04,26,20,0.0,4.1,5,67,09:53 PM,10:41 AM,06:54 AM,05:49 PM,22,26,26,24,45,73,83,2.6,1018,26,10,57,33,United%20States%2C%20Hawaii
2020-12-05,25,25,0.0,7.2,6,60,10:51 PM,11:28 AM,06:55 AM,05:49 PM,20,27,27,25,21,55,76,0.4,1018,25,10,100,15,United%20States%2C%20Hawaii
2020-12-06,25,23,0.0,8.7,5,53,11:50 PM,12:11 PM,06:56 AM,05:49 PM,20,26,26,24,13,30,75,0.2,1018,25,10,148,10,United%20States%2C%20Hawaii
2020-12-07,25,25,0.0,7.2,5,46,No moonrise,12:53 PM,06:56 AM,05:49 PM,20,27,27,25,37,57,76,1.2,1018,25,10,72,27,United%20States%2C%20Hawaii
2020-12-08,25,21,0.0,5.6,5,38,12:48 AM,01:33 PM,06:57 AM,05:50 PM,20,26,26,24,38,69,75,1.8,1017,25,10,85,28,United%20States%2C%20Hawaii
2020-12-09,25,24,0.0,7.2,5,31,01:47 AM,02:12 PM,06:57 AM,05:50 PM,19,26,26,24,12,65,73,2.3,1016,25,10,137,9,United%20States%2C%20Hawaii
2020-12-10,25,24,0.0,8.7,5,24,02:47 AM,02:53 PM,06:58 AM,05:50 PM,19,26,26,24,11,46,73,1.3,1016,25,10,88,8,United%20States%2C%20Hawaii
2020-12-11,25,19,0.0,8.7,6,17,03:49 AM,03:36 PM,06:59 AM,05:50 PM,19,25,25,23,24,24,75,0.0,1017,25,10,65,17,United%20States%2C%20Hawaii
2020-12-12,25,18,0.0,8.7,5,9,04:54 AM,04:23 PM,06:59 AM,05:51 PM,20,25,25,23,46,49,74,0.8,1017,25,10,76,34,United%20States%2C%20Hawaii
2020-12-13,25,24,0.0,7.1,5,2,06:01 AM,05:17 PM,07:00 AM,05:51 PM,20,26,26,25,14,61,77,1.9,1016,25,10,104,10,United%20States%2C%20Hawaii
2020-12-14,25,24,0.0,8.7,5,0,07:08 AM,06:14 PM,07:00 AM,05:52 PM,20,26,26,25,23,47,77,1.8,1016,25,10,78,17,United%20States%2C%20Hawaii
2020-12-15,25,24,0.0,3.9,5,0,08:12 AM,07:15 PM,07:01 AM,05:52 PM,20,27,27,25,34,75,77,3.4,1016,25,10,87,25,United%20States%2C%20Hawaii
2020-12-16,25,24,0.0,8.7,5,5,09:12 AM,08:17 PM,07:02 AM,05:52 PM,21,27,27,25,39,66,79,3.0,1015,25,10,76,29,United%20States%2C%20Hawaii
2020-12-17,25,24,0.0,3.9,5,12,10:05 AM,09:18 PM,07:02 AM,05:53 PM,20,26,26,24,39,67,79,1.4,1014,25,10,61,29,United%20States%2C%20Hawaii
2020-12-18,25,24,0.0,3.9,5,20,10:52 AM,10:16 PM,07:03 AM,05:53 PM,20,26,26,24,59,80,76,5.3,1015,25,9,69,43,United%20States%2C%20Hawaii
2020-12-19,25,24,0.0,3.9,5,27,11:33 AM,11:10 PM,07:03 AM,05:54 PM,20,26,26,24,55,64,76,1.0,1016,25,10,72,41,United%20States%2C%20Hawaii
2020-12-20,25,24,0.0,3.9,5,34,12:09 PM,No moonset,07:04 AM,05:54 PM,21,26,26,24,40,73,81,2.3,1015,25,10,68,30,United%20States%2C%20Hawaii
2020-12-21,25,24,0.0,3.9,5,41,12:43 PM,12:02 AM,07:04 AM,05:55 PM,21,26,26,25,37,73,80,8.0,1016,25,9,79,26,United%20States%2C%20Hawaii
2020-12-22,25,23,0.0,3.9,5,49,01:16 PM,12:52 AM,07:05 AM,05:55 PM,20,26,26,24,20,71,79,2.2,1016,25,9,84,14,United%20States%2C%20Hawaii
2020-12-23,24,22,0.0,8.7,6,56,01:48 PM,01:41 AM,07:05 AM,05:56 PM,19,25,25,23,14,27,75,0.2,1016,24,10,128,10,United%20States%2C%20Hawaii
2020-12-24,24,23,0.0,7.1,5,63,02:21 PM,02:29 AM,07:06 AM,05:56 PM,19,26,26,24,34,38,76,0.5,1018,24,10,58,25,United%20States%2C%20Hawaii
2020-12-25,24,22,0.0,8.7,6,70,02:56 PM,03:19 AM,07:06 AM,05:57 PM,19,25,25,23,34,28,74,0.1,1019,24,10,69,25,United%20States%2C%20Hawaii
2020-12-26,24,24,0.0,3.9,5,78,03:34 PM,04:09 AM,07:07 AM,05:57 PM,20,26,26,24,39,65,77,4.1,1019,24,10,72,29,United%20States%2C%20Hawaii
2020-12-27,24,21,0.0,8.7,5,85,04:16 PM,05:02 AM,07:07 AM,05:58 PM,19,25,25,24,40,37,72,1.3,1019,24,10,86,29,United%20States%2C%20Hawaii
2020-12-28,25,23,0.0,8.7,6,92,05:03 PM,05:57 AM,07:07 AM,05:58 PM,18,26,26,24,12,3,71,0.0,1018,25,10,190,9,United%20States%2C%20Hawaii
2020-12-29,25,23,0.0,3.9,5,100,05:54 PM,06:51 AM,07:08 AM,05:59 PM,19,26,26,24,14,50,74,1.4,1018,25,10,119,10,United%20States%2C%20Hawaii
2020-12-30,24,22,0.0,10.9,5,100,06:49 PM,07:46 AM,07:08 AM,06:00 PM,19,25,25,23,28,43,77,2.6,1019,24,10,74,21,United%20States%2C%20Hawaii
2020-12-31,24,24,0.0,8.5,5,89,07:47 PM,08:37 AM,07:08 AM,06:00 PM,19,26,26,24,49,66,77,1.2,1020,24,10,64,36,United%20States%2C%20Hawaii
2021-01-01,24,24,0.0,8.5,5,79,08:46 PM,09:27 AM,07:09 AM,06:01 PM,19,26,26,24,57,69,76,2.4,1020,24,10,66,43,United%20States%2C%20Hawaii
2021-01-02,24,23,0.0,5.5,5,71,09:45 PM,10:11 AM,07:09 AM,06:01 PM,19,26,26,24,51,75,76,2.2,1020,24,10,68,38,United%20States%2C%20Hawaii
2021-01-03,24,22,0.0,8.5,5,64,10:43 PM,10:53 AM,07:09 AM,06:02 PM,19,25,25,24,44,59,76,1.7,1020,24,10,69,34,United%20States%2C%20Hawaii
2021-01-04,24,23,0.0,5.5,5,57,11:41 PM,11:33 AM,07:10 AM,06:03 PM,20,26,26,24,30,71,77,3.5,1019,24,10,74,22,United%20States%2C%20Hawaii
2021-01-05,24,23,0.0,5.5,5,50,No moonrise,12:11 PM,07:10 AM,06:03 PM,19,26,26,24,33,79,77,3.1,1019,24,9,69,24,United%20States%2C%20Hawaii
2021-01-06,24,23,0.0,5.5,5,42,12:39 AM,12:50 PM,07:10 AM,06:04 PM,19,26,26,24,40,75,75,2.9,1019,24,10,64,29,United%20States%2C%20Hawaii
2021-01-07,24,23,0.0,5.5,5,35,01:39 AM,01:31 PM,07:10 AM,06:05 PM,19,25,25,24,36,68,74,0.8,1018,24,10,73,27,United%20States%2C%20Hawaii
2021-01-08,24,23,0.0,11.0,6,28,02:40 AM,02:15 PM,07:10 AM,06:05 PM,17,25,25,23,11,23,70,0.1,1018,24,10,137,8,United%20States%2C%20Hawaii
2021-01-09,24,23,0.0,11.0,5,20,03:44 AM,03:04 PM,07:11 AM,06:06 PM,17,25,25,23,15,35,69,0.1,1017,24,10,57,11,United%20States%2C%20Hawaii
2021-01-10,24,23,0.0,10.1,5,13,04:48 AM,03:58 PM,07:11 AM,06:07 PM,19,25,25,23,25,55,76,1.5,1017,24,10,70,19,United%20States%2C%20Hawaii
2021-01-11,24,23,0.0,5.5,5,6,05:53 AM,04:56 PM,07:11 AM,06:07 PM,19,25,25,24,25,71,76,2.5,1017,24,10,83,18,United%20States%2C%20Hawaii
2021-01-12,24,23,0.0,8.5,5,0,06:55 AM,05:58 PM,07:11 AM,06:08 PM,19,26,26,24,15,62,76,2.0,1017,24,10,105,11,United%20States%2C%20Hawaii
2021-01-13,25,22,0.0,5.5,5,0,07:51 AM,07:00 PM,07:11 AM,06:09 PM,19,26,26,24,22,57,76,2.0,1016,25,10,197,16,United%20States%2C%20Hawaii
2021-01-14,24,22,0.0,8.5,5,1,08:41 AM,08:00 PM,07:11 AM,06:09 PM,20,25,25,23,23,68,80,4.6,1017,24,10,89,17,United%20States%2C%20Hawaii
2021-01-15,25,23,0.0,10.1,5,8,09:26 AM,08:57 PM,07:11 AM,06:10 PM,19,26,26,24,10,35,75,0.7,1017,25,10,163,7,United%20States%2C%20Hawaii
2021-01-16,25,23,0.0,10.1,5,16,10:05 AM,09:51 PM,07:11 AM,06:11 PM,19,26,26,24,19,58,76,1.0,1017,25,10,82,14,United%20States%2C%20Hawaii
2021-01-17,25,23,0.0,10.1,5,23,10:40 AM,10:42 PM,07:11 AM,06:11 PM,19,26,26,24,17,26,74,3.4,1016,25,10,256,12,United%20States%2C%20Hawaii
2021-01-18,22,21,0.0,5.5,5,30,11:14 AM,11:33 PM,07:11 AM,06:12 PM,18,22,24,22,59,80,78,8.2,1018,22,9,51,44,United%20States%2C%20Hawaii
2021-01-19,23,16,0.0,5.5,5,38,11:47 AM,No moonset,07:11 AM,06:13 PM,18,24,24,21,43,76,78,11.2,1015,23,9,57,31,United%20States%2C%20Hawaii
2021-01-20,24,23,0.0,7.0,5,45,12:19 PM,12:21 AM,07:11 AM,06:13 PM,19,25,25,23,41,74,76,14.4,1015,24,9,82,28,United%20States%2C%20Hawaii
2021-01-21,24,23,0.0,7.0,5,52,12:53 PM,01:11 AM,07:11 AM,06:14 PM,19,25,25,23,45,63,76,2.2,1016,24,10,77,33,United%20States%2C%20Hawaii
2021-01-22,23,23,0.0,7.0,5,59,01:30 PM,02:01 AM,07:11 AM,06:15 PM,18,25,25,23,53,61,72,0.5,1017,23,10,74,39,United%20States%2C%20Hawaii
2021-01-23,24,23,0.0,5.5,5,67,02:10 PM,02:52 AM,07:10 AM,06:15 PM,19,25,25,24,51,67,75,2.6,1015,24,10,80,38,United%20States%2C%20Hawaii
2021-01-24,25,23,0.0,5.5,5,74,02:54 PM,03:46 AM,07:10 AM,06:16 PM,19,26,26,24,42,73,75,4.7,1015,25,10,92,30,United%20States%2C%20Hawaii
2021-01-25,25,24,0.0,5.5,5,81,03:44 PM,04:40 AM,07:10 AM,06:17 PM,20,26,26,24,44,70,77,5.1,1015,25,10,95,32,United%20States%2C%20Hawaii
2021-01-26,24,24,0.0,5.5,5,88,04:37 PM,05:35 AM,07:10 AM,06:17 PM,19,26,26,24,47,77,77,6.1,1015,24,10,86,34,United%20States%2C%20Hawaii
2021-01-27,24,18,0.0,8.6,5,96,05:36 PM,06:28 AM,07:10 AM,06:18 PM,19,25,25,23,53,64,76,0.7,1015,24,10,82,39,United%20States%2C%20Hawaii
2021-01-28,23,22,0.0,8.6,5,100,06:35 PM,07:20 AM,07:09 AM,06:19 PM,18,25,25,23,55,50,73,0.4,1018,23,10,73,42,United%20States%2C%20Hawaii
2021-01-29,23,22,0.0,5.6,5,90,07:36 PM,08:07 AM,07:09 AM,06:19 PM,18,25,25,22,52,65,76,4.0,1018,23,10,71,39,United%20States%2C%20Hawaii
2021-01-30,23,21,0.0,8.6,5,82,08:36 PM,08:51 AM,07:09 AM,06:20 PM,18,25,25,23,45,51,76,2.3,1018,23,10,73,34,United%20States%2C%20Hawaii
2021-01-31,23,22,0.0,5.6,5,79,09:36 PM,09:32 AM,07:08 AM,06:20 PM,18,25,25,23,47,74,76,1.6,1016,23,9,73,35,United%20States%2C%20Hawaii
2021-02-01,23,22,0.0,5.6,5,63,10:34 PM,10:12 AM,07:08 AM,06:21 PM,18,25,25,23,24,62,75,1.4,1015,23,10,89,18,United%20States%2C%20Hawaii
2021-02-02,24,22,0.0,7.1,5,55,11:34 PM,10:51 AM,07:08 AM,06:22 PM,18,25,25,23,20,71,75,5.5,1014,24,10,180,15,United%20States%2C%20Hawaii
2021-02-03,22,20,0.0,5.6,5,48,No moonrise,11:31 AM,07:07 AM,06:22 PM,17,22,24,22,29,78,75,12.2,1013,22,9,245,20,United%20States%2C%20Hawaii
2021-02-04,21,19,0.0,11.2,5,40,12:34 AM,12:13 PM,07:07 AM,06:23 PM,13,20,20,20,27,30,67,0.1,1013,21,10,157,20,United%20States%2C%20Hawaii
2021-02-05,21,19,0.0,8.6,4,33,01:36 AM,12:59 PM,07:06 AM,06:23 PM,12,20,20,20,11,42,60,0.6,1012,21,10,300,7,United%20States%2C%20Hawaii
2021-02-06,22,19,0.0,11.2,6,25,02:38 AM,01:50 PM,07:06 AM,06:24 PM,12,20,21,20,8,14,61,0.0,1014,22,10,201,5,United%20States%2C%20Hawaii
2021-02-07,22,20,0.0,11.2,6,18,03:42 AM,02:45 PM,07:05 AM,06:25 PM,13,21,22,21,10,16,60,0.0,1016,22,10,120,7,United%20States%2C%20Hawaii
