date_time,China_maxtempC,China_mintempC,China_totalSnow_cm,China_sunHour,China_uvIndex,China_moon_illumination,China_moonrise,China_moonset,China_sunrise,China_sunset,China_DewPointC,China_FeelsLikeC,China_HeatIndexC,China_WindChillC,China_WindGustKmph,China_cloudcover,China_humidity,China_precipMM,China_pressure,China_tempC,China_visibility,China_winddirDegree,China_windspeedKmph,China_location
2020-11-27,5,-1,0.0,8.7,2,85,03:24 PM,03:53 AM,07:13 AM,04:51 PM,-11,0,3,0,13,6,32,0.0,1039,5,10,315,11,China
2020-11-28,4,-0,0.0,8.7,2,92,03:49 PM,04:51 AM,07:14 AM,04:51 PM,-13,0,2,0,8,44,32,0.0,1038,4,10,171,6,China
2020-11-29,5,0,0.0,8.7,2,100,04:17 PM,05:51 AM,07:15 AM,04:50 PM,-13,1,3,1,9,27,32,0.0,1034,5,10,195,8,China
2020-11-30,4,-0,0.0,8.7,2,100,04:50 PM,06:51 AM,07:16 AM,04:50 PM,-13,0,2,0,8,10,31,0.0,1039,4,10,131,7,China
2020-12-01,3,-0,0.0,8.7,2,89,05:28 PM,07:52 AM,07:17 AM,04:50 PM,-14,1,2,1,4,20,31,0.0,1039,3,10,86,3,China
2020-12-02,3,-1,0.0,3.5,1,82,06:13 PM,08:51 AM,07:18 AM,04:50 PM,-15,-1,1,-1,12,76,29,0.0,1037,3,10,190,9,China
2020-12-03,4,-1,0.0,8.7,2,75,07:06 PM,09:46 AM,07:19 AM,04:49 PM,-15,-1,2,-1,12,0,26,0.0,1040,4,10,334,10,China
2020-12-04,4,0,0.0,8.7,2,67,08:05 PM,10:36 AM,07:20 AM,04:49 PM,-15,-1,2,-1,12,0,26,0.0,1036,4,10,330,10,China
2020-12-05,2,-2,0.0,8.7,1,60,09:09 PM,11:21 AM,07:21 AM,04:49 PM,-14,0,1,0,5,21,29,0.0,1032,2,10,281,4,China
2020-12-06,5,0,0.0,8.7,2,53,10:15 PM,11:59 AM,07:22 AM,04:49 PM,-14,-1,1,-1,11,7,30,0.0,1031,5,10,143,9,China
2020-12-07,1,-2,0.0,8.7,2,46,11:24 PM,12:32 PM,07:23 AM,04:49 PM,-19,-5,-1,-5,16,3,24,0.0,1039,1,10,345,13,China
2020-12-08,-0,-5,0.0,7.0,1,38,No moonrise,01:03 PM,07:24 AM,04:49 PM,-18,-2,-1,-2,5,43,25,0.1,1033,-0,10,281,4,China
2020-12-09,5,-5,0.0,8.7,1,31,12:33 AM,01:32 PM,07:25 AM,04:49 PM,-15,0,1,0,3,20,28,0.0,1026,5,10,119,3,China
2020-12-10,7,3,0.0,8.7,2,24,01:45 AM,02:00 PM,07:25 AM,04:49 PM,-8,4,4,4,4,0,41,0.0,1025,7,10,259,4,China
2020-12-11,4,2,0.0,8.7,2,17,02:57 AM,02:30 PM,07:26 AM,04:49 PM,-9,1,3,1,6,6,42,0.0,1025,4,10,244,5,China
2020-12-12,4,1,0.0,8.7,1,9,04:11 AM,03:03 PM,07:27 AM,04:50 PM,-9,1,2,1,7,36,43,0.0,1022,4,10,161,5,China
2020-12-13,-2,-4,0.0,8.7,2,2,05:28 AM,03:41 PM,07:28 AM,04:50 PM,-23,-9,-3,-9,23,1,21,0.0,1033,-2,10,328,18,China
2020-12-14,1,-4,0.0,8.7,2,0,06:44 AM,04:27 PM,07:29 AM,04:50 PM,-22,-6,-2,-6,12,2,19,0.0,1037,1,10,290,11,China
2020-12-15,0,-5,0.0,7.0,1,0,07:57 AM,05:21 PM,07:29 AM,04:50 PM,-19,-4,-2,-4,5,17,23,0.0,1038,0,10,110,4,China
2020-12-16,3,-7,0.0,8.7,2,5,09:03 AM,06:22 PM,07:30 AM,04:51 PM,-16,-3,-0,-3,8,0,28,0.0,1038,3,10,248,7,China
2020-12-17,0,-5,0.0,7.0,1,12,09:58 AM,07:28 PM,07:31 AM,04:51 PM,-15,-2,-1,-2,5,27,32,0.0,1034,0,10,277,4,China
2020-12-18,2,-3,0.0,8.7,2,20,10:43 AM,08:35 PM,07:31 AM,04:51 PM,-15,-4,-1,-4,12,2,32,0.0,1039,2,10,90,10,China
2020-12-19,3,-4,0.0,8.7,2,27,11:20 AM,09:42 PM,07:32 AM,04:52 PM,-17,-1,-0,-1,3,2,26,0.0,1039,3,10,127,2,China
2020-12-20,5,-5,0.0,8.7,2,34,11:51 AM,10:45 PM,07:32 AM,04:52 PM,-13,-0,1,-0,5,1,34,0.0,1037,5,10,163,5,China
2020-12-21,3,-4,0.0,8.7,2,41,12:17 PM,11:46 PM,07:33 AM,04:53 PM,-12,1,1,1,3,1,35,0.0,1031,3,10,130,3,China
2020-12-22,4,-3,0.0,8.7,2,49,12:41 PM,No moonset,07:33 AM,04:53 PM,-10,1,2,1,3,5,40,0.0,1025,4,10,138,3,China
2020-12-23,3,0,0.0,8.7,2,56,01:05 PM,12:45 AM,07:34 AM,04:54 PM,-15,-1,2,-1,18,10,28,0.0,1024,3,10,255,14,China
2020-12-24,4,-2,0.0,8.7,2,63,01:28 PM,01:43 AM,07:34 AM,04:54 PM,-18,-2,1,-2,14,0,22,0.0,1027,4,10,287,12,China
2020-12-25,5,-3,0.0,8.7,2,70,01:52 PM,02:41 AM,07:35 AM,04:55 PM,-15,2,2,2,3,1,26,0.0,1024,5,10,141,3,China
2020-12-26,4,-2,0.0,7.0,1,78,02:18 PM,03:41 AM,07:35 AM,04:56 PM,-14,0,1,0,5,16,32,0.0,1023,4,10,76,4,China
2020-12-27,5,0,0.0,7.0,1,85,02:49 PM,04:40 AM,07:35 AM,04:56 PM,-11,2,3,2,4,25,37,0.0,1022,5,10,184,3,China
2020-12-28,1,-3,0.0,5.2,1,92,03:26 PM,05:42 AM,07:36 AM,04:57 PM,-9,-3,-1,-3,9,53,56,0.0,1029,1,10,100,8,China
2020-12-29,-10,-11,0.0,8.7,2,100,04:08 PM,06:41 AM,07:36 AM,04:58 PM,-31,-18,-9,-18,31,18,16,0.0,1043,-10,10,337,25,China
2020-12-30,-4,-12,0.0,8.7,2,100,04:59 PM,07:40 AM,07:36 AM,04:58 PM,-27,-15,-9,-15,18,1,20,0.0,1040,-4,10,321,15,China
2020-12-31,2,-5,0.0,8.7,2,89,05:57 PM,08:32 AM,07:36 AM,04:59 PM,-23,-3,-2,-3,5,0,19,0.0,1032,2,10,291,4,China
2021-01-01,-1,-6,0.0,8.7,2,79,07:01 PM,09:20 AM,07:36 AM,05:00 PM,-24,-4,-3,-4,4,5,18,0.0,1028,-1,10,57,4,China
2021-01-02,-1,-6,0.0,8.7,2,71,08:08 PM,10:00 AM,07:37 AM,05:01 PM,-20,-6,-4,-6,6,10,28,0.0,1033,-1,10,53,5,China
2021-01-03,-4,-7,0.0,8.7,2,64,09:17 PM,10:35 AM,07:37 AM,05:02 PM,-21,-7,-5,-7,6,27,26,0.0,1036,-4,10,56,5,China
2021-01-04,-3,-7,0.0,8.7,2,57,10:25 PM,11:07 AM,07:37 AM,05:03 PM,-23,-10,-5,-10,18,15,23,0.0,1037,-3,10,195,13,China
2021-01-05,-3,-9,0.0,8.7,2,50,11:35 PM,11:35 AM,07:37 AM,05:04 PM,-25,-11,-6,-11,17,7,20,0.0,1039,-3,10,293,13,China
2021-01-06,-13,-23,0.0,8.7,2,42,No moonrise,12:03 PM,07:37 AM,05:04 PM,-34,-23,-14,-23,35,6,16,0.0,1039,-13,10,319,28,China
2021-01-07,-9,-18,0.0,8.7,2,35,12:44 AM,12:31 PM,07:37 AM,05:05 PM,-32,-21,-13,-21,24,8,19,0.0,1037,-9,10,297,18,China
2021-01-08,-6,-15,0.0,8.7,2,28,01:55 AM,01:01 PM,07:36 AM,05:06 PM,-25,-14,-9,-14,19,7,25,0.0,1032,-6,10,308,14,China
2021-01-09,1,-9,0.0,8.7,2,20,03:08 AM,01:36 PM,07:36 AM,05:07 PM,-19,-7,-4,-7,9,4,29,0.0,1031,1,10,322,7,China
2021-01-10,-2,-5,0.0,7.0,1,13,04:22 AM,02:17 PM,07:36 AM,05:08 PM,-19,-7,-4,-7,11,35,29,0.0,1033,-2,10,190,8,China
2021-01-11,-0,-5,0.0,8.7,2,6,05:36 AM,03:05 PM,07:36 AM,05:10 PM,-19,-5,-3,-5,7,27,29,0.0,1028,-0,10,311,5,China
2021-01-12,0,-6,0.0,8.7,2,0,06:43 AM,04:02 PM,07:36 AM,05:11 PM,-18,-4,-3,-4,5,18,29,0.0,1014,0,10,122,4,China
2021-01-13,4,-1,0.0,8.7,2,0,07:44 AM,05:07 PM,07:35 AM,05:12 PM,-17,-2,1,-2,15,4,26,0.0,1017,4,10,216,10,China
2021-01-14,-1,-4,0.0,3.7,1,1,08:33 AM,06:14 PM,07:35 AM,05:13 PM,-10,-4,-2,-4,9,59,53,0.0,1017,-1,10,120,7,China
2021-01-15,-0,-4,0.0,8.7,2,8,09:15 AM,07:22 PM,07:35 AM,05:14 PM,-16,-6,-2,-6,17,2,35,0.0,1025,-0,10,335,13,China
2021-01-16,-3,-6,0.0,8.7,2,16,09:49 AM,08:28 PM,07:34 AM,05:15 PM,-23,-9,-4,-9,17,2,23,0.0,1036,-3,10,258,14,China
2021-01-17,0,-5,0.0,8.7,2,23,10:17 AM,09:32 PM,07:34 AM,05:16 PM,-21,-4,-3,-4,8,10,22,0.0,1028,0,10,196,5,China
2021-01-18,1,-3,0.0,8.7,2,30,10:43 AM,10:32 PM,07:33 AM,05:17 PM,-17,-5,-1,-5,14,9,29,0.0,1026,1,10,138,10,China
2021-01-19,-6,-9,1.3,3.7,1,38,11:07 AM,11:32 PM,07:33 AM,05:18 PM,-12,-10,-7,-10,8,83,70,1.6,1031,-6,6,160,7,China
2021-01-20,2,-8,0.0,8.7,1,45,11:30 AM,No moonset,07:32 AM,05:19 PM,-9,-2,-2,-2,3,19,57,0.0,1025,2,10,252,3,China
2021-01-21,6,-1,0.0,8.7,2,52,11:54 AM,12:30 AM,07:32 AM,05:21 PM,-8,1,2,1,3,16,47,0.0,1022,6,10,232,2,China
2021-01-22,2,-2,0.0,7.0,1,59,12:19 PM,01:29 AM,07:31 AM,05:22 PM,-11,0,1,0,5,29,40,0.0,1026,2,10,82,4,China
2021-01-23,6,-2,0.0,8.7,2,67,12:48 PM,02:28 AM,07:30 AM,05:23 PM,-8,2,2,2,2,23,50,0.0,1025,6,10,195,2,China
2021-01-24,5,-1,0.0,8.7,2,74,01:21 PM,03:29 AM,07:30 AM,05:24 PM,-5,2,2,2,4,4,57,0.0,1026,5,10,88,3,China
2021-01-25,4,0,0.3,5.4,1,81,02:01 PM,04:29 AM,07:29 AM,05:25 PM,-7,1,2,1,4,62,50,0.5,1026,4,8,146,3,China
2021-01-26,8,-2,0.0,8.7,2,88,02:48 PM,05:28 AM,07:28 AM,05:27 PM,-8,3,4,3,6,5,43,0.0,1027,8,10,245,5,China
2021-01-27,1,-1,0.0,3.8,1,96,03:44 PM,06:23 AM,07:28 AM,05:28 PM,-17,-1,0,-1,5,58,27,0.0,1025,1,10,153,4,China
2021-01-28,-3,-8,0.0,8.7,2,100,04:47 PM,07:13 AM,07:27 AM,05:29 PM,-28,-11,-5,-11,28,5,16,0.0,1029,-3,10,302,23,China
2021-01-29,1,-6,0.0,8.7,2,90,05:54 PM,07:57 AM,07:26 AM,05:30 PM,-24,-5,-2,-5,6,4,16,0.0,1023,1,10,90,5,China
2021-01-30,6,-1,0.0,8.7,2,82,07:05 PM,08:35 AM,07:25 AM,05:31 PM,-14,2,3,2,5,2,30,0.0,1023,6,10,149,4,China
2021-01-31,4,-3,0.0,8.7,2,79,08:15 PM,09:08 AM,07:24 AM,05:33 PM,-7,-0,1,-0,6,5,57,0.0,1020,4,10,113,5,China
2021-02-01,-1,-5,0.0,8.7,2,63,09:26 PM,09:38 AM,07:23 AM,05:34 PM,-22,-8,-2,-8,32,2,20,0.0,1025,-1,10,294,23,China
2021-02-02,1,-5,0.0,8.7,2,55,10:36 PM,10:06 AM,07:22 AM,05:35 PM,-24,-5,-2,-5,11,3,16,0.0,1029,1,10,244,10,China
2021-02-03,5,-6,0.0,8.7,2,48,11:47 PM,10:34 AM,07:21 AM,05:36 PM,-21,-3,0,-3,12,5,19,0.0,1024,5,10,146,10,China
2021-02-04,8,-2,0.0,8.7,2,40,No moonrise,11:04 AM,07:20 AM,05:37 PM,-15,3,4,3,5,1,23,0.0,1025,8,10,217,4,China
2021-02-05,11,1,0.0,8.7,3,33,12:59 AM,11:37 AM,07:19 AM,05:39 PM,-14,6,6,6,6,22,23,0.0,1015,11,10,220,4,China
2021-02-06,9,4,0.0,8.7,2,25,02:11 AM,12:14 PM,07:18 AM,05:40 PM,-10,4,6,4,21,23,31,0.0,1017,9,10,281,14,China
2021-02-07,8,2,0.0,8.7,3,18,03:23 AM,12:58 PM,07:17 AM,05:41 PM,-8,4,5,4,6,4,40,0.0,1031,8,10,170,5,China
