date_time,Palestine_maxtempC,Palestine_mintempC,Palestine_totalSnow_cm,Palestine_sunHour,Palestine_uvIndex,Palestine_moon_illumination,Palestine_moonrise,Palestine_moonset,Palestine_sunrise,Palestine_sunset,Palestine_DewPointC,Palestine_FeelsLikeC,Palestine_HeatIndexC,Palestine_WindChillC,Palestine_WindGustKmph,Palestine_cloudcover,Palestine_humidity,Palestine_precipMM,Palestine_pressure,Palestine_tempC,Palestine_visibility,Palestine_winddirDegree,Palestine_windspeedKmph,Palestine_location
2020-11-15,17,14,0.0,8.7,4,0,06:06 AM,05:01 PM,06:08 AM,04:39 PM,11,15,16,15,35,48,72,2.2,1016,17,10,281,24,Palestine
2020-11-16,17,13,0.0,3.9,4,2,07:19 AM,05:50 PM,06:09 AM,04:39 PM,10,15,15,15,5,64,72,0.8,1018,17,10,269,4,Palestine
2020-11-17,18,15,0.0,8.7,5,9,08:29 AM,06:44 PM,06:10 AM,04:38 PM,8,16,16,16,11,19,59,0.2,1020,18,10,82,7,Palestine
2020-11-18,20,12,0.0,8.7,5,17,09:35 AM,07:44 PM,06:10 AM,04:38 PM,5,17,17,17,24,4,44,0.0,1017,20,10,75,15,Palestine
2020-11-19,20,15,0.0,8.7,5,24,10:32 AM,08:46 PM,06:11 AM,04:37 PM,8,18,17,18,13,5,53,0.0,1013,20,10,156,8,Palestine
2020-11-20,18,8,0.0,8.7,4,32,11:22 AM,09:49 PM,06:12 AM,04:37 PM,10,14,15,14,21,33,68,1.1,1011,18,10,240,14,Palestine
2020-11-21,15,9,0.0,8.7,4,39,12:04 PM,10:49 PM,06:13 AM,04:37 PM,8,10,13,10,39,25,72,0.6,1015,15,10,252,25,Palestine
2020-11-22,17,10,0.0,8.7,5,47,12:39 PM,11:47 PM,06:14 AM,04:36 PM,10,15,15,15,6,20,74,0.1,1021,17,10,202,4,Palestine
2020-11-23,18,12,0.0,8.7,5,54,01:11 PM,No moonset,06:15 AM,04:36 PM,10,15,16,15,7,1,65,0.0,1020,18,10,90,5,Palestine
2020-11-24,19,15,0.0,8.7,4,62,01:40 PM,12:43 AM,06:16 AM,04:36 PM,5,17,17,17,9,27,48,0.0,1015,19,10,132,6,Palestine
2020-11-25,16,13,0.0,5.4,4,70,02:07 PM,01:37 AM,06:17 AM,04:35 PM,9,14,15,14,23,56,68,0.9,1011,16,10,280,14,Palestine
2020-11-26,13,12,0.0,5.4,3,77,02:34 PM,02:30 AM,06:17 AM,04:35 PM,10,10,12,10,40,73,86,9.0,1013,13,9,257,26,Palestine
2020-11-27,15,8,0.0,8.7,3,85,03:03 PM,03:24 AM,06:18 AM,04:35 PM,9,13,13,13,7,28,75,0.1,1017,15,10,115,5,Palestine
2020-11-28,17,13,0.0,5.4,4,92,03:33 PM,04:18 AM,06:19 AM,04:35 PM,7,15,15,15,10,56,61,1.5,1017,17,10,136,7,Palestine
2020-11-29,18,13,0.0,8.7,5,100,04:06 PM,05:14 AM,06:20 AM,04:35 PM,8,16,15,16,7,12,62,0.1,1019,18,10,76,5,Palestine
2020-11-30,18,14,0.0,8.7,4,100,04:43 PM,06:10 AM,06:21 AM,04:35 PM,8,15,15,15,5,17,61,0.0,1016,18,10,156,4,Palestine
2020-12-01,17,11,0.0,8.7,4,89,05:26 PM,07:07 AM,06:22 AM,04:35 PM,8,15,15,15,5,14,62,0.3,1013,17,10,198,4,Palestine
2020-12-02,17,12,0.0,8.7,5,82,06:14 PM,08:04 AM,06:22 AM,04:34 PM,7,15,15,15,5,4,57,0.0,1017,17,10,218,4,Palestine
2020-12-03,17,9,0.0,8.7,5,75,07:08 PM,08:58 AM,06:23 AM,04:34 PM,8,14,15,14,11,4,63,0.0,1018,17,10,60,7,Palestine
2020-12-04,17,14,0.0,8.7,4,67,08:06 PM,09:48 AM,06:24 AM,04:34 PM,8,15,15,15,9,18,61,0.0,1016,17,10,169,6,Palestine
2020-12-05,15,14,0.0,5.4,3,60,09:08 PM,10:34 AM,06:25 AM,04:35 PM,8,14,14,14,13,57,68,3.5,1016,15,9,294,9,Palestine
2020-12-06,15,13,0.0,8.7,4,53,10:11 PM,11:15 AM,06:26 AM,04:35 PM,9,14,14,14,9,18,72,0.0,1017,15,10,238,6,Palestine
2020-12-07,17,12,0.0,7.1,3,46,11:15 PM,11:53 AM,06:26 AM,04:35 PM,6,14,14,14,11,20,58,0.0,1018,17,10,160,6,Palestine
2020-12-08,17,12,0.0,8.7,4,38,No moonrise,12:27 PM,06:27 AM,04:35 PM,8,14,15,14,30,19,62,0.2,1018,17,10,225,19,Palestine
2020-12-09,15,8,0.0,3.8,3,31,12:19 AM,01:01 PM,06:28 AM,04:35 PM,10,11,12,11,24,70,78,1.2,1022,15,10,286,15,Palestine
2020-12-10,18,11,0.0,8.7,5,24,01:24 AM,01:35 PM,06:29 AM,04:35 PM,8,15,15,15,7,0,65,0.0,1020,18,10,95,5,Palestine
2020-12-11,18,13,0.0,8.7,5,17,02:31 AM,02:11 PM,06:29 AM,04:35 PM,5,16,16,16,6,0,48,0.0,1017,18,10,160,4,Palestine
2020-12-12,19,14,0.0,8.7,5,9,03:41 AM,02:50 PM,06:30 AM,04:36 PM,2,17,17,17,11,21,38,0.0,1015,19,10,162,7,Palestine
2020-12-13,22,17,0.0,8.7,6,2,04:52 AM,03:35 PM,06:31 AM,04:36 PM,3,19,20,19,19,27,35,0.0,1012,22,10,177,11,Palestine
2020-12-14,19,14,0.0,8.7,4,0,06:04 AM,04:26 PM,06:31 AM,04:36 PM,5,17,17,17,32,32,47,1.6,1008,19,10,236,19,Palestine
2020-12-15,14,7,0.0,8.7,4,0,07:13 AM,05:24 PM,06:32 AM,04:37 PM,5,10,12,10,38,29,61,0.7,1011,14,10,228,25,Palestine
2020-12-16,13,11,0.0,5.4,3,5,08:16 AM,06:26 PM,06:33 AM,04:37 PM,8,9,12,9,41,65,80,1.1,1015,13,10,258,26,Palestine
2020-12-17,14,8,0.0,7.1,3,12,09:11 AM,07:31 PM,06:33 AM,04:37 PM,9,10,12,10,23,61,84,1.1,1018,14,10,269,15,Palestine
2020-12-18,15,6,0.0,5.4,3,20,09:57 AM,08:34 PM,06:34 AM,04:38 PM,10,12,13,12,8,59,84,0.4,1021,15,10,164,5,Palestine
2020-12-19,17,11,0.0,8.7,4,27,10:36 AM,09:35 PM,06:34 AM,04:38 PM,10,14,15,14,6,2,72,0.0,1022,17,10,88,5,Palestine
2020-12-20,18,13,0.0,8.7,5,34,11:11 AM,10:33 PM,06:35 AM,04:39 PM,8,15,15,15,7,3,62,0.0,1021,18,10,77,4,Palestine
2020-12-21,18,14,0.0,8.7,5,41,11:41 AM,11:29 PM,06:35 AM,04:39 PM,8,16,16,16,6,3,59,0.0,1020,18,10,129,4,Palestine
2020-12-22,16,11,0.0,8.7,4,49,12:09 PM,No moonset,06:36 AM,04:40 PM,8,13,13,13,14,9,72,0.0,1018,16,10,291,9,Palestine
2020-12-23,13,10,0.0,3.8,3,56,12:37 PM,12:23 AM,06:36 AM,04:40 PM,9,10,12,10,19,60,82,1.1,1018,13,10,282,12,Palestine
2020-12-24,13,5,0.0,8.7,3,63,01:04 PM,01:17 AM,06:37 AM,04:41 PM,8,8,11,8,28,41,79,0.7,1018,13,10,278,18,Palestine
2020-12-25,14,6,0.0,8.7,4,70,01:34 PM,02:10 AM,06:37 AM,04:41 PM,7,11,12,11,13,1,69,0.0,1021,14,10,87,9,Palestine
2020-12-26,14,9,0.0,8.7,4,78,02:05 PM,03:05 AM,06:38 AM,04:42 PM,2,10,12,10,32,1,52,0.0,1021,14,10,79,19,Palestine
2020-12-27,14,10,0.0,8.7,4,85,02:41 PM,04:01 AM,06:38 AM,04:43 PM,2,10,12,10,32,4,52,0.0,1020,14,10,82,19,Palestine
2020-12-28,14,8,0.0,8.7,4,92,03:22 PM,04:58 AM,06:38 AM,04:43 PM,4,9,10,9,20,10,63,0.0,1019,14,10,76,11,Palestine
2020-12-29,15,9,0.0,8.7,4,100,04:08 PM,05:56 AM,06:39 AM,04:44 PM,3,13,13,13,13,0,51,0.0,1019,15,10,67,8,Palestine
2020-12-30,15,10,0.0,8.7,4,100,05:01 PM,06:51 AM,06:39 AM,04:45 PM,4,11,13,11,24,1,54,0.0,1018,15,10,79,14,Palestine
2020-12-31,16,11,0.0,8.7,4,89,05:59 PM,07:44 AM,06:39 AM,04:45 PM,6,13,13,13,17,5,60,0.0,1017,16,10,71,10,Palestine
2021-01-01,17,12,0.0,8.7,4,79,07:01 PM,08:32 AM,06:39 AM,04:46 PM,9,15,15,15,9,4,68,0.0,1017,17,10,49,6,Palestine
2021-01-02,16,12,0.0,8.7,4,71,08:04 PM,09:16 AM,06:40 AM,04:47 PM,7,14,14,14,19,6,62,0.0,1018,16,10,71,11,Palestine
2021-01-03,17,12,0.0,8.7,5,64,09:08 PM,09:54 AM,06:40 AM,04:48 PM,8,15,15,15,16,25,62,0.0,1017,17,10,101,9,Palestine
2021-01-04,17,13,0.0,8.7,5,57,10:12 PM,10:29 AM,06:40 AM,04:48 PM,9,15,15,15,15,4,65,0.0,1018,17,10,70,9,Palestine
2021-01-05,18,13,0.0,8.7,5,50,11:16 PM,11:03 AM,06:40 AM,04:49 PM,8,15,16,15,14,7,62,0.0,1018,18,10,58,8,Palestine
2021-01-06,18,14,0.0,7.1,4,42,No moonrise,11:36 AM,06:40 AM,04:50 PM,8,16,16,16,14,22,60,0.0,1021,18,10,67,9,Palestine
2021-01-07,19,14,0.0,8.7,5,35,12:20 AM,12:09 PM,06:40 AM,04:51 PM,7,16,16,16,10,6,54,0.0,1020,19,10,60,6,Palestine
2021-01-08,16,12,0.0,8.7,3,28,01:26 AM,12:46 PM,06:40 AM,04:52 PM,-2,13,14,13,24,31,33,0.0,1019,16,10,81,14,Palestine
2021-01-09,16,11,0.0,8.7,4,20,02:34 AM,01:27 PM,06:40 AM,04:52 PM,0,13,14,13,19,6,40,0.0,1019,16,10,74,11,Palestine
2021-01-10,18,13,0.0,8.7,5,13,03:44 AM,02:13 PM,06:40 AM,04:53 PM,5,16,16,16,8,4,51,0.0,1021,18,10,88,5,Palestine
2021-01-11,19,15,0.0,8.7,5,6,04:52 AM,03:07 PM,06:40 AM,04:54 PM,7,16,16,16,8,11,54,0.0,1023,19,10,66,5,Palestine
2021-01-12,19,14,0.0,8.7,4,0,05:57 AM,04:06 PM,06:40 AM,04:55 PM,3,16,16,16,14,26,41,0.0,1021,19,10,115,8,Palestine
2021-01-13,20,15,0.0,7.1,4,0,06:56 AM,05:10 PM,06:40 AM,04:56 PM,4,17,17,17,28,53,42,0.1,1014,20,10,193,16,Palestine
2021-01-14,12,10,0.0,7.1,3,1,07:47 AM,06:15 PM,06:40 AM,04:57 PM,7,8,11,8,55,59,76,1.1,1011,12,10,264,37,Palestine
2021-01-15,11,5,0.0,3.8,2,8,08:30 AM,07:18 PM,06:40 AM,04:58 PM,7,7,9,7,26,65,81,1.4,1016,11,10,256,16,Palestine
2021-01-16,12,6,0.0,8.7,4,16,09:07 AM,08:19 PM,06:39 AM,04:59 PM,4,8,10,8,27,7,64,0.0,1014,12,10,224,16,Palestine
2021-01-17,12,8,0.0,8.7,3,23,09:40 AM,09:17 PM,06:39 AM,05:00 PM,4,6,10,6,61,25,65,0.6,1013,12,10,249,37,Palestine
2021-01-18,10,6,0.0,5.6,2,30,10:09 AM,10:12 PM,06:39 AM,05:00 PM,5,5,8,5,50,55,79,2.9,1018,10,10,253,31,Palestine
2021-01-19,11,2,0.0,8.7,2,38,10:37 AM,11:07 PM,06:39 AM,05:01 PM,2,4,8,4,53,27,67,1.7,1017,11,10,246,33,Palestine
2021-01-20,7,4,0.0,7.1,2,45,11:05 AM,No moonset,06:38 AM,05:02 PM,3,1,6,1,60,49,77,7.2,1021,7,10,287,38,Palestine
2021-01-21,9,5,0.0,8.7,3,52,11:33 AM,12:00 AM,06:38 AM,05:03 PM,1,6,7,6,14,18,66,0.2,1029,9,10,120,9,Palestine
2021-01-22,11,7,0.0,8.7,3,59,12:04 PM,12:55 AM,06:38 AM,05:04 PM,-2,7,9,7,23,5,49,0.0,1026,11,10,75,15,Palestine
2021-01-23,12,6,0.0,8.7,3,67,12:37 PM,01:50 AM,06:37 AM,05:05 PM,-6,7,9,7,20,18,34,0.0,1021,12,10,74,12,Palestine
2021-01-24,15,8,0.0,8.7,4,74,01:16 PM,02:47 AM,06:37 AM,05:06 PM,-0,11,11,11,5,1,46,0.0,1020,15,10,82,3,Palestine
2021-01-25,14,10,0.0,8.7,4,81,02:00 PM,03:44 AM,06:36 AM,05:07 PM,3,12,12,12,4,2,57,0.0,1020,14,10,287,3,Palestine
2021-01-26,14,7,0.0,5.6,3,88,02:50 PM,04:40 AM,06:36 AM,05:08 PM,2,11,11,11,6,51,53,0.0,1020,14,10,127,4,Palestine
2021-01-27,15,11,0.0,8.7,4,96,03:47 PM,05:35 AM,06:35 AM,05:09 PM,1,12,13,12,13,11,46,0.0,1013,15,10,172,7,Palestine
2021-01-28,11,6,0.0,5.6,2,100,04:48 PM,06:25 AM,06:35 AM,05:10 PM,5,6,9,6,33,50,73,1.6,1016,11,9,271,21,Palestine
2021-01-29,8,6,0.0,7.1,2,90,05:53 PM,07:11 AM,06:34 AM,05:11 PM,3,3,7,3,52,47,76,1.8,1016,8,10,252,31,Palestine
2021-01-30,11,3,0.0,7.1,2,82,06:58 PM,07:53 AM,06:34 AM,05:12 PM,4,5,8,5,38,44,73,0.8,1019,11,10,234,23,Palestine
2021-01-31,14,5,0.0,8.7,4,79,08:04 PM,08:30 AM,06:33 AM,05:13 PM,4,8,11,8,31,8,58,0.0,1018,14,10,239,19,Palestine
2021-02-01,17,7,0.0,8.7,5,63,09:09 PM,09:05 AM,06:32 AM,05:14 PM,5,14,14,14,17,0,53,0.0,1018,17,10,92,9,Palestine
2021-02-02,17,13,0.0,8.7,5,55,10:14 PM,09:38 AM,06:32 AM,05:14 PM,3,15,15,15,24,5,44,0.0,1016,17,10,79,13,Palestine
2021-02-03,19,14,0.0,8.7,5,48,11:19 PM,10:11 AM,06:31 AM,05:15 PM,6,16,16,16,14,12,52,0.0,1013,19,10,95,8,Palestine
2021-02-04,15,12,0.0,5.6,3,40,No moonrise,10:46 AM,06:30 AM,05:16 PM,9,13,14,13,10,57,72,2.8,1012,15,10,85,6,Palestine
2021-02-05,13,10,0.0,4.1,3,33,12:26 AM,11:25 AM,06:30 AM,05:17 PM,10,10,11,10,16,80,89,23.4,1013,13,8,247,10,Palestine
2021-02-06,14,11,0.0,8.7,4,25,01:33 AM,12:08 PM,06:29 AM,05:18 PM,10,12,12,12,14,36,85,0.0,1020,14,9,286,9,Palestine
2021-02-07,17,8,0.0,8.7,5,18,02:40 AM,12:58 PM,06:28 AM,05:19 PM,10,14,14,14,3,5,75,0.0,1021,17,10,219,3,Palestine
