date_time,Solomon%20Islands_maxtempC,Solomon%20Islands_mintempC,Solomon%20Islands_totalSnow_cm,Solomon%20Islands_sunHour,Solomon%20Islands_uvIndex,Solomon%20Islands_moon_illumination,Solomon%20Islands_moonrise,Solomon%20Islands_moonset,Solomon%20Islands_sunrise,Solomon%20Islands_sunset,Solomon%20Islands_DewPointC,Solomon%20Islands_FeelsLikeC,Solomon%20Islands_HeatIndexC,Solomon%20Islands_WindChillC,Solomon%20Islands_WindGustKmph,Solomon%20Islands_cloudcover,Solomon%20Islands_humidity,Solomon%20Islands_precipMM,Solomon%20Islands_pressure,Solomon%20Islands_tempC,Solomon%20Islands_visibility,Solomon%20Islands_winddirDegree,Solomon%20Islands_windspeedKmph,Solomon%20Islands_location
2020-10-25,30,25,0.0,11.9,6,56,01:29 PM,01:31 AM,05:53 AM,06:16 PM,23,30,30,27,10,45,81,8.2,1010,30,9,113,7,Solomon%20Islands
2020-10-26,29,25,0.0,9.2,6,64,02:18 PM,02:16 AM,05:52 AM,06:16 PM,24,30,30,27,9,72,82,9.5,1009,29,9,112,6,Solomon%20Islands
2020-10-27,29,25,0.0,7.9,6,71,03:05 PM,02:58 AM,05:52 AM,06:16 PM,24,30,30,27,7,78,82,9.4,1009,29,9,113,5,Solomon%20Islands
2020-10-28,30,25,0.0,12.6,6,78,03:50 PM,03:38 AM,05:52 AM,06:16 PM,24,31,31,27,6,38,82,2.9,1009,30,10,118,5,Solomon%20Islands
2020-10-29,29,26,0.0,7.9,6,85,04:34 PM,04:15 AM,05:52 AM,06:16 PM,24,31,31,27,17,72,83,18.4,1008,29,8,114,11,Solomon%20Islands
2020-10-30,27,24,0.0,7.9,6,93,05:18 PM,04:52 AM,05:51 AM,06:17 PM,23,29,29,26,12,78,88,46.1,1008,27,7,98,7,Solomon%20Islands
2020-10-31,28,24,0.0,7.9,6,97,06:02 PM,05:29 AM,05:51 AM,06:17 PM,23,29,29,26,8,76,84,7.9,1010,28,8,246,6,Solomon%20Islands
2020-11-01,30,25,0.0,11.9,6,89,06:48 PM,06:07 AM,05:51 AM,06:17 PM,23,31,31,27,8,52,81,1.9,1011,30,10,133,6,Solomon%20Islands
2020-11-02,30,26,0.0,10.6,6,81,07:35 PM,06:47 AM,05:50 AM,06:17 PM,24,31,31,28,14,68,81,22.1,1010,30,8,101,9,Solomon%20Islands
2020-11-03,28,24,0.0,7.9,6,74,08:24 PM,07:30 AM,05:50 AM,06:17 PM,24,29,29,26,16,76,89,53.8,1010,28,6,119,10,Solomon%20Islands
2020-11-04,30,24,0.0,12.7,6,66,09:16 PM,08:15 AM,05:50 AM,06:18 PM,22,30,30,27,11,51,78,13.2,1010,30,9,111,8,Solomon%20Islands
2020-11-05,30,26,0.0,10.6,6,58,10:08 PM,09:05 AM,05:50 AM,06:18 PM,23,31,31,27,10,63,78,7.0,1010,30,9,108,7,Solomon%20Islands
2020-11-06,30,26,0.0,10.6,6,51,11:01 PM,09:57 AM,05:50 AM,06:18 PM,23,31,31,27,7,68,79,9.8,1010,30,9,148,5,Solomon%20Islands
2020-11-07,29,25,0.0,9.2,6,43,11:53 PM,10:50 AM,05:49 AM,06:18 PM,24,30,30,27,9,68,83,36.0,1011,29,7,202,5,Solomon%20Islands
2020-11-08,29,25,0.0,12.7,6,36,No moonrise,11:46 AM,05:49 AM,06:19 PM,23,31,31,27,6,46,80,7.3,1010,29,10,111,4,Solomon%20Islands
2020-11-09,30,25,0.0,7.9,6,28,12:43 AM,12:41 PM,05:49 AM,06:19 PM,23,31,31,27,7,79,79,5.3,1009,30,9,142,5,Solomon%20Islands
2020-11-10,30,26,0.0,7.9,6,21,01:33 AM,01:37 PM,05:49 AM,06:19 PM,24,31,31,27,11,77,81,17.7,1009,30,9,248,7,Solomon%20Islands
2020-11-11,29,25,0.0,10.6,6,13,02:20 AM,02:31 PM,05:49 AM,06:20 PM,23,31,31,27,14,51,80,14.6,1009,29,9,256,9,Solomon%20Islands
2020-11-12,29,26,0.0,11.9,6,6,03:07 AM,03:27 PM,05:49 AM,06:20 PM,23,31,31,27,8,54,80,8.5,1009,29,9,259,5,Solomon%20Islands
2020-11-13,29,25,0.0,7.9,6,0,03:54 AM,04:23 PM,05:49 AM,06:20 PM,23,31,31,27,8,70,80,22.9,1010,29,8,176,5,Solomon%20Islands
2020-11-14,30,26,0.0,11.9,6,0,04:42 AM,05:22 PM,05:49 AM,06:21 PM,24,32,32,28,7,58,80,6.4,1011,30,9,118,5,Solomon%20Islands
2020-11-15,31,26,0.0,11.9,6,0,05:34 AM,06:23 PM,05:49 AM,06:21 PM,24,32,32,28,19,53,80,12.5,1011,31,9,111,13,Solomon%20Islands
2020-11-16,30,26,0.0,10.6,6,2,06:28 AM,07:27 PM,05:49 AM,06:21 PM,24,32,32,28,23,52,82,20.5,1010,30,8,111,15,Solomon%20Islands
2020-11-17,30,26,0.0,9.3,6,9,07:26 AM,08:30 PM,05:49 AM,06:22 PM,24,32,32,28,13,72,80,14.0,1009,30,9,103,9,Solomon%20Islands
2020-11-18,30,26,0.0,8.0,6,17,08:26 AM,09:33 PM,05:49 AM,06:22 PM,24,31,31,27,21,75,81,18.9,1008,30,8,118,14,Solomon%20Islands
2020-11-19,30,26,0.0,9.3,6,24,09:27 AM,10:31 PM,05:49 AM,06:23 PM,24,31,31,28,23,60,79,15.1,1007,30,9,115,15,Solomon%20Islands
2020-11-20,29,23,0.0,9.3,6,32,10:26 AM,11:25 PM,05:49 AM,06:23 PM,24,30,30,27,24,70,83,18.5,1008,29,9,103,15,Solomon%20Islands
2020-11-21,29,21,0.0,11.9,6,39,11:21 AM,No moonset,05:49 AM,06:23 PM,22,29,29,26,8,53,79,4.1,1008,29,10,111,6,Solomon%20Islands
2020-11-22,29,25,0.0,12.8,6,47,12:13 PM,12:13 AM,05:49 AM,06:24 PM,22,30,30,27,9,48,76,0.1,1008,29,10,130,7,Solomon%20Islands
2020-11-23,29,25,0.0,9.3,6,54,01:02 PM,12:57 AM,05:49 AM,06:24 PM,23,30,30,27,7,69,81,19.1,1008,29,9,113,5,Solomon%20Islands
2020-11-24,29,25,0.0,10.6,6,62,01:48 PM,01:37 AM,05:49 AM,06:25 PM,23,30,30,27,7,59,79,15.3,1007,29,9,188,5,Solomon%20Islands
2020-11-25,25,22,0.0,8.0,5,70,02:32 PM,02:15 AM,05:49 AM,06:25 PM,22,27,27,24,16,79,87,57.3,1008,25,7,81,9,Solomon%20Islands
2020-11-26,28,20,0.0,9.3,6,77,03:16 PM,02:52 AM,05:49 AM,06:26 PM,22,28,28,25,7,72,79,6.5,1008,28,9,200,5,Solomon%20Islands
2020-11-27,29,25,0.0,8.0,6,85,03:59 PM,03:29 AM,05:50 AM,06:26 PM,23,30,30,27,6,78,79,14.7,1008,29,8,184,5,Solomon%20Islands
2020-11-28,30,25,0.0,8.0,6,92,04:44 PM,04:06 AM,05:50 AM,06:27 PM,23,31,31,27,9,79,79,3.2,1008,30,9,102,7,Solomon%20Islands
2020-11-29,30,26,0.0,11.9,6,100,05:32 PM,04:46 AM,05:50 AM,06:27 PM,23,31,31,28,8,50,76,5.7,1008,30,10,115,6,Solomon%20Islands
2020-11-30,29,26,0.0,12.8,6,100,06:20 PM,05:28 AM,05:50 AM,06:28 PM,23,31,31,28,8,62,79,22.5,1009,29,8,122,5,Solomon%20Islands
2020-12-01,31,25,0.0,11.9,6,89,07:11 PM,06:13 AM,05:50 AM,06:28 PM,23,31,31,28,15,43,74,2.5,1009,31,10,118,11,Solomon%20Islands
2020-12-02,30,26,0.0,9.3,6,82,08:04 PM,07:01 AM,05:51 AM,06:29 PM,24,31,31,27,20,68,81,12.0,1008,30,9,111,14,Solomon%20Islands
2020-12-03,29,25,0.0,11.9,6,75,08:57 PM,07:53 AM,05:51 AM,06:29 PM,23,30,30,27,19,66,79,14.7,1008,29,9,113,13,Solomon%20Islands
2020-12-04,24,21,0.0,8.0,5,67,09:50 PM,08:46 AM,05:51 AM,06:30 PM,22,26,26,23,9,74,91,79.6,1010,24,7,157,7,Solomon%20Islands
2020-12-05,26,21,0.0,8.0,5,60,10:40 PM,09:42 AM,05:52 AM,06:30 PM,23,27,27,24,7,84,88,25.8,1010,26,7,127,4,Solomon%20Islands
2020-12-06,27,25,0.0,8.0,6,53,11:30 PM,10:36 AM,05:52 AM,06:31 PM,23,29,29,26,6,79,86,37.0,1010,27,7,154,3,Solomon%20Islands
2020-12-07,28,25,0.0,9.3,6,46,No moonrise,11:30 AM,05:52 AM,06:31 PM,24,30,30,27,10,74,84,39.6,1010,28,7,215,5,Solomon%20Islands
2020-12-08,29,26,0.0,8.0,6,38,12:16 AM,12:23 PM,05:53 AM,06:32 PM,24,30,30,27,7,87,83,22.6,1010,29,8,129,4,Solomon%20Islands
2020-12-09,29,25,0.0,8.0,6,31,01:01 AM,01:17 PM,05:53 AM,06:32 PM,23,31,31,27,8,72,81,25.7,1009,29,8,212,5,Solomon%20Islands
2020-12-10,29,25,0.0,10.6,6,24,01:46 AM,02:10 PM,05:53 AM,06:33 PM,23,30,30,27,8,71,81,12.0,1008,29,9,152,6,Solomon%20Islands
2020-12-11,30,26,0.0,12.8,6,17,02:32 AM,03:06 PM,05:54 AM,06:33 PM,23,31,31,28,9,52,77,3.2,1007,30,10,239,7,Solomon%20Islands
2020-12-12,30,25,0.0,12.8,6,9,03:20 AM,04:04 PM,05:54 AM,06:34 PM,22,30,30,27,8,30,74,0.5,1006,30,10,215,6,Solomon%20Islands
2020-12-13,30,25,0.0,9.3,6,2,04:11 AM,05:05 PM,05:54 AM,06:34 PM,23,31,31,27,9,72,79,8.5,1006,30,9,203,6,Solomon%20Islands
2020-12-14,30,25,0.0,10.6,6,0,05:07 AM,06:08 PM,05:55 AM,06:35 PM,24,31,31,27,11,70,81,17.1,1006,30,8,273,7,Solomon%20Islands
2020-12-15,30,26,0.0,8.0,6,0,06:06 AM,07:12 PM,05:55 AM,06:35 PM,24,31,31,28,16,81,81,29.0,1007,30,7,274,9,Solomon%20Islands
2020-12-16,30,26,0.0,8.0,6,5,07:07 AM,08:13 PM,05:56 AM,06:36 PM,24,32,32,28,18,78,82,32.9,1006,30,8,258,11,Solomon%20Islands
2020-12-17,29,26,0.0,11.9,6,12,08:08 AM,09:11 PM,05:56 AM,06:36 PM,24,31,31,27,11,62,81,14.4,1005,29,9,204,7,Solomon%20Islands
2020-12-18,30,26,0.0,10.6,6,20,09:07 AM,10:03 PM,05:57 AM,06:37 PM,24,32,32,28,15,55,81,20.0,1006,30,8,257,9,Solomon%20Islands
2020-12-19,30,26,0.0,11.9,6,27,10:02 AM,10:50 PM,05:57 AM,06:37 PM,23,31,31,27,15,71,80,18.1,1006,30,8,259,9,Solomon%20Islands
2020-12-20,30,25,0.0,11.9,6,34,10:54 AM,11:33 PM,05:58 AM,06:38 PM,23,31,31,27,11,47,77,7.3,1006,30,10,241,8,Solomon%20Islands
2020-12-21,30,25,0.0,12.8,6,41,11:42 AM,No moonset,05:58 AM,06:38 PM,22,30,30,27,8,25,75,0.3,1006,30,10,209,6,Solomon%20Islands
2020-12-22,30,26,0.0,9.3,6,49,12:27 PM,12:13 AM,05:58 AM,06:39 PM,24,31,31,27,6,71,81,13.3,1007,30,9,187,4,Solomon%20Islands
2020-12-23,30,26,0.0,8.0,6,56,01:12 PM,12:50 AM,05:59 AM,06:39 PM,24,31,31,27,6,74,81,19.6,1007,30,8,188,4,Solomon%20Islands
2020-12-24,30,25,0.0,11.9,6,63,01:55 PM,01:28 AM,05:59 AM,06:40 PM,23,31,31,27,7,61,78,9.1,1007,30,9,168,5,Solomon%20Islands
2020-12-25,30,26,0.0,9.1,6,70,02:40 PM,02:04 AM,06:00 AM,06:40 PM,23,31,31,28,8,67,77,16.2,1007,30,9,181,5,Solomon%20Islands
2020-12-26,28,25,0.0,7.6,6,78,03:26 PM,02:43 AM,06:01 AM,06:41 PM,23,30,30,27,8,74,82,17.2,1008,28,8,206,5,Solomon%20Islands
2020-12-27,30,26,0.0,6.2,6,85,04:14 PM,03:24 AM,06:01 AM,06:41 PM,24,32,32,28,8,74,81,22.8,1008,30,8,231,5,Solomon%20Islands
2020-12-28,29,26,0.0,6.2,6,92,05:04 PM,04:08 AM,06:02 AM,06:42 PM,24,30,30,27,7,77,83,21.8,1007,29,8,174,5,Solomon%20Islands
2020-12-29,28,22,0.0,6.2,6,100,05:57 PM,04:55 AM,06:02 AM,06:42 PM,23,30,30,26,6,75,82,25.4,1007,28,8,122,4,Solomon%20Islands
2020-12-30,30,25,0.0,8.9,6,100,06:51 PM,05:47 AM,06:03 AM,06:43 PM,23,30,30,27,8,61,78,16.7,1008,30,9,82,6,Solomon%20Islands
2020-12-31,30,25,0.0,10.3,6,89,07:45 PM,06:40 AM,06:03 AM,06:43 PM,23,30,30,27,9,53,80,14.6,1008,30,9,107,6,Solomon%20Islands
2021-01-01,30,25,0.0,11.6,6,79,08:37 PM,07:36 AM,06:04 AM,06:43 PM,23,31,31,28,10,30,75,1.1,1008,30,10,111,8,Solomon%20Islands
2021-01-02,30,25,0.0,11.6,7,71,09:27 PM,08:32 AM,06:04 AM,06:44 PM,22,30,30,27,10,30,75,2.4,1008,30,10,93,7,Solomon%20Islands
2021-01-03,30,26,0.0,10.2,6,64,10:15 PM,09:27 AM,06:05 AM,06:44 PM,22,31,31,28,7,23,73,0.2,1007,30,10,104,5,Solomon%20Islands
2021-01-04,29,27,0.0,10.3,6,57,11:00 PM,10:20 AM,06:05 AM,06:45 PM,24,31,31,27,13,64,81,8.3,1008,29,10,18,9,Solomon%20Islands
2021-01-05,30,26,0.0,11.6,6,50,11:45 PM,11:13 AM,06:06 AM,06:45 PM,22,31,31,28,6,22,72,0.1,1008,30,10,103,5,Solomon%20Islands
2021-01-06,31,26,0.0,11.6,6,42,No moonrise,12:05 PM,06:06 AM,06:45 PM,22,31,31,28,12,16,72,0.1,1007,31,10,109,9,Solomon%20Islands
2021-01-07,30,26,0.0,8.9,6,35,12:28 AM,12:58 PM,06:07 AM,06:46 PM,23,31,31,28,9,33,76,3.2,1006,30,10,115,7,Solomon%20Islands
2021-01-08,30,26,0.0,6.2,6,28,01:14 AM,01:53 PM,06:07 AM,06:46 PM,24,32,32,28,11,78,80,28.5,1007,30,7,129,6,Solomon%20Islands
2021-01-09,29,24,0.0,8.9,6,20,02:02 AM,02:50 PM,06:08 AM,06:46 PM,22,29,29,27,7,67,78,18.8,1007,29,9,117,5,Solomon%20Islands
2021-01-10,30,25,0.0,8.9,6,13,02:54 AM,03:51 PM,06:08 AM,06:47 PM,23,31,31,27,11,44,77,3.3,1008,30,10,126,8,Solomon%20Islands
2021-01-11,30,26,0.0,8.9,6,6,03:50 AM,04:53 PM,06:09 AM,06:47 PM,23,31,31,28,10,69,76,10.5,1007,30,9,119,7,Solomon%20Islands
2021-01-12,28,26,0.0,7.5,6,0,04:49 AM,05:55 PM,06:09 AM,06:47 PM,24,31,31,27,10,72,85,43.9,1007,28,6,273,5,Solomon%20Islands
2021-01-13,28,24,0.0,6.2,6,0,05:50 AM,06:54 PM,06:10 AM,06:47 PM,23,29,29,26,5,82,84,75.7,1008,28,8,143,3,Solomon%20Islands
2021-01-14,30,25,0.0,11.6,6,1,06:50 AM,07:50 PM,06:10 AM,06:48 PM,23,31,31,27,8,38,76,0.6,1007,30,10,44,7,Solomon%20Islands
2021-01-15,30,26,0.0,11.6,7,8,07:48 AM,08:40 PM,06:11 AM,06:48 PM,23,31,31,28,6,21,74,0.1,1006,30,10,59,5,Solomon%20Islands
2021-01-16,29,26,0.0,6.2,6,16,08:42 AM,09:26 PM,06:11 AM,06:48 PM,23,31,31,27,9,52,80,20.2,1007,29,8,51,5,Solomon%20Islands
2021-01-17,30,25,0.0,6.2,6,23,09:32 AM,10:07 PM,06:12 AM,06:48 PM,23,31,31,27,8,68,78,3.9,1008,30,9,108,6,Solomon%20Islands
2021-01-18,31,26,0.0,11.6,6,30,10:19 AM,10:46 PM,06:12 AM,06:48 PM,24,32,32,28,14,48,79,1.1,1008,31,10,105,11,Solomon%20Islands
2021-01-19,30,26,0.0,10.2,6,38,11:05 AM,11:24 PM,06:13 AM,06:49 PM,23,31,31,28,10,49,78,3.4,1009,30,10,115,8,Solomon%20Islands
2021-01-20,29,26,0.0,6.2,6,45,11:49 AM,No moonset,06:13 AM,06:49 PM,24,31,31,27,6,75,80,13.4,1009,29,9,130,4,Solomon%20Islands
2021-01-21,28,26,0.0,7.5,6,52,12:33 PM,12:01 AM,06:14 AM,06:49 PM,24,31,31,27,12,63,82,20.0,1008,28,8,222,7,Solomon%20Islands
2021-01-22,29,23,0.0,10.2,6,59,01:19 PM,12:39 AM,06:14 AM,06:49 PM,22,29,29,27,13,42,76,1.5,1008,29,10,195,10,Solomon%20Islands
2021-01-23,29,25,0.0,11.6,7,67,02:06 PM,01:19 AM,06:15 AM,06:49 PM,21,29,29,27,9,16,70,0.0,1007,29,10,322,7,Solomon%20Islands
2021-01-24,29,24,0.0,11.6,7,74,02:55 PM,02:01 AM,06:15 AM,06:49 PM,21,29,29,27,8,1,71,0.0,1007,29,10,253,6,Solomon%20Islands
2021-01-25,30,25,0.0,11.6,7,81,03:47 PM,02:47 AM,06:16 AM,06:49 PM,22,29,29,27,9,5,73,0.0,1007,30,10,274,7,Solomon%20Islands
2021-01-26,30,26,0.0,11.6,7,88,04:40 PM,03:37 AM,06:16 AM,06:49 PM,23,31,31,28,15,18,76,0.0,1005,30,10,286,12,Solomon%20Islands
2021-01-27,28,26,0.0,6.2,6,96,05:35 PM,04:29 AM,06:16 AM,06:49 PM,24,31,31,27,24,69,84,23.0,1004,28,8,282,15,Solomon%20Islands
2021-01-28,27,26,0.0,6.2,6,100,06:28 PM,05:25 AM,06:17 AM,06:49 PM,24,30,30,27,24,75,87,42.0,1003,27,7,280,15,Solomon%20Islands
2021-01-29,29,26,0.0,6.2,6,90,07:21 PM,06:22 AM,06:17 AM,06:49 PM,24,31,31,27,31,78,87,63.1,1004,29,6,282,18,Solomon%20Islands
2021-01-30,28,21,0.0,7.5,6,82,08:10 PM,07:19 AM,06:17 AM,06:49 PM,24,30,30,26,21,76,86,50.2,1005,28,7,282,12,Solomon%20Islands
2021-01-31,29,26,0.0,11.6,6,79,08:57 PM,08:14 AM,06:18 AM,06:49 PM,24,31,31,27,18,63,84,33.9,1004,29,8,292,10,Solomon%20Islands
2021-02-01,27,23,0.0,6.2,6,63,09:43 PM,09:09 AM,06:18 AM,06:49 PM,24,30,30,26,38,86,87,46.3,1003,27,7,305,20,Solomon%20Islands
2021-02-02,28,26,0.0,7.5,6,55,10:27 PM,10:02 AM,06:19 AM,06:49 PM,24,31,31,27,38,73,88,54.8,1004,28,6,287,20,Solomon%20Islands
2021-02-03,26,19,0.0,6.2,6,48,11:13 PM,10:55 AM,06:19 AM,06:49 PM,24,28,28,25,26,91,90,51.3,1006,26,6,283,15,Solomon%20Islands
2021-02-04,25,22,0.0,6.2,5,40,12:00 AM,11:49 AM,06:19 AM,06:49 PM,23,27,27,24,17,90,93,62.8,1006,25,6,272,11,Solomon%20Islands
2021-02-05,28,21,0.0,6.1,6,33,No moonrise,12:45 PM,06:20 AM,06:48 PM,24,30,30,26,23,83,86,44.9,1007,28,7,295,14,Solomon%20Islands
2021-02-06,29,25,0.0,7.5,6,25,12:49 AM,01:43 PM,06:20 AM,06:48 PM,23,31,31,27,13,65,80,15.5,1006,29,9,295,9,Solomon%20Islands
2021-02-07,29,26,0.0,6.1,6,18,01:42 AM,02:42 PM,06:20 AM,06:48 PM,24,31,31,27,24,77,83,31.5,1006,29,8,272,14,Solomon%20Islands
