date_time,Paraguay_maxtempC,Paraguay_mintempC,Paraguay_totalSnow_cm,Paraguay_sunHour,Paraguay_uvIndex,Paraguay_moon_illumination,Paraguay_moonrise,Paraguay_moonset,Paraguay_sunrise,Paraguay_sunset,Paraguay_DewPointC,Paraguay_FeelsLikeC,Paraguay_HeatIndexC,Paraguay_WindChillC,Paraguay_WindGustKmph,Paraguay_cloudcover,Paraguay_humidity,Paraguay_precipMM,Paraguay_pressure,Paraguay_tempC,Paraguay_visibility,Paraguay_winddirDegree,Paraguay_windspeedKmph,Paraguay_location
2020-11-11,32,21,0.0,10.9,6,13,03:28 AM,03:30 PM,05:56 AM,07:14 PM,21,28,28,26,7,68,76,4.0,1010,32,7,207,5,Paraguay
2020-11-12,34,22,0.0,13.6,8,6,04:07 AM,04:34 PM,05:56 AM,07:14 PM,17,30,30,29,14,18,54,0.0,1009,34,10,166,9,Paraguay
2020-11-13,38,23,0.0,13.6,8,0,04:47 AM,05:41 PM,05:56 AM,07:15 PM,17,33,33,31,9,12,46,0.0,1007,38,10,97,6,Paraguay
2020-11-14,37,24,0.0,13.6,8,0,05:29 AM,06:48 PM,05:55 AM,07:16 PM,19,34,34,31,15,15,50,2.5,1005,37,10,58,10,Paraguay
2020-11-15,30,22,0.0,10.9,6,0,06:14 AM,07:58 PM,05:55 AM,07:17 PM,22,28,28,26,15,64,82,62.0,1008,30,7,89,9,Paraguay
2020-11-16,30,23,0.0,10.9,6,2,07:05 AM,09:07 PM,05:55 AM,07:17 PM,20,28,28,26,18,65,71,1.6,1008,30,10,166,12,Paraguay
2020-11-17,31,21,0.0,13.6,7,9,08:00 AM,10:12 PM,05:54 AM,07:18 PM,15,27,27,25,21,6,57,0.0,1008,31,10,168,14,Paraguay
2020-11-18,28,19,0.0,13.7,6,17,08:59 AM,11:13 PM,05:54 AM,07:19 PM,11,23,23,23,22,23,50,0.0,1010,28,10,186,15,Paraguay
2020-11-19,30,18,0.0,13.7,7,24,10:01 AM,No moonset,05:54 AM,07:19 PM,12,25,25,24,19,6,50,0.0,1013,30,10,172,13,Paraguay
2020-11-20,31,20,0.0,13.7,7,32,11:01 AM,12:05 AM,05:53 AM,07:20 PM,13,27,27,26,16,7,49,0.0,1012,31,10,160,10,Paraguay
2020-11-21,35,20,0.0,13.7,8,39,12:00 PM,12:51 AM,05:53 AM,07:21 PM,14,29,29,28,12,6,48,0.0,1010,35,10,179,8,Paraguay
2020-11-22,37,22,0.0,13.7,8,47,12:55 PM,01:31 AM,05:53 AM,07:22 PM,13,32,32,30,11,2,39,0.0,1012,37,10,139,8,Paraguay
2020-11-23,38,24,0.0,13.7,8,54,01:48 PM,02:07 AM,05:53 AM,07:22 PM,13,33,33,32,19,2,36,0.0,1010,38,10,59,12,Paraguay
2020-11-24,40,25,0.0,13.7,8,62,02:39 PM,02:39 AM,05:53 AM,07:23 PM,14,34,34,33,24,1,35,0.0,1008,40,10,48,16,Paraguay
2020-11-25,40,26,0.0,13.7,9,70,03:30 PM,03:10 AM,05:52 AM,07:24 PM,16,36,36,34,25,8,37,0.0,1006,40,10,118,17,Paraguay
2020-11-26,39,22,0.0,13.3,7,77,04:20 PM,03:41 AM,05:52 AM,07:25 PM,18,32,32,31,28,33,50,4.5,1007,39,10,145,18,Paraguay
2020-11-27,33,22,0.0,13.3,6,85,05:11 PM,04:11 AM,05:52 AM,07:25 PM,21,30,30,27,11,44,73,16.5,1009,33,9,67,7,Paraguay
2020-11-28,39,24,0.0,13.3,7,92,06:03 PM,04:43 AM,05:52 AM,07:26 PM,20,34,34,31,18,28,55,2.2,1008,39,10,125,12,Paraguay
2020-11-29,39,26,0.0,12.1,7,100,06:57 PM,05:19 AM,05:52 AM,07:27 PM,20,36,36,33,14,55,52,1.3,1008,39,10,164,9,Paraguay
2020-11-30,27,22,0.0,8.6,5,100,07:52 PM,05:58 AM,05:52 AM,07:28 PM,20,27,27,25,23,59,77,4.3,1010,27,10,157,15,Paraguay
2020-12-01,33,20,0.0,12.1,6,89,08:46 PM,06:40 AM,05:52 AM,07:28 PM,20,28,28,27,10,50,73,0.0,1009,33,7,192,7,Paraguay
2020-12-02,29,22,0.0,9.8,6,82,09:41 PM,07:29 AM,05:52 AM,07:29 PM,22,28,28,25,31,72,86,95.7,1004,29,6,91,17,Paraguay
2020-12-03,31,22,0.0,11.0,6,75,10:33 PM,08:21 AM,05:52 AM,07:30 PM,22,29,29,26,13,54,78,16.2,1006,31,8,205,10,Paraguay
2020-12-04,22,17,0.0,8.6,5,67,11:21 PM,09:18 AM,05:52 AM,07:30 PM,20,21,23,21,23,90,91,33.9,1011,22,7,132,13,Paraguay
2020-12-05,29,20,0.0,13.8,7,60,No moonrise,10:17 AM,05:53 AM,07:31 PM,17,25,25,24,21,23,66,0.1,1015,29,10,165,15,Paraguay
2020-12-06,30,19,0.0,13.8,7,53,12:06 AM,11:17 AM,05:53 AM,07:32 PM,17,25,25,24,17,6,66,0.0,1014,30,10,183,13,Paraguay
2020-12-07,32,20,0.0,13.8,7,46,12:47 AM,12:17 PM,05:53 AM,07:33 PM,17,28,28,26,14,1,62,0.0,1012,32,10,182,10,Paraguay
2020-12-08,35,22,0.0,13.8,8,38,01:26 AM,01:18 PM,05:53 AM,07:33 PM,17,31,31,29,11,1,53,0.0,1010,35,10,157,7,Paraguay
2020-12-09,35,21,0.0,13.8,8,31,02:03 AM,02:19 PM,05:53 AM,07:34 PM,16,31,31,29,12,1,51,0.0,1010,35,10,161,8,Paraguay
2020-12-10,42,23,0.0,13.8,9,24,02:41 AM,03:22 PM,05:54 AM,07:35 PM,17,35,35,33,10,0,46,0.0,1006,42,10,83,7,Paraguay
2020-12-11,40,24,0.0,13.8,8,17,03:20 AM,04:26 PM,05:54 AM,07:35 PM,15,35,35,33,19,8,40,0.0,1003,40,10,81,12,Paraguay
2020-12-12,39,27,0.0,13.8,8,9,04:02 AM,05:34 PM,05:54 AM,07:36 PM,18,35,35,33,21,15,44,0.0,1005,39,10,26,14,Paraguay
2020-12-13,38,25,0.0,8.6,7,2,04:49 AM,06:42 PM,05:54 AM,07:36 PM,20,34,34,31,21,68,60,36.0,1006,38,9,91,13,Paraguay
2020-12-14,35,22,0.0,13.3,8,0,05:42 AM,07:50 PM,05:55 AM,07:37 PM,21,32,32,29,8,37,70,2.1,1008,35,9,146,6,Paraguay
2020-12-15,35,24,0.0,12.2,7,0,06:39 AM,08:54 PM,05:55 AM,07:38 PM,22,33,33,29,12,33,67,7.1,1004,35,9,143,8,Paraguay
2020-12-16,22,21,0.0,8.6,5,5,07:41 AM,09:52 PM,05:55 AM,07:38 PM,20,22,24,22,16,74,89,48.2,1009,22,7,68,10,Paraguay
2020-12-17,31,21,0.0,8.6,6,12,08:43 AM,10:42 PM,05:56 AM,07:39 PM,22,28,28,25,10,74,82,0.8,1009,31,7,178,7,Paraguay
2020-12-18,36,24,0.0,11.0,7,20,09:45 AM,11:26 PM,05:56 AM,07:39 PM,24,35,35,29,14,46,78,17.6,1003,36,7,80,8,Paraguay
2020-12-19,38,25,0.0,13.8,7,27,10:43 AM,No moonset,05:57 AM,07:40 PM,22,35,35,31,23,32,61,0.0,1000,38,10,168,16,Paraguay
2020-12-20,30,25,0.0,9.8,6,34,11:39 AM,12:04 AM,05:57 AM,07:40 PM,23,31,31,27,20,71,79,6.9,1005,30,9,159,14,Paraguay
2020-12-21,30,18,0.0,13.3,6,41,12:32 PM,12:39 AM,05:58 AM,07:41 PM,16,25,25,25,22,37,61,1.2,1011,30,10,154,15,Paraguay
2020-12-22,32,20,0.0,13.8,7,49,01:23 PM,01:11 AM,05:58 AM,07:41 PM,14,28,28,26,15,0,51,0.0,1010,32,10,152,10,Paraguay
2020-12-23,35,19,0.0,13.8,7,56,02:13 PM,01:42 AM,05:59 AM,07:42 PM,16,29,29,27,10,8,51,0.0,1008,35,10,129,6,Paraguay
2020-12-24,37,23,0.0,13.8,8,63,03:04 PM,02:12 AM,05:59 AM,07:42 PM,19,33,33,30,15,12,54,0.0,1006,37,10,85,9,Paraguay
2020-12-25,35,26,0.0,13.4,8,70,03:56 PM,02:43 AM,06:00 AM,07:43 PM,20,33,33,30,16,8,57,0.0,1007,35,10,84,11,Paraguay
2020-12-26,35,25,0.0,13.3,8,78,04:48 PM,03:18 AM,06:00 AM,07:43 PM,20,32,32,29,14,35,60,0.3,1007,35,10,142,9,Paraguay
2020-12-27,37,22,0.0,11.6,8,85,05:43 PM,03:55 AM,06:01 AM,07:43 PM,20,32,32,29,10,14,60,0.0,1008,37,10,97,7,Paraguay
2020-12-28,37,26,0.0,11.6,8,92,06:38 PM,04:36 AM,06:01 AM,07:44 PM,20,34,34,31,11,27,55,0.0,1007,37,10,113,7,Paraguay
2020-12-29,38,26,0.0,11.6,7,100,07:34 PM,05:23 AM,06:02 AM,07:44 PM,21,35,35,31,12,15,56,0.0,1005,38,10,130,7,Paraguay
2020-12-30,40,27,0.0,11.6,9,100,08:28 PM,06:15 AM,06:03 AM,07:44 PM,21,38,38,34,16,16,55,1.5,1003,40,10,127,11,Paraguay
2020-12-31,32,24,0.0,9.2,6,89,09:19 PM,07:11 AM,06:03 AM,07:45 PM,24,32,32,28,12,66,83,31.3,1008,32,8,156,7,Paraguay
2021-01-01,39,24,0.0,11.6,8,79,10:05 PM,08:10 AM,06:04 AM,07:45 PM,17,35,35,32,12,3,44,0.0,1009,39,10,129,8,Paraguay
2021-01-02,37,23,0.0,11.6,8,71,10:47 PM,09:11 AM,06:05 AM,07:45 PM,14,32,32,31,15,16,40,0.0,1009,37,10,128,10,Paraguay
2021-01-03,41,25,0.0,11.6,8,64,11:27 PM,10:12 AM,06:05 AM,07:45 PM,15,35,35,33,15,7,37,0.0,1005,41,10,134,9,Paraguay
2021-01-04,36,25,0.0,10.4,7,57,No moonrise,11:12 AM,06:06 AM,07:46 PM,19,31,31,29,16,32,58,4.5,1005,36,10,161,11,Paraguay
2021-01-05,23,21,0.0,6.7,5,50,12:04 AM,12:12 PM,06:07 AM,07:46 PM,21,25,25,23,11,81,91,5.7,1008,23,6,169,7,Paraguay
2021-01-06,36,22,0.0,11.6,8,42,12:41 AM,01:12 PM,06:07 AM,07:46 PM,21,32,32,29,8,29,67,0.1,1008,36,7,60,5,Paraguay
2021-01-07,32,23,0.0,9.1,6,35,01:18 AM,02:14 PM,06:08 AM,07:46 PM,22,30,30,27,9,64,78,10.0,1009,32,9,172,6,Paraguay
2021-01-08,29,21,0.0,7.9,6,28,01:57 AM,03:18 PM,06:09 AM,07:46 PM,22,27,27,25,12,73,84,3.3,1010,29,7,30,9,Paraguay
2021-01-09,30,22,0.0,9.1,6,20,02:40 AM,04:23 PM,06:10 AM,07:46 PM,23,29,29,26,14,77,86,6.7,1008,30,8,86,10,Paraguay
2021-01-10,36,23,0.0,9.1,7,13,03:29 AM,05:30 PM,06:10 AM,07:46 PM,23,34,34,29,18,46,71,0.9,1006,36,10,55,11,Paraguay
2021-01-11,38,26,0.0,11.6,8,6,04:22 AM,06:35 PM,06:11 AM,07:46 PM,23,36,36,32,20,12,62,0.0,1004,38,10,39,14,Paraguay
2021-01-12,29,23,0.0,6.7,6,0,05:22 AM,07:36 PM,06:12 AM,07:46 PM,23,30,30,27,18,70,77,4.3,1009,29,10,123,13,Paraguay
2021-01-13,37,24,0.0,10.4,7,0,06:24 AM,08:29 PM,06:13 AM,07:46 PM,22,34,34,30,13,49,66,0.7,1009,37,10,154,9,Paraguay
2021-01-14,34,25,0.0,6.7,7,1,07:27 AM,09:17 PM,06:13 AM,07:46 PM,24,34,34,29,16,71,74,12.2,1008,34,9,87,10,Paraguay
2021-01-15,36,26,0.0,11.6,8,8,08:27 AM,09:59 PM,06:14 AM,07:46 PM,23,34,34,30,18,11,66,0.0,1005,36,10,62,12,Paraguay
2021-01-16,35,26,0.0,6.7,7,16,09:26 AM,10:35 PM,06:15 AM,07:46 PM,23,34,34,30,18,62,69,2.5,1001,35,10,30,13,Paraguay
2021-01-17,26,24,0.0,6.7,6,23,10:21 AM,11:09 PM,06:16 AM,07:46 PM,23,28,28,25,21,83,91,82.0,1005,26,7,175,11,Paraguay
2021-01-18,32,17,0.0,11.6,7,30,11:14 AM,11:40 PM,06:16 AM,07:46 PM,15,27,27,25,21,9,51,0.0,1010,32,10,180,14,Paraguay
2021-01-19,35,20,0.0,11.6,8,38,12:05 PM,No moonset,06:17 AM,07:46 PM,15,30,30,28,14,3,48,0.0,1011,35,10,169,9,Paraguay
2021-01-20,33,23,0.0,9.1,6,45,12:56 PM,12:11 AM,06:18 AM,07:45 PM,21,31,31,28,8,54,70,1.1,1010,33,10,154,6,Paraguay
2021-01-21,34,23,0.0,7.9,6,52,01:47 PM,12:42 AM,06:19 AM,07:45 PM,23,31,31,28,10,69,79,15.4,1010,34,9,107,6,Paraguay
2021-01-22,31,24,0.0,7.9,6,59,02:39 PM,01:15 AM,06:19 AM,07:45 PM,23,30,30,27,15,56,81,11.3,1011,31,7,48,9,Paraguay
2021-01-23,31,23,0.0,9.1,6,67,03:33 PM,01:51 AM,06:20 AM,07:45 PM,23,31,31,27,15,61,78,8.7,1010,31,9,82,10,Paraguay
2021-01-24,32,24,0.0,10.4,6,74,04:27 PM,02:30 AM,06:21 AM,07:44 PM,23,32,32,28,14,39,76,5.8,1008,32,10,89,9,Paraguay
2021-01-25,30,24,0.0,7.9,6,81,05:23 PM,03:15 AM,06:22 AM,07:44 PM,23,29,29,26,16,70,85,23.5,1006,30,8,108,10,Paraguay
2021-01-26,29,24,0.0,6.6,6,88,06:18 PM,04:04 AM,06:22 AM,07:44 PM,24,30,30,26,22,85,88,35.1,1004,29,6,34,13,Paraguay
2021-01-27,30,23,0.0,6.6,6,96,07:10 PM,05:00 AM,06:23 AM,07:43 PM,24,30,30,26,27,80,87,41.7,1003,30,6,135,15,Paraguay
2021-01-28,35,23,0.0,6.6,7,100,07:59 PM,05:59 AM,06:24 AM,07:43 PM,23,32,32,28,13,80,80,11.8,1003,35,9,137,8,Paraguay
2021-01-29,32,25,0.0,7.8,6,90,08:44 PM,07:00 AM,06:25 AM,07:43 PM,23,31,31,28,21,61,76,3.6,1005,32,10,102,15,Paraguay
2021-01-30,33,24,0.0,9.1,6,82,09:26 PM,08:03 AM,06:25 AM,07:42 PM,23,31,31,28,26,68,79,4.9,1005,33,10,33,18,Paraguay
2021-01-31,29,24,0.0,6.6,6,79,10:05 PM,09:05 AM,06:26 AM,07:42 PM,24,30,30,26,23,79,90,81.9,1006,29,7,88,13,Paraguay
2021-02-01,31,23,0.0,6.6,6,63,10:42 PM,10:06 AM,06:27 AM,07:41 PM,24,31,31,27,16,78,89,44.5,1006,31,7,81,9,Paraguay
2021-02-02,33,24,0.0,6.6,6,55,11:19 PM,11:07 AM,06:28 AM,07:41 PM,25,33,33,28,13,77,84,18.5,1007,33,8,153,8,Paraguay
2021-02-03,29,23,0.0,6.6,6,48,11:57 PM,12:08 PM,06:28 AM,07:40 PM,23,29,29,25,15,86,89,9.6,1011,29,10,218,10,Paraguay
2021-02-04,30,22,0.0,11.6,7,40,No moonrise,01:11 PM,06:29 AM,07:40 PM,19,27,27,25,18,43,71,0.0,1013,30,10,181,14,Paraguay
2021-02-05,30,22,0.0,11.6,7,33,12:38 AM,02:14 PM,06:30 AM,07:39 PM,17,27,27,25,13,0,63,0.0,1012,30,10,165,10,Paraguay
2021-02-06,31,22,0.0,11.6,7,25,01:24 AM,03:19 PM,06:31 AM,07:39 PM,18,28,28,27,11,0,61,0.0,1011,31,10,148,9,Paraguay
2021-02-07,34,21,0.0,11.6,7,18,02:14 AM,04:23 PM,06:31 AM,07:38 PM,18,29,29,27,9,0,60,0.0,1011,34,10,96,7,Paraguay
