date_time,Slovak%20Republic_maxtempC,Slovak%20Republic_mintempC,Slovak%20Republic_totalSnow_cm,Slovak%20Republic_sunHour,Slovak%20Republic_uvIndex,Slovak%20Republic_moon_illumination,Slovak%20Republic_moonrise,Slovak%20Republic_moonset,Slovak%20Republic_sunrise,Slovak%20Republic_sunset,Slovak%20Republic_DewPointC,Slovak%20Republic_FeelsLikeC,Slovak%20Republic_HeatIndexC,Slovak%20Republic_WindChillC,Slovak%20Republic_WindGustKmph,Slovak%20Republic_cloudcover,Slovak%20Republic_humidity,Slovak%20Republic_precipMM,Slovak%20Republic_pressure,Slovak%20Republic_tempC,Slovak%20Republic_visibility,Slovak%20Republic_winddirDegree,Slovak%20Republic_windspeedKmph,Slovak%20Republic_location
2020-10-24,18,14,0.0,4.1,4,49,02:13 PM,No moonset,06:20 AM,05:21 PM,12,15,15,15,20,66,82,1.5,1018,18,10,18,14,Slovak%20Republic
2020-10-25,18,8,0.0,4.1,3,56,02:48 PM,12:42 AM,06:21 AM,05:19 PM,9,13,13,13,10,74,74,0.0,1016,18,10,42,7,Slovak%20Republic
2020-10-26,18,12,0.0,4.1,3,64,03:19 PM,01:41 AM,06:22 AM,05:18 PM,11,13,14,13,20,86,84,0.2,1018,18,9,47,13,Slovak%20Republic
2020-10-27,19,10,0.0,5.6,3,71,03:47 PM,02:38 AM,06:23 AM,05:17 PM,10,12,14,12,29,61,78,0.1,1019,19,10,41,21,Slovak%20Republic
2020-10-28,13,8,0.0,4.1,3,78,04:13 PM,03:34 AM,06:23 AM,05:16 PM,11,9,11,9,27,91,94,10.9,1015,13,9,47,17,Slovak%20Republic
2020-10-29,15,9,0.0,4.1,3,85,04:39 PM,04:29 AM,06:24 AM,05:15 PM,11,11,13,11,29,90,88,5.1,1006,15,7,302,20,Slovak%20Republic
2020-10-30,14,5,0.0,8.7,3,93,05:06 PM,05:24 AM,06:25 AM,05:14 PM,5,7,9,7,17,6,76,0.0,1023,14,10,116,10,Slovak%20Republic
2020-10-31,17,7,0.0,8.7,3,97,05:34 PM,06:19 AM,06:26 AM,05:13 PM,6,10,11,10,15,36,71,0.0,1023,17,10,135,9,Slovak%20Republic
2020-11-01,15,9,0.0,8.7,4,89,06:05 PM,07:16 AM,06:27 AM,05:12 PM,3,10,12,10,26,6,61,0.0,1028,15,10,205,16,Slovak%20Republic
2020-11-02,14,4,0.0,8.7,3,81,06:39 PM,08:13 AM,06:28 AM,05:11 PM,-1,7,8,7,15,0,51,0.0,1031,14,10,135,8,Slovak%20Republic
2020-11-03,19,7,0.0,8.7,4,74,07:19 PM,09:11 AM,06:29 AM,05:10 PM,5,11,13,11,21,0,62,0.0,1026,19,10,217,12,Slovak%20Republic
2020-11-04,20,9,0.0,8.7,5,66,08:04 PM,10:07 AM,06:30 AM,05:09 PM,7,13,15,13,21,23,66,0.0,1025,20,10,189,12,Slovak%20Republic
2020-11-05,20,12,0.0,8.7,4,58,08:56 PM,11:02 AM,06:31 AM,05:09 PM,8,15,15,15,17,41,65,0.0,1025,20,10,170,10,Slovak%20Republic
2020-11-06,21,11,0.0,8.7,5,51,09:53 PM,11:53 AM,06:32 AM,05:08 PM,9,15,16,15,13,1,69,0.0,1023,21,10,107,7,Slovak%20Republic
2020-11-07,23,14,0.0,4.0,4,43,10:55 PM,12:40 PM,06:33 AM,05:07 PM,14,18,19,18,18,62,80,0.0,1021,23,9,101,10,Slovak%20Republic
2020-11-08,24,16,0.0,5.6,5,36,No moonrise,01:22 PM,06:34 AM,05:06 PM,17,20,20,20,21,52,84,0.2,1020,24,9,130,13,Slovak%20Republic
2020-11-09,24,16,0.0,5.6,5,28,12:00 AM,02:00 PM,06:35 AM,05:05 PM,17,20,20,20,20,42,84,0.1,1017,24,8,139,13,Slovak%20Republic
2020-11-10,25,18,0.0,5.6,5,21,01:07 AM,02:35 PM,06:36 AM,05:04 PM,17,21,22,21,23,56,81,0.1,1012,25,10,198,16,Slovak%20Republic
2020-11-11,17,11,0.0,7.1,3,13,02:15 AM,03:09 PM,06:37 AM,05:04 PM,5,13,14,13,22,45,55,0.1,1016,17,10,72,15,Slovak%20Republic
2020-11-12,17,7,0.0,8.7,4,6,03:25 AM,03:42 PM,06:38 AM,05:03 PM,3,10,11,10,14,3,58,0.0,1018,17,10,127,9,Slovak%20Republic
2020-11-13,17,11,0.0,7.1,3,0,04:36 AM,04:17 PM,06:39 AM,05:02 PM,6,13,13,13,18,34,59,0.0,1022,17,10,85,11,Slovak%20Republic
2020-11-14,22,11,0.0,8.7,5,0,05:50 AM,04:55 PM,06:40 AM,05:02 PM,10,15,16,15,31,27,67,0.0,1017,22,10,165,20,Slovak%20Republic
2020-11-15,16,10,0.0,8.7,4,0,07:04 AM,05:39 PM,06:40 AM,05:01 PM,2,12,13,12,23,8,48,0.3,1020,16,10,293,15,Slovak%20Republic
2020-11-16,18,7,0.0,8.7,4,2,08:18 AM,06:28 PM,06:41 AM,05:01 PM,-1,11,12,11,15,0,43,0.0,1026,18,10,263,8,Slovak%20Republic
2020-11-17,18,9,0.0,8.7,4,9,09:28 AM,07:24 PM,06:42 AM,05:00 PM,3,12,12,12,16,0,53,0.0,1030,18,10,154,9,Slovak%20Republic
2020-11-18,17,7,0.0,8.7,4,17,10:31 AM,08:25 PM,06:43 AM,04:59 PM,2,10,11,10,20,0,54,0.0,1032,17,10,139,12,Slovak%20Republic
2020-11-19,18,8,0.0,8.7,4,24,11:26 AM,09:28 PM,06:44 AM,04:59 PM,5,11,13,11,31,0,59,0.0,1028,18,10,181,18,Slovak%20Republic
2020-11-20,21,11,0.0,8.7,5,32,12:11 PM,10:31 PM,06:45 AM,04:58 PM,12,15,16,15,23,27,80,0.0,1028,21,10,176,14,Slovak%20Republic
2020-11-21,22,17,0.0,5.4,4,39,12:49 PM,11:32 PM,06:46 AM,04:58 PM,13,19,19,19,18,71,72,0.0,1026,22,10,167,11,Slovak%20Republic
2020-11-22,17,12,0.0,3.8,4,47,01:22 PM,No moonset,06:47 AM,04:58 PM,12,16,16,16,22,62,79,4.8,1023,17,10,215,14,Slovak%20Republic
2020-11-23,14,6,0.0,8.7,3,54,01:51 PM,12:31 AM,06:48 AM,04:57 PM,5,8,10,8,16,18,73,0.0,1026,14,9,63,10,Slovak%20Republic
2020-11-24,16,6,0.0,8.7,4,62,02:18 PM,01:28 AM,06:49 AM,04:57 PM,6,9,11,9,27,31,71,0.3,1020,16,10,142,16,Slovak%20Republic
2020-11-25,20,12,0.0,5.4,4,70,02:44 PM,02:23 AM,06:50 AM,04:57 PM,12,17,17,17,39,52,73,2.7,1012,20,10,233,25,Slovak%20Republic
2020-11-26,17,8,0.0,8.7,4,77,03:10 PM,03:18 AM,06:51 AM,04:56 PM,6,12,12,12,11,1,70,0.0,1018,17,10,225,6,Slovak%20Republic
2020-11-27,16,10,0.0,7.1,3,85,03:37 PM,04:13 AM,06:52 AM,04:56 PM,7,12,13,12,14,46,68,0.0,1019,16,10,96,9,Slovak%20Republic
2020-11-28,12,6,0.0,8.7,3,92,04:06 PM,05:09 AM,06:53 AM,04:56 PM,2,6,9,6,24,8,64,0.0,1023,12,10,33,15,Slovak%20Republic
2020-11-29,7,4,0.0,3.8,2,100,04:40 PM,06:06 AM,06:54 AM,04:56 PM,4,4,7,4,24,90,84,25.9,1017,7,6,130,16,Slovak%20Republic
2020-11-30,6,1,0.0,8.7,1,100,05:18 PM,07:04 AM,06:55 AM,04:56 PM,-4,-1,4,-1,33,25,59,1.2,1022,6,10,323,22,Slovak%20Republic
2020-12-01,10,-1,0.0,8.7,2,89,06:02 PM,08:02 AM,06:56 AM,04:55 PM,-5,1,4,1,18,13,54,0.0,1023,10,10,232,10,Slovak%20Republic
2020-12-02,10,2,0.0,7.0,2,82,06:52 PM,08:58 AM,06:56 AM,04:55 PM,0,3,6,3,23,35,70,5.0,1023,10,9,147,14,Slovak%20Republic
2020-12-03,7,5,0.0,3.7,2,75,07:48 PM,09:51 AM,06:57 AM,04:55 PM,4,4,6,4,18,89,85,3.7,1021,7,8,66,12,Slovak%20Republic
2020-12-04,9,4,0.0,5.4,2,67,08:48 PM,10:39 AM,06:58 AM,04:55 PM,3,4,7,4,19,79,81,0.3,1019,9,10,186,12,Slovak%20Republic
2020-12-05,12,4,0.0,8.7,3,60,09:51 PM,11:22 AM,06:59 AM,04:55 PM,2,6,7,6,14,4,70,0.0,1023,12,10,266,8,Slovak%20Republic
2020-12-06,11,6,0.0,7.0,2,53,10:56 PM,12:01 PM,07:00 AM,04:55 PM,4,7,8,7,13,30,76,1.1,1017,11,9,283,8,Slovak%20Republic
2020-12-07,11,3,0.0,8.7,3,46,No moonrise,12:35 PM,07:01 AM,04:55 PM,2,5,7,5,16,4,73,0.0,1020,11,10,322,10,Slovak%20Republic
2020-12-08,13,5,0.0,8.7,3,38,12:02 AM,01:08 PM,07:01 AM,04:56 PM,3,7,8,7,13,1,69,0.0,1021,13,10,261,7,Slovak%20Republic
2020-12-09,17,6,0.0,8.7,4,31,01:08 AM,01:40 PM,07:02 AM,04:56 PM,4,9,10,9,20,1,66,0.0,1019,17,10,240,11,Slovak%20Republic
2020-12-10,18,8,0.0,8.7,4,24,02:16 AM,02:12 PM,07:03 AM,04:56 PM,7,11,13,11,21,0,74,0.0,1017,18,10,208,12,Slovak%20Republic
2020-12-11,18,10,0.0,7.0,3,17,03:26 AM,02:48 PM,07:04 AM,04:56 PM,11,13,14,13,34,49,84,7.4,1013,18,10,181,21,Slovak%20Republic
2020-12-12,12,8,0.0,7.0,3,9,04:37 AM,03:28 PM,07:04 AM,04:56 PM,8,9,11,9,26,52,82,3.7,1014,12,10,259,18,Slovak%20Republic
2020-12-13,9,3,0.0,7.0,2,2,05:51 AM,04:13 PM,07:05 AM,04:57 PM,4,4,7,4,22,71,83,3.2,1020,9,9,45,15,Slovak%20Republic
2020-12-14,7,3,0.0,8.7,1,0,07:03 AM,05:05 PM,07:06 AM,04:57 PM,0,1,5,1,22,34,75,1.5,1023,7,10,190,15,Slovak%20Republic
2020-12-15,7,1,0.0,8.7,2,0,08:11 AM,06:04 PM,07:06 AM,04:57 PM,-1,1,4,1,16,33,74,0.0,1020,7,10,80,10,Slovak%20Republic
2020-12-16,6,2,0.0,5.3,1,5,09:11 AM,07:08 PM,07:07 AM,04:58 PM,-0,1,4,1,16,66,75,0.0,1017,6,10,284,11,Slovak%20Republic
2020-12-17,8,-1,0.0,8.7,2,12,10:02 AM,08:13 PM,07:08 AM,04:58 PM,-2,1,3,1,13,2,71,0.0,1024,8,10,258,8,Slovak%20Republic
2020-12-18,9,2,0.0,5.3,2,20,10:45 AM,09:18 PM,07:08 AM,04:58 PM,2,2,5,2,23,53,79,0.0,1026,9,10,172,14,Slovak%20Republic
2020-12-19,8,5,0.0,3.6,2,27,11:21 AM,10:19 PM,07:09 AM,04:59 PM,5,4,7,4,21,88,90,7.4,1021,8,6,181,13,Slovak%20Republic
2020-12-20,12,5,0.0,8.7,2,34,11:52 AM,11:18 PM,07:09 AM,04:59 PM,6,7,8,7,16,36,82,3.1,1017,12,8,285,10,Slovak%20Republic
2020-12-21,15,4,0.0,8.7,4,41,12:20 PM,No moonset,07:10 AM,05:00 PM,3,7,9,7,24,2,71,0.0,1019,15,10,265,14,Slovak%20Republic
2020-12-22,14,7,0.0,8.7,3,49,12:46 PM,12:14 AM,07:10 AM,05:00 PM,5,9,10,9,18,25,73,0.0,1022,14,10,187,11,Slovak%20Republic
2020-12-23,14,8,0.0,3.7,3,56,01:12 PM,01:09 AM,07:11 AM,05:01 PM,7,8,11,8,39,62,77,0.7,1015,14,10,229,24,Slovak%20Republic
2020-12-24,5,-0,0.0,7.0,1,63,01:39 PM,02:04 AM,07:11 AM,05:01 PM,-8,-3,2,-3,35,22,49,0.0,1018,5,10,299,23,Slovak%20Republic
2020-12-25,5,-2,0.0,8.7,2,70,02:07 PM,03:00 AM,07:12 AM,05:02 PM,-12,-3,0,-3,19,2,41,0.0,1023,5,10,279,12,Slovak%20Republic
2020-12-26,12,0,0.0,8.7,3,78,02:39 PM,03:57 AM,07:12 AM,05:03 PM,-0,2,5,2,26,1,68,0.0,1020,12,10,209,15,Slovak%20Republic
2020-12-27,14,6,0.0,7.0,3,85,03:15 PM,04:54 AM,07:12 AM,05:03 PM,7,7,10,7,32,39,82,0.1,1017,14,10,196,19,Slovak%20Republic
2020-12-28,9,6,0.0,8.7,3,92,03:57 PM,05:53 AM,07:13 AM,05:04 PM,4,5,8,5,23,25,74,0.3,1026,9,10,65,15,Slovak%20Republic
2020-12-29,11,5,0.0,3.7,2,100,04:45 PM,06:50 AM,07:13 AM,05:05 PM,5,5,7,5,21,83,82,0.0,1026,11,9,83,13,Slovak%20Republic
2020-12-30,18,8,0.0,3.7,4,100,05:41 PM,07:46 AM,07:13 AM,05:05 PM,12,13,14,13,35,92,89,4.2,1016,18,10,158,21,Slovak%20Republic
2020-12-31,6,-1,0.0,3.7,1,89,06:40 PM,08:36 AM,07:14 AM,05:06 PM,6,1,5,1,41,100,95,58.2,1014,6,7,42,27,Slovak%20Republic
2021-01-01,13,6,0.0,3.7,3,79,07:44 PM,09:22 AM,07:14 AM,05:07 PM,9,8,11,8,38,79,87,17.9,1009,13,9,180,23,Slovak%20Republic
2021-01-02,7,7,0.0,3.7,2,71,08:49 PM,10:02 AM,07:14 AM,05:08 PM,5,6,7,6,12,93,90,0.7,1017,7,8,197,8,Slovak%20Republic
2021-01-03,11,1,0.0,8.7,3,64,09:55 PM,10:38 AM,07:14 AM,05:09 PM,2,3,5,3,18,10,78,0.0,1018,11,10,227,11,Slovak%20Republic
2021-01-04,12,4,0.0,8.7,2,57,11:00 PM,11:11 AM,07:14 AM,05:09 PM,4,6,7,6,15,16,82,0.0,1019,12,9,263,9,Slovak%20Republic
2021-01-05,11,3,0.0,8.7,3,50,No moonrise,11:42 AM,07:14 AM,05:10 PM,2,4,6,4,16,8,77,0.0,1021,11,10,157,10,Slovak%20Republic
2021-01-06,8,3,0.0,7.0,2,42,12:06 AM,12:13 PM,07:14 AM,05:11 PM,3,3,6,3,22,58,85,10.0,1019,8,9,124,14,Slovak%20Republic
2021-01-07,5,-4,0.0,3.7,1,35,01:13 AM,12:46 PM,07:14 AM,05:12 PM,3,-0,4,-0,40,95,89,45.4,1016,5,7,44,27,Slovak%20Republic
2021-01-08,4,2,0.0,3.7,1,28,02:21 AM,01:23 PM,07:14 AM,05:13 PM,-0,-1,3,-1,25,89,79,0.7,1023,4,10,210,18,Slovak%20Republic
2021-01-09,4,-1,0.0,5.4,1,20,03:31 AM,02:03 PM,07:14 AM,05:14 PM,-2,-2,1,-2,16,43,76,0.0,1026,4,10,201,11,Slovak%20Republic
2021-01-10,5,-1,0.0,5.4,1,13,04:42 AM,02:51 PM,07:14 AM,05:15 PM,-2,-1,2,-1,12,45,76,0.0,1028,5,10,25,8,Slovak%20Republic
2021-01-11,3,0,5.4,3.8,1,6,05:51 AM,03:47 PM,07:14 AM,05:16 PM,-1,-1,1,-1,10,76,85,6.4,1028,3,6,140,7,Slovak%20Republic
2021-01-12,8,-0,0.0,8.7,2,0,06:54 AM,04:48 PM,07:14 AM,05:16 PM,-2,2,3,2,11,1,68,0.0,1029,8,10,229,7,Slovak%20Republic
2021-01-13,10,0,0.0,8.7,3,0,07:49 AM,05:53 PM,07:14 AM,05:17 PM,1,1,4,1,23,13,82,0.0,1022,10,10,218,13,Slovak%20Republic
2021-01-14,12,4,0.0,8.7,3,1,08:36 AM,06:58 PM,07:13 AM,05:18 PM,3,3,7,3,31,18,80,0.0,1013,12,10,244,19,Slovak%20Republic
2021-01-15,7,2,0.0,7.1,1,8,09:16 AM,08:02 PM,07:13 AM,05:19 PM,-4,0,5,0,38,31,56,0.0,1011,7,10,270,24,Slovak%20Republic
2021-01-16,7,-1,0.0,8.7,2,16,09:50 AM,09:04 PM,07:13 AM,05:20 PM,-3,-1,3,-1,23,11,70,0.0,1015,7,10,290,15,Slovak%20Republic
2021-01-17,10,0,0.0,8.7,3,23,10:19 AM,10:02 PM,07:13 AM,05:21 PM,-2,1,4,1,23,10,66,0.0,1016,10,10,274,14,Slovak%20Republic
2021-01-18,11,1,0.0,8.7,3,30,10:47 AM,10:59 PM,07:12 AM,05:22 PM,-0,3,5,3,19,5,69,0.0,1020,11,10,228,11,Slovak%20Republic
2021-01-19,9,7,0.0,5.4,2,38,11:13 AM,11:54 PM,07:12 AM,05:23 PM,4,6,8,6,16,67,74,0.0,1025,9,10,163,10,Slovak%20Republic
2021-01-20,12,5,0.0,7.1,2,45,11:40 AM,No moonset,07:11 AM,05:24 PM,3,7,8,7,16,48,72,0.4,1027,12,9,109,10,Slovak%20Republic
2021-01-21,16,8,0.0,3.8,3,52,12:07 PM,12:49 AM,07:11 AM,05:25 PM,11,11,13,11,21,100,92,4.3,1015,16,8,189,13,Slovak%20Republic
2021-01-22,9,5,0.0,5.4,2,59,12:37 PM,01:46 AM,07:11 AM,05:26 PM,3,5,8,5,25,40,74,0.2,1017,9,10,35,17,Slovak%20Republic
2021-01-23,6,1,0.0,8.7,2,67,01:11 PM,02:43 AM,07:10 AM,05:27 PM,-3,-0,3,-0,21,32,66,0.0,1023,6,10,68,14,Slovak%20Republic
2021-01-24,16,5,0.0,3.8,3,74,01:51 PM,03:41 AM,07:09 AM,05:28 PM,10,10,11,10,17,96,91,5.8,1014,16,9,146,10,Slovak%20Republic
2021-01-25,19,12,0.0,3.8,4,81,02:36 PM,04:38 AM,07:09 AM,05:29 PM,14,16,17,16,40,84,83,34.9,1004,19,9,196,23,Slovak%20Republic
2021-01-26,16,9,0.0,8.7,4,88,03:29 PM,05:35 AM,07:08 AM,05:30 PM,6,11,12,11,21,2,69,0.0,1011,16,10,207,11,Slovak%20Republic
2021-01-27,7,3,0.0,3.8,1,96,04:27 PM,06:28 AM,07:08 AM,05:31 PM,2,2,5,2,24,43,81,1.6,1022,7,10,166,16,Slovak%20Republic
2021-01-28,6,-2,0.0,8.7,2,100,05:32 PM,07:16 AM,07:07 AM,05:32 PM,-3,-1,2,-1,17,24,73,0.0,1035,6,10,44,12,Slovak%20Republic
2021-01-29,10,0,0.0,8.7,3,90,06:38 PM,07:59 AM,07:06 AM,05:33 PM,-0,2,5,2,18,33,71,0.0,1027,10,10,150,11,Slovak%20Republic
2021-01-30,13,5,0.0,3.9,3,82,07:45 PM,08:37 AM,07:06 AM,05:34 PM,8,6,9,6,44,82,85,2.8,1012,13,10,181,27,Slovak%20Republic
2021-01-31,11,7,0.0,5.5,2,79,08:52 PM,09:12 AM,07:05 AM,05:35 PM,5,6,9,6,37,53,74,0.1,1013,11,10,287,23,Slovak%20Republic
2021-02-01,8,1,0.0,8.7,2,63,09:59 PM,09:45 AM,07:04 AM,05:36 PM,-1,0,4,0,26,24,71,0.0,1024,8,10,311,17,Slovak%20Republic
2021-02-02,9,0,0.0,8.7,1,55,11:06 PM,10:16 AM,07:04 AM,05:37 PM,-1,2,4,2,11,30,72,0.0,1025,9,10,204,7,Slovak%20Republic
2021-02-03,10,1,0.0,8.7,3,48,No moonrise,10:48 AM,07:03 AM,05:38 PM,-0,3,5,3,15,6,70,0.0,1022,10,10,138,9,Slovak%20Republic
2021-02-04,15,7,0.0,3.9,3,40,12:13 AM,11:23 AM,07:02 AM,05:39 PM,6,8,11,8,45,74,79,0.7,1007,15,10,211,28,Slovak%20Republic
2021-02-05,11,1,0.0,8.7,3,33,01:22 AM,12:01 PM,07:01 AM,05:40 PM,-1,4,5,4,14,6,64,0.0,1015,11,10,241,9,Slovak%20Republic
2021-02-06,11,3,0.0,3.9,2,25,02:30 AM,12:45 PM,07:00 AM,05:41 PM,1,4,7,4,18,71,72,5.6,1014,11,10,112,12,Slovak%20Republic
2021-02-07,4,-2,0.0,4.1,1,18,03:39 AM,01:37 PM,06:59 AM,05:42 PM,-2,-3,1,-3,22,71,79,0.6,1020,4,10,50,16,Slovak%20Republic
