date_time,Luxembourg_maxtempC,Luxembourg_mintempC,Luxembourg_totalSnow_cm,Luxembourg_sunHour,Luxembourg_uvIndex,Luxembourg_moon_illumination,Luxembourg_moonrise,Luxembourg_moonset,Luxembourg_sunrise,Luxembourg_sunset,Luxembourg_DewPointC,Luxembourg_FeelsLikeC,Luxembourg_HeatIndexC,Luxembourg_WindChillC,Luxembourg_WindGustKmph,Luxembourg_cloudcover,Luxembourg_humidity,Luxembourg_precipMM,Luxembourg_pressure,Luxembourg_tempC,Luxembourg_visibility,Luxembourg_winddirDegree,Luxembourg_windspeedKmph,Luxembourg_location
2020-11-05,8,2,0.0,8.7,3,58,08:11 PM,12:15 PM,07:32 AM,05:06 PM,1,1,4,1,23,4,82,0.0,1036,8,10,41,13,Luxembourg
2020-11-06,9,1,0.0,8.7,3,51,09:09 PM,01:07 PM,07:33 AM,05:05 PM,1,2,5,2,21,0,76,0.0,1032,9,10,72,12,Luxembourg
2020-11-07,12,3,0.0,8.7,3,43,10:16 PM,01:50 PM,07:35 AM,05:03 PM,5,7,8,7,11,8,83,0.0,1025,12,10,117,6,Luxembourg
2020-11-08,13,7,0.0,5.3,3,36,11:30 PM,02:24 PM,07:37 AM,05:02 PM,7,9,10,9,12,49,84,0.1,1024,13,10,138,7,Luxembourg
2020-11-09,14,9,0.0,8.7,4,28,No moonrise,02:53 PM,07:38 AM,05:00 PM,8,10,11,10,9,37,85,0.0,1024,14,10,133,5,Luxembourg
2020-11-10,13,8,0.0,8.7,3,21,12:48 AM,03:17 PM,07:40 AM,04:59 PM,8,10,10,10,5,34,89,0.0,1025,13,9,145,3,Luxembourg
2020-11-11,12,7,0.0,3.4,2,13,02:09 AM,03:39 PM,07:41 AM,04:57 PM,8,9,9,9,9,72,91,0.0,1024,12,7,144,5,Luxembourg
2020-11-12,10,7,0.0,3.4,2,6,03:31 AM,04:00 PM,07:43 AM,04:56 PM,7,7,8,7,18,72,92,0.3,1021,10,4,192,11,Luxembourg
2020-11-13,11,5,0.0,6.9,2,0,04:55 AM,04:21 PM,07:45 AM,04:55 PM,6,6,8,6,16,52,90,0.1,1021,11,8,174,9,Luxembourg
2020-11-14,12,9,0.0,8.7,3,0,06:21 AM,04:46 PM,07:46 AM,04:53 PM,8,9,10,9,20,44,89,0.1,1018,12,9,179,11,Luxembourg
2020-11-15,13,8,0.0,6.9,3,0,07:50 AM,05:15 PM,07:48 AM,04:52 PM,8,8,11,8,33,57,86,4.4,1011,13,10,189,19,Luxembourg
2020-11-16,9,3,0.0,3.4,2,2,09:16 AM,05:52 PM,07:49 AM,04:51 PM,6,4,7,4,35,89,87,2.5,1017,9,10,238,22,Luxembourg
2020-11-17,9,5,0.0,6.9,2,9,10:36 AM,06:39 PM,07:51 AM,04:50 PM,5,5,7,5,16,50,91,0.0,1027,9,8,210,9,Luxembourg
2020-11-18,10,5,0.0,8.7,2,17,11:44 AM,07:38 PM,07:52 AM,04:49 PM,6,6,8,6,15,24,89,0.0,1025,10,8,170,9,Luxembourg
2020-11-19,8,5,0.0,5.1,2,24,12:38 PM,08:44 PM,07:54 AM,04:48 PM,5,4,7,4,32,71,87,2.1,1024,8,6,260,20,Luxembourg
2020-11-20,5,1,0.0,8.7,2,32,01:19 PM,09:56 PM,07:55 AM,04:46 PM,-0,2,3,2,7,14,82,0.1,1036,5,10,286,4,Luxembourg
2020-11-21,5,1,0.0,8.7,2,39,01:49 PM,11:08 PM,07:57 AM,04:45 PM,-0,1,3,1,9,18,81,0.0,1034,5,10,199,6,Luxembourg
2020-11-22,6,1,0.0,5.1,1,47,02:13 PM,No moonset,07:58 AM,04:44 PM,1,2,3,2,12,75,83,0.0,1030,6,10,223,7,Luxembourg
2020-11-23,7,3,0.0,5.0,2,54,02:33 PM,12:17 AM,08:00 AM,04:44 PM,3,4,5,4,9,76,90,1.4,1029,7,8,236,6,Luxembourg
2020-11-24,8,4,0.0,8.4,2,62,02:50 PM,01:26 AM,08:01 AM,04:43 PM,4,4,5,4,9,55,90,0.0,1025,8,9,138,6,Luxembourg
2020-11-25,7,1,0.0,8.4,1,70,03:06 PM,02:31 AM,08:03 AM,04:42 PM,2,2,4,2,12,34,90,0.0,1018,7,8,148,7,Luxembourg
2020-11-26,7,0,0.0,8.4,2,77,03:22 PM,03:37 AM,08:04 AM,04:41 PM,3,3,4,3,8,37,89,0.0,1020,7,7,160,4,Luxembourg
2020-11-27,7,2,0.0,5.0,1,85,03:39 PM,04:42 AM,08:06 AM,04:40 PM,2,4,4,4,8,52,88,0.0,1020,7,10,76,4,Luxembourg
2020-11-28,7,2,0.0,8.3,2,92,03:58 PM,05:49 AM,08:07 AM,04:40 PM,1,2,4,2,16,12,83,0.0,1019,7,10,48,9,Luxembourg
2020-11-29,3,-4,0.0,8.3,2,100,04:20 PM,06:56 AM,08:08 AM,04:39 PM,-2,-3,1,-3,20,11,80,0.0,1023,3,10,45,11,Luxembourg
2020-11-30,3,-3,0.0,8.3,2,100,04:48 PM,08:03 AM,08:10 AM,04:38 PM,-3,-2,0,-2,11,24,80,0.3,1026,3,9,119,7,Luxembourg
2020-12-01,3,1,1.4,3.1,1,89,05:23 PM,09:09 AM,08:11 AM,04:38 PM,2,-0,2,-0,17,84,95,13.9,1017,3,7,190,10,Luxembourg
2020-12-02,4,1,0.0,3.1,1,82,06:08 PM,10:11 AM,08:12 AM,04:37 PM,0,1,2,1,9,88,89,0.0,1017,4,7,86,5,Luxembourg
2020-12-03,3,-2,0.1,3.1,1,75,07:03 PM,11:05 AM,08:13 AM,04:37 PM,2,-1,2,-1,24,100,95,5.7,1004,3,9,187,16,Luxembourg
2020-12-04,5,2,0.0,3.1,1,67,08:07 PM,11:51 AM,08:15 AM,04:36 PM,2,-0,4,-0,31,91,90,15.3,988,5,8,176,20,Luxembourg
2020-12-05,3,0,0.0,5.0,1,60,09:19 PM,12:27 PM,08:16 AM,04:36 PM,0,-1,2,-1,14,68,92,0.0,996,3,7,135,9,Luxembourg
2020-12-06,3,0,0.0,6.8,1,53,10:33 PM,12:57 PM,08:17 AM,04:36 PM,0,-0,1,-0,10,54,93,0.0,1001,3,8,77,6,Luxembourg
2020-12-07,3,1,3.3,3.1,1,46,11:51 PM,01:22 PM,08:18 AM,04:35 PM,1,-1,2,-1,15,96,92,4.0,1000,3,5,228,10,Luxembourg
2020-12-08,3,-1,0.0,8.2,1,38,No moonrise,01:43 PM,08:19 AM,04:35 PM,-1,-2,0,-2,14,62,90,0.0,1003,3,7,81,8,Luxembourg
2020-12-09,2,-3,0.1,4.9,1,31,01:10 AM,02:03 PM,08:20 AM,04:35 PM,-0,-1,1,-1,12,89,89,0.1,1010,2,9,268,8,Luxembourg
2020-12-10,2,-1,0.0,8.1,1,24,02:29 AM,02:23 PM,08:21 AM,04:35 PM,-1,-2,1,-2,12,53,86,0.0,1007,2,9,145,8,Luxembourg
2020-12-11,3,-1,0.8,3.0,1,17,03:52 AM,02:45 PM,08:22 AM,04:35 PM,1,-2,1,-2,22,87,95,10.5,996,3,8,139,13,Luxembourg
2020-12-12,5,-0,0.0,3.0,1,9,05:17 AM,03:11 PM,08:23 AM,04:35 PM,4,2,4,2,12,100,98,4.8,997,5,3,198,7,Luxembourg
2020-12-13,5,3,0.0,3.0,1,2,06:42 AM,03:43 PM,08:24 AM,04:35 PM,3,2,4,2,17,88,91,3.3,1011,5,8,234,12,Luxembourg
2020-12-14,5,2,0.0,4.9,1,0,08:06 AM,04:24 PM,08:25 AM,04:35 PM,1,1,4,1,18,75,83,0.2,1011,5,10,152,11,Luxembourg
2020-12-15,8,5,0.0,3.0,2,0,09:22 AM,05:17 PM,08:26 AM,04:35 PM,6,4,7,4,22,91,94,9.1,1011,8,8,188,12,Luxembourg
2020-12-16,8,4,0.0,4.9,2,5,10:24 AM,06:21 PM,08:26 AM,04:36 PM,5,5,6,5,13,66,94,0.0,1017,8,5,136,7,Luxembourg
2020-12-17,7,6,0.0,3.0,2,12,11:12 AM,07:33 PM,08:27 AM,04:36 PM,5,4,6,4,19,73,93,1.8,1020,7,7,201,11,Luxembourg
2020-12-18,7,4,0.0,8.1,2,20,11:49 AM,08:47 PM,08:28 AM,04:36 PM,4,3,5,3,15,44,94,0.0,1022,7,4,158,9,Luxembourg
2020-12-19,9,5,0.0,6.8,2,27,12:16 PM,10:00 PM,08:28 AM,04:37 PM,6,4,7,4,21,66,92,0.8,1017,9,5,169,12,Luxembourg
2020-12-20,8,5,0.0,3.0,2,34,12:37 PM,11:11 PM,08:29 AM,04:37 PM,6,5,7,5,15,90,94,1.9,1020,8,6,207,9,Luxembourg
2020-12-21,6,0,0.0,3.0,2,41,12:56 PM,No moonset,08:30 AM,04:38 PM,5,2,5,2,26,98,94,12.2,1020,6,5,190,17,Luxembourg
2020-12-22,12,5,0.0,3.0,3,49,01:13 PM,12:18 AM,08:30 AM,04:38 PM,10,8,10,8,41,100,91,9.3,1016,12,9,234,26,Luxembourg
2020-12-23,11,9,0.0,3.0,3,56,01:29 PM,01:25 AM,08:30 AM,04:39 PM,10,8,11,8,34,100,92,23.5,1014,11,8,222,22,Luxembourg
2020-12-24,7,1,2.3,3.0,2,63,01:45 PM,02:30 AM,08:31 AM,04:39 PM,3,1,5,1,31,85,85,12.2,1011,7,8,273,21,Luxembourg
2020-12-25,2,-0,0.0,8.1,1,70,02:03 PM,03:36 AM,08:31 AM,04:40 PM,-1,-2,1,-2,19,38,85,0.0,1023,2,10,289,12,Luxembourg
2020-12-26,2,-0,0.0,3.0,1,78,02:23 PM,04:42 AM,08:31 AM,04:41 PM,-1,-3,0,-3,18,69,88,0.0,1024,2,10,260,12,Luxembourg
2020-12-27,2,-1,0.0,3.0,1,85,02:49 PM,05:50 AM,08:32 AM,04:42 PM,1,-4,2,-4,53,100,93,12.4,996,2,1,202,35,Luxembourg
2020-12-28,2,-3,16.1,3.0,1,92,03:22 PM,06:57 AM,08:32 AM,04:42 PM,1,-3,1,-3,25,91,95,19.4,978,2,4,187,16,Luxembourg
2020-12-29,1,-4,11.1,3.0,1,100,04:03 PM,08:01 AM,08:32 AM,04:43 PM,1,-3,1,-3,21,99,98,13.0,986,1,2,217,14,Luxembourg
2020-12-30,2,0,3.4,3.0,1,100,04:55 PM,08:59 AM,08:32 AM,04:44 PM,1,-2,2,-2,21,93,94,4.0,1002,2,5,233,14,Luxembourg
2020-12-31,2,-6,4.3,3.0,1,89,05:58 PM,09:49 AM,08:32 AM,04:45 PM,1,-3,1,-3,25,99,95,7.0,1003,2,6,186,17,Luxembourg
2021-01-01,2,0,1.4,3.1,1,79,07:08 PM,10:29 AM,08:32 AM,04:46 PM,0,-1,1,-1,11,91,93,1.6,1009,2,7,263,8,Luxembourg
2021-01-02,1,-2,0.1,8.2,1,71,08:23 PM,11:01 AM,08:32 AM,04:47 PM,-2,-4,-1,-4,15,44,89,0.1,1014,1,10,22,10,Luxembourg
2021-01-03,1,-4,0.0,3.1,1,64,09:41 PM,11:27 AM,08:32 AM,04:48 PM,-2,-5,-1,-5,19,70,87,0.0,1014,1,10,27,13,Luxembourg
2021-01-04,1,-0,2.5,3.1,1,57,10:58 PM,11:50 AM,08:32 AM,04:49 PM,0,-3,1,-3,19,97,96,2.9,1013,1,4,45,12,Luxembourg
2021-01-05,1,-1,0.1,3.1,1,50,No moonrise,12:09 PM,08:31 AM,04:51 PM,-1,-4,0,-4,23,97,92,0.1,1015,1,9,40,15,Luxembourg
2021-01-06,1,-1,1.2,3.1,1,42,12:16 AM,12:29 PM,08:31 AM,04:52 PM,-1,-3,0,-3,15,99,93,1.5,1016,1,6,126,10,Luxembourg
2021-01-07,1,-4,0.1,3.1,1,35,01:35 AM,12:49 PM,08:31 AM,04:53 PM,-2,-5,-1,-5,18,88,91,0.2,1015,1,9,263,12,Luxembourg
2021-01-08,0,-2,0.0,3.1,1,28,02:56 AM,01:12 PM,08:30 AM,04:54 PM,-3,-5,-1,-5,18,75,87,0.2,1017,0,9,273,12,Luxembourg
2021-01-09,0,-5,0.0,8.3,2,20,04:18 AM,01:40 PM,08:30 AM,04:56 PM,-4,-5,-1,-5,20,52,84,0.0,1023,0,9,85,13,Luxembourg
2021-01-10,0,-3,0.0,8.3,2,13,05:41 AM,02:15 PM,08:29 AM,04:57 PM,-4,-5,-2,-5,14,20,85,0.0,1025,0,10,39,9,Luxembourg
2021-01-11,1,-3,0.0,8.3,2,6,06:58 AM,03:02 PM,08:29 AM,04:58 PM,-4,-3,-0,-3,12,36,80,0.0,1023,1,10,178,8,Luxembourg
2021-01-12,5,-1,0.0,3.3,1,0,08:06 AM,04:00 PM,08:28 AM,05:00 PM,3,-1,3,-1,34,100,95,6.2,1013,5,7,256,21,Luxembourg
2021-01-13,2,-2,0.0,5.1,1,0,09:01 AM,05:09 PM,08:28 AM,05:01 PM,-2,-4,0,-4,19,57,88,0.0,1019,2,10,279,12,Luxembourg
2021-01-14,0,-1,8.2,3.3,1,1,09:43 AM,06:22 PM,08:27 AM,05:03 PM,-1,-3,-0,-3,17,99,95,9.6,1020,0,4,190,11,Luxembourg
2021-01-15,-1,-7,1.2,8.7,2,8,10:15 AM,07:38 PM,08:26 AM,05:04 PM,-4,-8,-3,-8,24,53,88,1.4,1024,-1,9,43,15,Luxembourg
2021-01-16,-3,-7,0.0,8.7,1,16,10:39 AM,08:51 PM,08:25 AM,05:05 PM,-5,-6,-4,-6,11,57,90,0.1,1027,-3,9,199,7,Luxembourg
2021-01-17,1,-4,5.4,3.3,1,23,10:59 AM,10:01 PM,08:25 AM,05:07 PM,0,-3,0,-3,19,94,98,6.3,1021,1,4,266,12,Luxembourg
2021-01-18,1,-0,0.1,3.3,1,30,11:17 AM,11:09 PM,08:24 AM,05:09 PM,0,-4,0,-4,23,90,97,0.2,1026,1,9,245,14,Luxembourg
2021-01-19,2,-5,1.0,3.3,1,38,11:33 AM,No moonset,08:23 AM,05:10 PM,0,-4,1,-4,39,98,94,4.5,1016,2,8,219,25,Luxembourg
2021-01-20,6,1,0.0,5.1,1,45,11:50 AM,12:16 AM,08:22 AM,05:12 PM,1,-1,3,-1,33,51,85,0.0,1004,6,10,194,17,Luxembourg
2021-01-21,8,-1,0.0,3.3,2,52,12:06 PM,01:22 AM,08:21 AM,05:13 PM,4,2,6,2,52,89,81,12.6,995,8,7,208,32,Luxembourg
2021-01-22,5,3,4.8,3.4,1,59,12:26 PM,02:28 AM,08:20 AM,05:15 PM,3,1,4,1,31,92,87,19.1,993,5,7,170,21,Luxembourg
2021-01-23,3,1,0.3,3.4,1,67,12:49 PM,03:35 AM,08:19 AM,05:16 PM,0,-1,2,-1,15,86,90,0.5,996,3,7,242,10,Luxembourg
2021-01-24,1,-1,0.9,6.9,1,74,01:19 PM,04:42 AM,08:18 AM,05:18 PM,-3,-4,0,-4,23,79,82,1.2,1000,1,8,244,16,Luxembourg
2021-01-25,1,-2,4.1,3.4,1,81,01:56 PM,05:47 AM,08:17 AM,05:20 PM,-1,-4,-0,-4,20,93,93,4.8,1003,1,6,264,13,Luxembourg
2021-01-26,1,-3,0.0,3.4,1,88,02:43 PM,06:48 AM,08:15 AM,05:21 PM,-2,-6,-1,-6,27,78,92,0.1,1018,1,10,262,18,Luxembourg
2021-01-27,2,-3,0.4,3.4,1,96,03:43 PM,07:42 AM,08:14 AM,05:23 PM,-0,-4,0,-4,23,99,93,3.8,1017,2,9,223,15,Luxembourg
2021-01-28,9,-0,0.0,3.4,2,100,04:52 PM,08:26 AM,08:13 AM,05:25 PM,5,2,6,2,35,97,96,25.2,1008,9,4,231,19,Luxembourg
2021-01-29,8,5,0.0,3.4,2,90,06:08 PM,09:01 AM,08:12 AM,05:26 PM,5,3,7,3,37,94,90,12.9,1001,8,9,251,24,Luxembourg
2021-01-30,5,0,1.6,3.4,1,82,07:27 PM,09:30 AM,08:10 AM,05:28 PM,3,0,4,0,27,99,92,14.3,999,5,6,144,18,Luxembourg
2021-01-31,2,-3,0.1,3.5,1,79,08:46 PM,09:54 AM,08:09 AM,05:30 PM,-1,-3,1,-3,17,100,89,1.4,1001,2,7,77,12,Luxembourg
2021-02-01,6,2,0.0,3.5,1,63,10:05 PM,10:15 AM,08:08 AM,05:31 PM,3,3,4,3,10,98,95,3.6,995,6,6,194,6,Luxembourg
2021-02-02,9,4,0.0,3.5,2,55,11:25 PM,10:34 AM,08:06 AM,05:33 PM,5,3,6,3,29,97,93,9.4,1004,9,9,229,18,Luxembourg
2021-02-03,9,5,0.0,3.5,2,48,No moonrise,10:54 AM,08:05 AM,05:35 PM,6,4,8,4,45,87,88,27.0,1001,9,8,223,30,Luxembourg
2021-02-04,7,3,0.0,5.2,2,40,12:45 AM,11:16 AM,08:03 AM,05:36 PM,4,3,5,3,16,58,91,2.0,1014,7,8,178,10,Luxembourg
2021-02-05,9,4,0.0,3.5,2,33,02:06 AM,11:42 AM,08:02 AM,05:38 PM,6,6,7,6,10,94,93,2.2,1013,9,8,150,7,Luxembourg
2021-02-06,8,4,0.0,3.5,2,25,03:27 AM,12:13 PM,08:00 AM,05:40 PM,5,4,7,4,24,98,90,4.4,1005,8,8,80,17,Luxembourg
2021-02-07,8,3,0.0,3.7,2,18,04:44 AM,12:54 PM,07:59 AM,05:42 PM,4,2,5,2,28,93,87,10.8,996,8,8,192,20,Luxembourg
